,BSU01900
M9exp_1,6.9604
M9exp_2,6.9599
M9exp_3,6.954
M9tran_1,7.2991
M9tran_2,7.4008
M9tran_3,7.0337
M9stat_1,7.7471
M9stat_2,7.9086
M9stat_3,7.6461
MG-0.1_1,6.954
MG-0.1_2,6.374
MG-0.1_3,7.0142
MG-0.2_2,6.6241
MG-0.2_3,7.263
MG+5_1,7.4551
MG+5_2,6.3419
MG+5_3,7.5983
MG+10_1,6.925
MG+10_2,6.7923
MG+10_3,7.6434
MG+15_1,7.0403
MG+15_2,7.4163
MG+15_3,6.893
MG+25_1,7.0546
MG+25_2,6.8859
MG+25_3,6.9712
MG+45_1,8.7241
MG+45_2,7.1729
MG+45_3,7.0616
MG+60_2,7.002000000000002
MG+60_3,7.3324
MG+90_2,6.4192
MG+90_3,6.7319
MG+120_1,7.1386
MG+120_2,7.0371
MG+120_3,6.8556
MG+150_1,7.2497
MG+150_3,7.1238
GM-0.1_1,7.0816
GM-0.1_2,6.7205
GM-0.1_3,7.3068
GM-0.2_1,7.737999999999999
GM-0.2_2,7.5374
GM-0.2_3,6.7212
GM+5_1,6.8356
GM+5_2,6.5669
GM+5_3,6.7777
GM+10_2,6.542000000000002
GM+10_3,6.7835
GM+15_1,6.8823
GM+15_2,7.0989
GM+15_3,6.8302
GM+25_1,6.8189
GM+25_2,6.9782
GM+25_3,7.3804
GM+45_1,7.132999999999999
GM+45_2,6.4019
GM+45_3,7.7816
GM+60_1,6.7067
GM+60_2,7.4203
GM+60_3,7.6614
GM+90_1,7.1236
GM+90_2,7.6416
GM+90_3,7.4505
GM+120_1,8.1065
GM+120_3,8.1016
GM+150_1,7.5101
GM+150_2,7.4548
GM+150_3,7.1041
BT_1,7.0427
BT_2,6.9572
B36_1,6.8438
B36_2,6.8294
B60_1,7.1187
B60_2,7.3208
S0_1,6.5064
S0_2,7.0621
S0_3,6.9486
S1_1,6.9621
S1_2,6.8686
S1_3,6.9892
S2_1,7.4287
S2_2,6.8542
S2_3,7.0398
S3_1,6.8984
S3_2,6.563
S4_1,7.3276
