,SP5448_01190
SRX1726505,-0.1444286841
SRX1726506,0.2076977864
SRX1726507,-0.0632691023
SRX1726508,-1.8078594256
SRX1726509,-1.8609944299999999
SRX1726510,-0.9824534727
SRX1726511,-2.0367683881
SRX1726512,-2.0194106243
SRX1726513,-1.7969925005
SRX1081650,0.06511371910000001
SRX1081651,-0.24186125660000002
SRX1081652,0.2035081959
SRX1081653,0.0724659651
SRX1081654,-0.1734761896
SRX1081655,0.17078775910000002
SRX1081656,0.1429490437
SRX1081657,-0.0429331981
SRX1081658,-0.0004992297
SRX1081659,0.1797162319
SRX1081660,0.5000423738
SRX1081661,-0.039597718500000004
SRX1081662,0.10942197170000001
SRX1081663,-0.1120668996
SRX1081664,-0.0126198822
SRX1081665,-0.2352240335
SRX1081666,-0.1778575869
SRX1081668,0.1989446403
SRX1081669,-0.1245267788
SRX1081670,-0.2644221279
SRX1081671,-0.2178649989
SRX1081672,-0.5677690021
SRX1081673,-0.9412241130000001
SRX1081674,-0.9635580567
SRX1081675,-1.044909831
SRX1081676,-0.5770116161000001
SRX1081677,-1.125922044
SRX1081678,-0.8145042398000001
SRX1081679,-0.7901056123
SRX1081680,-0.8244536778
SRX1081681,-1.1270547419
SRX1081682,-0.8526988728
SRX1081683,-0.7485886347
SRX1081684,-1.297048813
SRX1081685,-1.3172796832
SRX1081686,-1.6674388513
SRX1081687,-0.8904592394
SRX1081688,-1.7758306802
SRX1081689,-0.9469815612
SRX1081690,-1.2902545182
SRX1081691,-1.4357744967000001
SRX1081692,-1.253897544
SRX1962715,0.0327969136
SRX1962716,0.027436799999999997
SRX1962717,-0.060233713700000004
SRX1962718,-0.5560987927000001
SRX1962719,-0.3690555605
SRX1962720,-0.54479071
SRX1962721,-0.356609832
SRX4892146,-0.005458926
SRX4892147,0.0306127182
SRX4892148,0.024180388100000002
SRX4892149,-0.0493341803
SRX4892150,-0.3338397598
SRX4892151,-0.19680034640000002
SRX4892152,-0.36023002660000003
SRX4892153,-0.2496330012
SRX4892154,-0.16121139010000002
SRX4892155,-0.2060576841
SRX4892156,-0.2186884852
SRX4892157,-0.1268979024
SRX4892158,0.0435257038
SRX4892159,-0.020700582500000002
SRX4892160,0.1449502386
SRX4892161,0.0355052625
SRX7620814,-0.3653792256
SRX7620815,-0.3422385001
SRX7620816,-0.3357027844
SRX7620817,-1.8212374987
SRX7620818,-1.9018241166
SRX7620819,-2.1127265792
SRX7620856,0.4715551537
SRX7620857,-1.556017705
SRX7620858,0.1472312753
SRX7620859,-1.5499417052000002
SRX7620860,0.4874559463
SRX7620861,-1.5029268663000002
SRX7620862,0.5818088327000001
SRX7620863,0.271317248
SRX7620864,0.3560363315
SRX7620865,0.5246106656
SRX7620866,0.10547534600000001
SRX7620867,0.2484883391
SRX2161502,0.0492056596
SRX2161503,-0.113609846
SRX2161504,0.06440418640000001
SRX2161505,0.3068644425
SRX2161506,-0.0859209177
SRX2161507,-0.22059107300000003
SRX2161508,0.1970860361
SRX2161509,0.1430371738
SRX2161510,0.0398956768
SRX2161511,0.0831820942
SRX2161512,-0.036732713
SRX2161513,-0.0101890904
SRX2161514,-1.2432724763
SRX2161515,-1.4058572404
SRX2161516,-1.5265041833000002
SRX2161517,-2.023870407
SRX2161518,-1.6651461856
SRX2161519,-2.1335138369
SRX2161520,-1.1995934152
SRX2161521,-1.2719115430999999
SRX2161522,-0.9718607772000001
SRX2161523,-2.2700477413
SRX2161524,-1.6473532298
SRX2161525,-2.4802292914
