,-0.04951780233386,-0.016505934111286667,0.016505934111286667,0.04951780233386,0.08252967055643334,0.11554153877900669,0.14855340700158,0.18156527522415333,0.21457714344672668,0.24758901166930003,0.2806008798918734,0.31361274811444667,0.34662461633702,0.37963648455959337,0.41264835278216666,0.44566022100474,0.47867208922731336,0.5116839574498866,0.54469582567246,0.5777076938950333
thresh,-0.06602373644514667,0.06602373644514667,2,,,,,,,,,,,,,,,,,
unreg,13,2870,2652,28,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GlpR,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
unreg_genes,[],[],[],[],['PA2170' 'PA2338' 'glpR'],['PA3579'],[],['PA3580' 'glpT'],[],[],[],[],[],[],[],[],[],[],[],[]
GlpR_genes,[],[],[],[],[],[],[],[],[],[],[],['glpK'],['glpF'],['glpD'],[],[],[],[],[],[]
