,-0.03687171336420177,-0.024581142242801182,-0.012290571121400591,0.0,0.012290571121400591,0.024581142242801182,0.03687171336420177,0.04916228448560237,0.061452855607002956,0.07374342672840353,0.08603399784980414,0.09832456897120473,0.11061514009260531,0.1229057112140059,0.1351962823354065,0.1474868534568071,0.15977742457820768,0.17206799569960826,0.18435856682100885,0.19664913794240946
thresh,-0.030726427803501474,0.030726427803501474,3,,,,,,,,,,,,,,,,,
unreg,3,60,1154,3647,496,70,35,17,20,18,6,6,2,0,0,0,0,0,0,0
TagR1,0,0,0,0,0,0,1,1,1,1,0,4,3,2,3,5,1,0,0,0
Sfa2,0,0,0,1,3,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['PA3965' 'PA4677' 'PA3990'],[],[],[],[],[],"['PA3731' 'PA3486' 'PA0007' 'PA3483' 'PA3715' 'PA2462' 'PA2137' 'PA5183a'
 'PA3292' 'PA0260' 'PA2560' 'PA1068' 'PA3291' 'PA2793' 'PA4586' 'PA2729'
 'PA3367' 'PA0040' 'PA0050' 'PA2450' 'PA2205' 'PA2503' 'PA1511' 'PA3716'
 'PA2581' 'PA2725' 'PA5136' 'PA3850' 'PA0262' 'PA4323' 'PA1069' 'PA2726'
 'PA2376' 'PA2683' 'PA2464']","['PA5441' 'PA5033' 'PA3730' 'PA2537' 'PA4322' 'PA3907' 'PA4320' 'PA4319'
 'PA1395' 'PA0261' 'PA5114' 'PA4488' 'PA1451' 'PA3906' 'PA1639' 'PA2775'
 'PA3908']","['PA3905' 'PA2536' 'PA4318' 'PA0989' 'PA0041' 'PA4321' 'PA0466' 'PA1396'
 'PA1791' 'PA0855' 'PA3021' 'PA2791' 'PA4317' 'PA4491' 'PA4487' 'PA0100'
 'PA4489' 'PA0101' 'PA3729' 'PA4490']","['PA5113' 'PA2702' 'PA3728' 'PA2773' 'PA2792' 'PA2774' 'PA2540' 'PA0047'
 'PA0046' 'PA0095' 'PA2538' 'PA0045' 'PA2685' 'PA0277' 'PA2539' 'PA0094'
 'PA3727' 'PA0126']",['PA2684' 'PA0092' 'PA1844' 'PA2703' 'PA3485' 'PA0093'],['PA0096' 'PA0098' 'PA3661' 'PA0563' 'PA3484' 'PA0097'],['PA1845' 'PA0099'],[],[],[],[],[],[],[]
TagR1_genes,[],[],[],[],[],[],['tagR2'],['fha1'],['PA0073'],['PA0072'],[],['ppkA' 'PA0082' 'PA0076' 'pppA'],['PA0080' 'PA0070' 'PA0079'],['icmF1' 'PA0078'],['vgrG1' 'clpV1' 'PA0086'],['PA0089' 'PA0088' 'PA0087' 'hcp1' 'PA0084'],['PA0083'],[],[],[]
Sfa2_genes,[],[],[],['PA1656'],['stp1' 'PA1666' 'stk1'],['PA1669' 'PA1665' 'PA1668' 'sfa2' 'PA1662' 'PA1667'],['PA1660' 'PA1664' 'PA1661'],['PA1658' 'PA1657'],['PA1659'],[],[],[],[],[],[],[],[],[],[],[]
