,0
name,TagR1
TF,TagR1/Sfa2
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=TagR1&e1=1&assembly=complete"" target=""_blank"">TagR1</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=Sfa2&e1=1&assembly=complete"" target=""_blank"">Sfa2</a>"
function,H1-Type VI secretion system
category,Secretion System
has_venn,True
scatter,1
exp_var,0.012635287321949407
precision,0.73684211
recall,0.20740741000000001
