,-0.12191537465174475,-0.10159614554312063,-0.08127691643449651,-0.060957687325872395,-0.04063845821724828,-0.02031922910862416,-4.163336342344337e-17,0.02031922910862409,0.040638458217248194,0.0609576873258723,0.08127691643449643,0.10159614554312056,0.12191537465174467,0.14223460376036878,0.16255383286899294,0.18287306197761705,0.20319229108624115,0.22351152019486525,0.24383074930348936,0.2641499784121135
thresh,-0.13207498920605681,0.13207498920605681,1,,,,,,,,,,,,,,,,,
unreg,0,0,2,5,71,668,2422,653,51,8,1,0,0,0,0,1,3,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['STM1257'],['STM1258' 'STM1255' 'STM1259'],['STM1256'],[],[]
