,A,Rex
R2,,0.066422792811757
xmin,,-3.3923037232332174
xmid,,-1.1474798695508164
xmax,,1.5676370148029264
ystart,,3.0047753496188934
yend,,-4.262793528651576
SRX8138083,0.8729999643329456,-0.3279315882821701
SRX8138084,-0.4264435935027591,-0.12173550569512147
SRX8138085,-0.446556370830176,0.4496670939772924
SRX8138086,-1.5434903341328592,-0.09116294854912964
SRX8138087,-0.6283892757525495,0.8451349910121282
SRX8138088,-1.7779692036094874,1.2854983802939561
ERX4111143,-0.5077307920128615,0.012936057055384255
ERX4111144,-1.0349312133316988,-0.3948311662810271
ERX4111145,2.6925422769931457,0.2951505387132345
ERX4111146,-0.14860479636169427,0.33510318423567753
ERX4111148,0.910040162499504,0.016291327560038482
ERX4111149,1.1484635158803136,0.3929790822677415
ERX4111150,1.2076313752645422,0.1710024444874021
ERX4111151,0.5077307920128546,-0.012936057055384255
ERX4111152,0.3745833920779305,-0.17803098521658622
ERX4111153,1.3657267463389742,0.191812093183505
ERX4111154,0.6472685252978048,0.3018091794213973
ERX4111156,-0.6616500485509426,0.012910445065320351
ERX4111157,0.9000223560018354,0.4553422105729226
ERX4111158,1.1069264079846066,0.2215186933499345
SRX5577041,-1.0043341549889977,-0.03007983739854225
SRX5577042,0.4680111783410681,-0.04450384992021217
SRX5577043,0.558072796694696,0.0038739246352283993
SRX5577044,-0.021749820046765483,0.07070976268352602
SRX5577045,1.4008470536618072,-0.044970064420097884
SRX5577046,1.7634677073424994,-0.04133461501628588
SRX5577047,2.125868038671296,-0.023219302871909875
SRX5577048,2.366075743136599,-0.08854113940303865
SRX5577049,-1.2282025046202785,-0.014162750258598143
SRX5577050,-3.7483765978664585,-0.11267645352172816
SRX5577051,0.107384283396219,0.021058723678669008
SRX5577052,0.3440025813930219,0.0361027508181202
SRX5577053,-4.270871034707305,0.1738411566378444
SRX5577054,-9.055701962951721,0.2588931087805255
SRX5577055,-3.0488490273664235,0.24540795493242215
SRX5577056,-7.084787203778798,0.36292287217872055
SRX5577057,-5.419015643315523,0.2282254945119968
SRX5577058,-8.087979080134772,0.3294755011321806
SRX5577059,-7.243812975362309,0.20272291859811895
SRX5577060,-7.292518825525191,0.2547048733421944
SRX5577061,-0.7305290055767959,0.2652698903392201
SRX5577062,-7.765323712623808,0.1853827713540328
SRX5577063,-7.820140342838196,0.1915732945729696
SRX5577064,-3.114414401490962,0.2183654629556715
SRX5577065,-7.6095317851251325,0.4827950197293936
SRX5577066,-2.9992029610156066,0.17482962502338228
SRX5577067,-1.5273094881952003,0.38820007090873704
SRX5577068,-3.199903231014732,0.4738283844605346
SRX533166,2.9646887346618778,0.07791848670054158
SRX533171,-2.9646887346618755,-0.07791848670054248
SRX533786,-1.521886410473968,0.0005397681994576686
SRX533787,-4.167004760355606,-0.24221438910835946
SRX533789,2.3909125012298618,-0.02058437684108405
SRX533791,-1.9824144549245408,-0.22448020409919334
SRX533792,1.0181082269161037,-0.07183991182805194
SRX533793,-3.5627514890025767,-0.390740073042136
SRX533794,-2.18602992689184,-0.31161599271918483
SRX533795,-0.36513435217453216,-0.1787679813311156
SRX4703435,-0.8541080640370753,0.11910276681486033
SRX4703436,0.1522830367914747,0.15527106093195098
SRX4703437,0.7018250272455568,-0.2743738277468131
SRX4703438,-2.4393163910557343,0.017986201829673476
SRX4703439,-3.2517446251699686,0.2567509723238857
SRX4703440,-3.3019140638238524,0.428630140862289
SRX6902408,0.04390016895306698,0.020554300654504587
SRX6902409,-0.1780631370350991,0.4099537141587266
SRX6902410,0.32026180358275946,0.20038684767690906
SRX6902411,-3.6564903694707023,0.07235818756225676
SRX6902412,-1.1750422996962302,0.2048665384909114
SRX6902413,-2.761809657556394,0.4036825173420748
SRX6902414,-0.4842066388785768,-0.052795208776338136
SRX6902415,0.4842066388785729,0.052795208776338136
SRX5278698,2.6061706618420803,-0.02458819135304946
SRX5278699,0.4869688980938746,0.013020624149230995
SRX5278700,-3.0931395599359277,0.011567567203817576
SRX5278701,11.127968474627876,-0.24262741045617894
SRX5278702,-2.1426723238644287,-0.10914894492693873
SRX5278703,13.796318653501238,-0.2941615942610616
SRX5278704,13.028250673591026,-1.1526399846240718
SRX5278705,13.335344320400946,-0.9564394282250488
SRX5278707,-0.6766065880068051,0.20419310024580906
SRX5278708,0.9288681604560476,0.4219187740389581
SRX5278709,11.67522290606042,0.2549427253346925
SRX5278710,2.965431896805737,-0.963391832737294
SRX5278711,2.0643378961958763,-1.012690816510296
SRX5278713,8.411417826732908,-1.0395523282951986
SRX5278714,17.917919681763628,-0.8854833214684721
SRX5278715,18.549415814047393,-0.8548681353238434
SRX5278716,0.3554870353013284,-0.6869421020151139
SRX5278717,2.012466944720201,-0.11744427652912034
SRX5278718,-2.3105158544581754,-0.4971188491340444
SRX5278719,-1.711290061961847,-0.032509594644559485
SRX5278720,1.904942233972032,0.3558167082533439
SRX5278721,11.442952671049895,0.489606330018721
SRX1254783,-5.921317555769894,0.2218537918467831
SRX1254784,-5.2985104269270895,0.4825072591222153
SRX1254785,-5.896292743270139,0.7557899697657051
SRX1254786,-3.680083210579773,0.4025995264836695
SRX1473807,0.1450005586736071,0.1660623713491285
SRX1473808,0.17953532369533404,-0.2516133601429056
SRX1473809,-0.32453588236896364,0.08555098879377976
SRX7520944,0.1643828953112761,-0.13102532162772462
SRX7520945,0.3416200623874863,0.4312253878399837
SRX7520946,-0.09259559280971663,-0.26000646593685595
SRX7520947,-0.41340736488902585,-0.040193600275403966
SRX7520948,-11.501072341759874,-1.2673724324750086
SRX7520949,-10.87123011411492,-0.7368822581715291
SRX7520950,-6.70198694972106,-0.9142356764993078
SRX7520951,-6.509369247818655,-0.3956104415424786
SRX959206,-5.450418182015669,0.4879259357483674
SRX959207,-2.4284690620961467,0.5640405962298267
SRX959208,-6.969138294175631,0.8648559974586192
SRX959209,13.392998960508905,0.14799587643310194
SRX959210,11.524304996151445,0.16178202248359774
SRX959211,11.504663536180058,-0.055327189147302384
SRX959212,-6.048777748745584,0.027276161882382688
SRX959213,-2.9791906467061318,0.3128570284944905
SRX959214,-1.6280815800330763,0.029960916267202545
SRX959215,-2.632289664620258,0.04278164961394193
SRX959216,6.19148847370258,-0.2756381442878677
SRX959217,7.096851166402455,-0.1372376119701526
SRX3269802,1.6841470751490115,0.037300152480998605
SRX3269803,-1.6841470751490186,-0.03730015248099772
SRX3269804,3.5108883800672137,-1.8700779040314608
SRX3269805,1.43487820489569,-1.333410995562252
SRX3269806,1.1674837325641454,-0.8406632020499378
SRX3269807,5.6666971222541225,-0.11549281810713108
SRX3269808,11.100820471285894,-0.5916475340844647
SRX3269809,10.263216846663363,-1.1811001785944315
SRX3269810,8.064327575513921,-0.579014941327813
SRX3269811,9.364830830252314,-1.1474806615827615
SRX2529102,2.281207698368485,0.3824857152991834
SRX2529103,-2.2812076983684766,-0.3824857152991834
SRX2529104,3.246788777046721,1.3211575988645017
SRX2529105,-1.3647634103045434,0.9413573997562724
ERX1981712,3.3373355521093453,0.062288023964020674
ERX1981713,-0.2753241311423747,0.4432233178505518
ERX1981714,1.3149155895132538,0.30273340626445844
ERX1981715,-0.4212043873431165,-0.4168648657227596
ERX1981716,0.13615385123799345,0.018346557944690645
ERX1981717,0.28505053610512965,0.3985183077780716
ERX2274784,1.3309144726568345,-1.0083907634337796
ERX2274785,-0.6359968752448804,1.1566653617634133
ERX2274786,-0.3339415157166276,-0.03725294900817122
ERX2274787,-1.4203433132736685,0.04880833440681087
ERX2274788,-1.0799481549282848,0.2026639930515968
ERX2274789,1.387962933056681,0.6745033429098877
ERX2274790,-0.8106852096824501,-0.19129894728973
ERX2274791,-1.0262010860463224,1.1110212165765931
ERX2274792,0.11803306887342335,-0.4081523704109671
ERX2274793,0.6946442007183602,0.6035038938438033
ERX2274794,1.194572804579834,0.7365113038389968
ERX2274795,0.044568384376644656,0.3669785952300551
ERX2274796,0.3630483273573567,-0.17801619866324092
ERX2274797,-0.7682304636700968,-0.5233269162120555
ERX2274798,0.4051821363127419,0.7013431148752964
ERX2274799,0.2270908492360193,0.372188081617792
ERX2274800,0.4393255133292531,0.7258284909442914
ERX2274801,-0.9626567261234154,1.3013042809391226
ERX1819430,9.732096176923614,-0.004519677820006507
ERX1819431,10.401795459709797,0.022489756534493918
ERX1819432,11.232312158012498,0.08627182249583497
ERX1819433,10.805342107499092,0.14567564952427148
ERX1819434,0.8694379433378017,-0.1609913866571091
ERX1819435,0.6413425982431232,-0.23342083417526105
ERX1819436,5.001799211062177,-0.2278884536796939
ERX1819437,1.8993855483292168,-0.08127418237247498
ERX1819438,-1.467767160987887,0.4838497953230112
ERX1819439,3.61308151428756,-0.16629092624955533
ERX1819440,-0.6708460134694745,0.4696063452194093
ERX1819441,3.2711769410444687,-0.19958151187288387
ERX1819442,0.5983292176500853,-0.3228584086659021
ERX1819443,3.8750309567725503,0.12908269354456792
ERX1819444,0.3690904500589901,-0.14475744351736708
ERX1819445,3.860910156912375,0.21019257048502205
ERX3440914,-1.0491339974530285,-0.002650764863222577
ERX3440915,1.1770297990880485,0.1705409122637338
ERX3440916,0.8990391844061374,0.19924680931046712
ERX3440917,-0.0191661229551227,-0.14202787238679626
ERX3440918,-11.461245505267318,0.3673856691401607
ERX3440919,-9.724736430545663,0.4526707602651721
ERX3440920,-9.814416663279838,0.3872110892365521
ERX3440921,-10.162545285303374,0.3364491555196638
ERX3440922,-10.018778264199664,0.2938051636470451
ERX3440923,-9.619041352939552,0.3567262973644025
ERX3440924,-10.148047494545262,0.2636554728879661
ERX3440925,1.1895140536875892,-0.027522102557417938
ERX3440926,-9.663263859061924,0.31636701221289165
ERX3440927,-10.175806227108005,0.2088110231402558
ERX3440928,-10.461419460680334,0.3506499452766452
ERX3440929,-8.684101332569377,0.4362213296230548
ERX3440930,-8.620121139963075,0.6719512804376118
ERX3440931,-9.85466725097528,0.18938029581579308
ERX3440932,-9.690451943970457,0.4290202123283615
ERX3440933,-10.583817788821321,0.4759899104419629
ERX3440934,-10.781579168104363,0.07589349940964317
ERX3440935,-10.278392136784186,0.003806085811880244
