sample,new_3718617_3718717
LBexp_1,10.9743
LBexp_2,11.1938
LBexp_3,11.0555
LBtran_1,12.5462
LBtran_2,12.3282
LBtran_3,12.2605
LBstat_1,11.2456
LBstat_2,11.265999999999998
LBstat_3,11.0468
LBGexp_1,10.3094
LBGexp_2,10.7136
LBGexp_3,10.4901
LBGtran_2,12.6125
LBGtran_3,12.5163
LBGstat_1,10.0912
LBGstat_2,10.3754
LBGstat_3,11.465
S0_1,10.1569
S0_2,10.1201
S0_3,10.6321
S1_1,11.3582
S1_2,11.2446
S1_3,11.5365
S2_1,10.8258
S2_2,10.7793
S2_3,11.2854
S3_1,10.6299
S3_2,10.4212
S4_1,10.9367
S4_2,11.0757
S4_3,10.821
S5_1,10.4884
S5_2,10.8663
S5_3,10.8315
S6_1,9.8503
S6_2,8.4097
S6_3,10.189
S6/t_1,10.1326
S6/t_2,8.0092
S6_4,10.0538
S6_5,10.3588
S6_6,10.5382
S7_4,10.963
S7_5,10.9624
S7_6,10.8543
S8_4,10.5703
S8_5,10.6463
G135_1,10.3508
G135_3,8.8658
G150_1,9.8485
G150_2,9.9793
G150_3,10.0148
G180_1,9.8798
G180_2,9.8775
G180_3,9.474
C30_1,9.5762
C30_2,9.7088
C90_1,11.5892
C90_2,11.718
BI_1,11.1667
BI_2,11.286
BC_2,10.6571
BC/t_1,9.98
BC/t_2,10.4859
BC_1,10.1422
Sw_1,10.5689
Sw_2,10.8516
BT_1,11.369000000000002
BT_2,10.8475
B36_1,10.9273
B36_2,10.6655
B60_1,10.4909
B60_2,10.5331
M9exp_1,11.3351
M9exp_2,11.1514
M9exp_3,10.7729
M9tran_1,10.8252
M9tran_2,11.1527
M9tran_3,10.9309
M9stat_1,8.757
M9stat_2,8.6075
M9stat_3,8.2951
M+G_1,10.9739
M+G_2,10.435
M+G_3,10.5722
Glu_1,11.218
Glu_2,10.6635
Glu_3,10.9665
Fru_1,11.3686
Fru_2,11.2104
Fru_3,10.6341
Mal_1,10.7513
Mal_2,10.7427
Mal_3,10.8687
G+S_2,10.7404
G+S_3,10.8504
Pyr_1,9.9677
Pyr_2,10.669
Pyr_3,11.0112
Gly_1,10.8417
Gly_2,11.2072
Gly_3,10.2219
Glucon_1,10.5131
Glucon_2,10.3563
Glucon_3,9.7343
aero_1,10.7237
aero_2,9.9827
aero_3,10.4625
nit_1,10.7746
nit_2,11.1594
nit_3,10.8391
ferm_1,11.2069
ferm_2,10.5339
ferm_3,11.0183
T-5.40H_1,11.1883
T-4.40H_1,10.8652
T-3.40H_1,10.9385
T-2.40H_1,10.8256
T-1.40H_1,10.9651
T-1.10H_1,10.7294
T-0.40H_1,10.9062
T0.0H_1,10.8691
T0.30H_1,9.3458
T1.0H_1,9.3822
T1.30H_1,8.9402
T2.0H_1,8.996
T2.30H_1,9.5983
T3.0H_1,9.2178
T3.30H_1,9.6109
T4.0H_1,9.8002
T5.0H_1,9.4888
HPh_1,10.0271
HPh_2,9.7543
HPh_3,10.283
LPh_1,10.2744
LPh_2,10.497
LPh_3,10.0938
LPhT_1,12.4947
LPhT_2,12.5006
LPhT_3,12.723
SMMPr_1,10.8263
SMMPr_2,11.3683
SMMPr_3,11.5414
HiTm_1,11.6084
HiTm_2,10.8901
HiTm_3,11.4258
LoTm_1,10.6562
LoTm_2,10.606
LoTm_3,10.512
HiOs_1,12.1148
HiOs_2,12.1758
HiOs_3,12.4375
BMM_1,10.5556
BMM_2,10.3293
BMM_3,10.7795
Heat_1,12.6121
Heat_2,12.323
Heat_3,12.4131
Cold_1,9.465
Cold_2,9.0864
Cold_3,8.9106
Etha_1,12.9686
Etha_2,12.4087
Etha_3,12.7701
SMM_1,10.8466
SMM_2,10.7823
SMM_3,10.7984
Salt_1,11.6824
Salt_2,11.4645
Salt_3,11.7096
Mt0_1,11.8515
Mt0_3,10.9958
M0t45_1,12.3239
M0t45_2,11.5988
M0t45_3,12.2277
M0t90_1,11.1892
M0t90_2,11.6416
M0t90_3,12.1138
M40t45_1,12.1183
M40t45_2,12.9432
M40t45_3,12.1294
M40t90_1,11.842
M40t90_2,11.9997
M40t90_3,13.0725
dia0_1,10.5737
dia0_2,10.9408
dia0_3,11.0379
dia5_1,12.9765
dia5_2,13.5517
dia5_3,13.3391
dia15_1,14.0131
dia15_2,13.4853
dia15_3,12.9904
Diami_1,12.9924
Diami_2,13.2148
Diami_3,13.2104
Paraq_1,10.6239
Paraq_2,10.9854
Paraq_3,9.7093
H2O2_1,11.8117
H2O2_2,12.2515
H2O2_3,12.4599
Oxctl_1,10.0992
Oxctl_2,10.4007
Oxctl_3,10.5373
GM-0.1_1,10.9877
GM-0.2_1,10.5462
GM+5_1,11.099
GM+15_1,11.0469
GM+25_1,11.2742
GM+45_1,11.3353
GM+60_1,11.281
GM+90_1,11.1044
GM+120_1,9.7946
GM+150_1,10.6637
GM-0.1_2,11.6212
GM-0.2_2,11.1067
GM+5_2,11.4247
GM+10_2,11.2465
GM+15_2,10.0507
GM+25_2,11.1059
GM+45_2,10.6648
GM+60_2,10.3262
GM+90_2,10.7877
GM+150_2,10.6087
GM-0.1_3,11.2637
GM-0.2_3,11.2842
GM+5_3,11.5271
GM+10_3,10.3027
GM+15_3,10.9143
GM+25_3,10.4604
GM+45_3,10.287
GM+60_3,10.5915
GM+90_3,10.5822
GM+120_3,10.8224
GM+150_3,10.4942
MG-0.1_1,11.3211
MG+5_1,11.233
MG+10_1,11.6936
MG+15_1,10.9546
MG+25_1,11.4068
MG+45_1,11.0024
MG+120_1,10.5691
MG+150_1,10.4356
MG-0.1_2,10.5559
MG-0.2_2,11.0089
MG+5_2,11.3755
MG+10_2,11.2311
MG+15_2,11.5053
MG+25_2,10.9825
MG+45_2,10.6718
MG+60_2,11.3683
MG+90_2,10.7341
MG+120_2,11.3764
MG-0.1_3,11.8074
MG-0.2_3,11.6966
MG+5_3,11.0774
MG+10_3,10.6423
MG+15_3,11.6666
MG+25_3,11.5132
MG+45_3,11.5471
MG+60_3,11.2844
MG+90_3,11.1031
MG+120_3,11.2614
MG+150_3,10.3113
