,-0.09239192707854739,-0.08152228859871828,-0.07065265011888917,-0.059783011639060066,-0.04891337315923096,-0.03804373467940185,-0.027174096199572742,-0.016304457719743634,-0.005434819239914526,0.005434819239914582,0.01630445771974369,0.027174096199572798,0.038043734679401905,0.04891337315923101,0.05978301163906012,0.07065265011888923,0.08152228859871834,0.09239192707854745,0.10326156555837655,0.11413120403820566
thresh,-0.09782674631846194,0.09782674631846194,1,,,,,,,,,,,,,,,,,
unreg,0,0,2,2,9,26,143,652,1587,1325,504,148,65,24,18,8,0,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS13625'],[]
