sample,new_1075165_1075252_c
LBexp_1,13.6183
LBexp_2,14.4428
LBexp_3,13.7856
LBtran_1,14.3871
LBtran_2,14.3101
LBtran_3,14.3895
LBstat_1,13.6749
LBstat_2,13.1925
LBstat_3,13.0673
LBGexp_1,13.3085
LBGexp_2,13.7642
LBGexp_3,13.2943
LBGtran_2,13.3438
LBGtran_3,14.6104
LBGstat_1,12.311
LBGstat_2,11.9731
LBGstat_3,12.7039
S0_1,13.4325
S0_2,13.5395
S0_3,14.0781
S1_1,15.039
S1_2,14.7386
S1_3,15.0656
S2_1,14.2966
S2_2,14.205
S2_3,13.9562
S3_1,13.8475
S3_2,14.4202
S4_1,14.6804
S4_2,14.6351
S4_3,14.0949
S5_1,14.2264
S5_2,14.8465
S5_3,15.0938
S6_1,14.4503
S6_2,13.4793
S6_3,14.6642
S6/t_1,14.4102
S6/t_2,12.6631
S6_4,13.003
S6_5,14.2537
S6_6,14.1834
S7_4,14.0845
S7_5,13.7367
S7_6,13.8486
S8_4,12.8316
S8_5,13.5453
G135_1,13.2119
G135_3,11.5976
G150_1,13.0817
G150_2,13.4022
G150_3,13.0399
G180_1,12.9949
G180_2,13.0219
G180_3,12.2932
C30_1,13.5039
C30_2,13.7248
C90_1,15.0185
C90_2,14.8209
BI_1,14.2292
BI_2,14.3979
BC_2,14.292
BC/t_1,13.9558
BC/t_2,14.474
BC_1,13.9546
Sw_1,14.1733
Sw_2,14.3751
BT_1,14.6071
BT_2,13.7772
B36_1,14.816
B36_2,14.6647
B60_1,15.1166
B60_2,15.1227
M9exp_1,14.4729
M9exp_2,14.17
M9exp_3,14.1196
M9tran_1,13.9134
M9tran_2,14.1314
M9tran_3,14.0285
M9stat_1,12.918
M9stat_2,12.9792
M9stat_3,12.4226
M+G_1,14.1534
M+G_2,13.9397
M+G_3,14.2845
Glu_1,14.6873
Glu_2,14.4081
Glu_3,14.4109
Fru_1,14.9753
Fru_2,14.7081
Fru_3,13.9707
Mal_1,13.7345
Mal_2,14.3358
Mal_3,14.1826
G+S_2,13.8477
G+S_3,14.4966
Pyr_1,13.5714
Pyr_2,14.2023
