,-0.09277844946859169,-0.06958383710144377,-0.04638922473429584,-0.023194612367147913,1.3877787807814457e-17,0.02319461236714794,0.04638922473429587,0.0695838371014438,0.09277844946859172,0.11597306183573965,0.13916767420288756,0.16236228657003549,0.1855568989371834,0.20875151130433134,0.23194612367147927,0.2551407360386272,0.2783353484057751,0.30152996077292304,0.32472457314007097,0.3479191855072189
thresh,-0.10437575565216566,0.10437575565216566,2,,,,,,,,,,,,,,,,,
unreg,0,1,2,147,3605,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cysB,0,0,0,0,3,2,1,0,0,0,1,0,1,0,3,2,3,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['sbp'],[],[],[],[]
cysB_genes,[],[],[],[],['hslJ' 'STM0327' 'ybdN'],['fliY' 'cysB'],['cysM'],[],[],[],['cysK'],[],['ydjN'],[],['cysN' 'cysC' 'cysA'],['cysH' 'cysI'],['cysJ' 'cysW' 'cysU'],['cysP' 'cysD'],[],[]
