,-0.06995499015789473,-0.06218221347368421,-0.054409436789473686,-0.04663666010526316,-0.03886388342105264,-0.031091106736842115,-0.023318330052631592,-0.015545553368421068,-0.0077727766842105445,-1.3877787807814457e-17,0.007772776684210503,0.01554555336842102,0.02331833005263155,0.03109110673684208,0.0388638834210526,0.046636660105263114,0.054409436789473645,0.062182213473684175,0.0699549901578947,0.07772776684210521
thresh,-0.0738413785,0.0738413785,1,,,,,,,,,,,,,,,,,
unreg,1,0,1,0,1,8,58,315,1162,1771,739,178,34,17,2,4,1,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
