,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,0.7125977846666668,0.2285815385628685,3.0,0.0,0.47030194890000004,1.0,0.9244047658000001,2.0,0.7430866393000001,,,,,,,,,,
1,LB__LBtran,-1.6612392402666665,0.6093851936244902,3.0,3.0,-1.6874589433,4.0,-2.2570913823,5.0,-1.0391673952,,,,,,,,,,
2,LB__LBstat,-4.122916635466667,0.04038232863969685,3.0,6.0,-4.1039485542,7.0,-4.1692909375,8.0,-4.0955104147,,,,,,,,,,
3,LB__LBGexp,-0.3837593674,0.3625327638293189,3.0,9.0,-0.6522097088000001,10.0,-0.5277082708,11.0,0.0286398774,,,,,,,,,,
4,LB__LBGtran,-6.9456480383,2.4182403597242317,2.0,12.0,-8.6556021952,13.0,-5.2356938814,,,,,,,,,,,,
5,LB__LBGstat,-8.8450758485,0.7431987018685742,3.0,14.0,-8.254165782,15.0,-8.6015844276,16.0,-9.6794773359,,,,,,,,,,
6,Life Cycle__S0,-3.2685287067999997,1.3813685974626653,3.0,17.0,-4.7972637498,18.0,-2.109945409,19.0,-2.8983769616,,,,,,,,,,
7,Life Cycle__S1,-1.9142138563666666,2.8404109043065975,3.0,20.0,-4.4063065381,21.0,-2.5147967838,22.0,1.1784617528,,,,,,,,,,
8,Life Cycle__S2,-3.0219317264666667,2.909313175729241,3.0,23.0,-0.8358776414,24.0,-1.9058913623,25.0,-6.3240261757,,,,,,,,,,
9,Life Cycle__S3,-5.17613652055,2.40383343912745,2.0,26.0,-6.8759034462,27.0,-3.4763695949,,,,,,,,,,,,
10,Life Cycle__S4,-3.807435643866667,1.5712542615255847,3.0,28.0,-2.648349989,29.0,-5.5957920582,30.0,-3.1781648844,,,,,,,,,,
11,Life Cycle__S5,-7.164405251733334,3.343892868882481,3.0,31.0,-7.432839603,32.0,-10.3659903436,33.0,-3.6943858086,,,,,,,,,,
12,Life Cycle__S6,-9.64733585825,3.1518901152607275,8.0,34.0,-7.0815389504,35.0,-10.599862237,36.0,-6.3325274285,37.0,-7.2947501893,38.0,-12.9069192783,39.0,-15.4101727817,40.0,-8.4801350386,41.0,-9.0727809622
13,Life Cycle__S7,-10.601913820533333,0.3954612684161472,3.0,42.0,-10.4645533389,43.0,-11.0477395086,44.0,-10.2934486141,,,,,,,,,,
14,Life Cycle__S8,-11.353340839600001,2.974952360052435,2.0,45.0,-13.4569498271,46.0,-9.2497318521,,,,,,,,,,,,
15,Life Cycle__G135,-4.70830342095,1.4646761950325131,2.0,47.0,-3.6726209512,48.0,-5.7439858907,,,,,,,,,,,,
16,Life Cycle__G150,-4.0049940284,1.9040725369036984,3.0,49.0,-4.081637954,50.0,-2.0637568002,51.0,-5.869587331,,,,,,,,,,
17,Life Cycle__G180,-7.6921551184,1.1620287579853852,3.0,52.0,-6.623722217,53.0,-8.9293290257,54.0,-7.5234141125,,,,,,,,,,
18,Stress Time Course__C30,-8.52194628665,0.7778268678559002,2.0,55.0,-7.9719396338,56.0,-9.0719529395,,,,,,,,,,,,
19,Stress Time Course__C90,-5.22914927145,0.2323711721082362,2.0,57.0,-5.0648380399,58.0,-5.393460503,,,,,,,,,,,,
20,Biofilm__BI,-3.9294236345,1.7190497894253898,2.0,59.0,-5.1449753978,60.0,-2.7138718712000003,,,,,,,,,,,,
21,Biofilm__BC,-5.831927569474999,1.9644387650717157,4.0,61.0,-3.0520024401,62.0,-7.6064333736,63.0,-6.0225712122,64.0,-6.646703252,,,,,,,,
22,Biofilm__Sw,-5.797372281,1.873473724544169,2.0,65.0,-7.122118256,66.0,-4.472626306,,,,,,,,,,,,
23,Life Cycle__BT,-5.5809266513499995,3.398521162274095,2.0,67.0,-3.1778092915,68.0,-7.9840440112,,,,,,,,,,,,
24,Life Cycle__B36,-0.3215560603,0.603380489555001,2.0,69.0,0.10509837550000001,70.0,-0.7482104961,,,,,,,,,,,,
25,Life Cycle__B60,0.7701674673000001,0.18540735329960395,2.0,71.0,0.6390646705,72.0,0.9012702641,,,,,,,,,,,,
26,M9__M9exp,0.0,0.6609710647854213,3.0,73.0,-0.30384043980000003,74.0,-0.4544158988,75.0,0.7582563386000001,,,,,,,,,,
27,M9__M9tran,-2.3774357551,3.361509941672219,3.0,76.0,-0.17266480450000002,77.0,-6.2464053841,78.0,-0.7132370767,,,,,,,,,,
28,M9__M9stat,-3.190049157066667,1.034257975713935,3.0,79.0,-2.0068905334,80.0,-3.6409468647,81.0,-3.9223100731000002,,,,,,,,,,
29,Supplement__M+G,-2.8158090694,2.365805722584186,3.0,82.0,-4.9565948704,83.0,-0.27578566,84.0,-3.2150466778,,,,,,,,,,
30,Supplement__Glu,-1.8137219856666666,0.7183559623770572,3.0,85.0,-2.6275172325,86.0,-1.5458864378000001,87.0,-1.2677622867,,,,,,,,,,
31,Supplement__Fru,-1.569033828366667,1.0210522894523302,3.0,88.0,-0.5510044577000001,89.0,-1.5630146040000001,90.0,-2.5930824234000003,,,,,,,,,,
32,Supplement__Mal,-3.153710349566667,2.84537851146807,3.0,91.0,0.061648606200000004,92.0,-4.1763437073,93.0,-5.3464359476,,,,,,,,,,
33,Supplement__G+S,-1.5999814551,1.8433075276308735,2.0,94.0,-0.2965662025,95.0,-2.9033967077,,,,,,,,,,,,
34,Supplement__Pyr,-3.4531087326666667,2.566848403051962,3.0,96.0,-1.8399704755,97.0,-2.1062969273,98.0,-6.4130587951999996,,,,,,,,,,
35,Supplement__Gly,-4.201108810733333,4.117997199801204,3.0,99.0,-4.3699850092,100.0,-0.0012713919,101.0,-8.2320700311,,,,,,,,,,
36,Supplement__Glucon,-5.592510104266666,2.7021475766088923,3.0,102.0,-4.2171452433,103.0,-3.8547275999,104.0,-8.7056574696,,,,,,,,,,
37,Stressors__aero,0.8552794311666666,0.7878369925313422,3.0,105.0,0.3400638952,106.0,1.7621959396,107.0,0.46357845870000003,,,,,,,,,,
38,Stressors__nit,-0.5726991872333334,0.3202672432721012,3.0,108.0,-0.7683221089000001,109.0,-0.746677832,110.0,-0.20309762080000002,,,,,,,,,,
39,Stressors__ferm,-1.2530570235666667,1.574146402450196,3.0,111.0,-2.8278320864,112.0,0.3204599644,113.0,-1.2517989487,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-0.97607064,,1.0,114.0,-0.97607064,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-0.6002121307,,1.0,115.0,-0.6002121307,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-0.16155713530000002,,1.0,116.0,-0.16155713530000002,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-0.9247435395,,1.0,117.0,-0.9247435395,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,0.12441479500000001,,1.0,118.0,0.12441479500000001,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-0.863456427,,1.0,119.0,-0.863456427,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-0.0041860994000000006,,1.0,120.0,-0.0041860994000000006,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-0.8956351574,,1.0,121.0,-0.8956351574,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-1.9624731086,,1.0,122.0,-1.9624731086,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-3.7303215881,,1.0,123.0,-3.7303215881,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-3.0640735280999998,,1.0,124.0,-3.0640735280999998,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-3.6070818114,,1.0,125.0,-3.6070818114,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,-1.8738670943,,1.0,126.0,-1.8738670943,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,-1.831234798,,1.0,127.0,-1.831234798,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,-1.3545691411,,1.0,128.0,-1.3545691411,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,-2.8502814261,,1.0,129.0,-2.8502814261,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,-2.2645802821,,1.0,130.0,-2.2645802821,,,,,,,,,,,,,,
57,Stressors__HPh,-3.2603139633333336,1.4457555582964459,3.0,131.0,-1.6816447346,132.0,-4.5198206037,133.0,-3.5794765517,,,,,,,,,,
58,Stressors__LPh,-2.9773236078333336,0.43610393226576943,3.0,134.0,-3.2490866403,135.0,-3.2085868592,136.0,-2.474297324,,,,,,,,,,
59,Stressors__LPhT,-4.563990681766668,0.46060249986090956,3.0,137.0,-4.8637229748,138.0,-4.0336313326,139.0,-4.7946177379,,,,,,,,,,
60,Stressors__SMMPr,-0.7014080709666667,0.8632325954566913,3.0,140.0,0.185335423,141.0,-0.7505273661,142.0,-1.5390322698,,,,,,,,,,
61,Stressors__HiTm,-1.6620380908333334,1.9225240211238772,3.0,143.0,-3.8226270865,144.0,-1.0233203198,145.0,-0.14016686620000002,,,,,,,,,,
62,Stressors__LoTm,2.5896440260333335,0.9176569068818338,3.0,146.0,3.4310261888,147.0,1.6111436216000001,148.0,2.7267622677,,,,,,,,,,
63,Stressors__HiOs,-1.4841927634666667,0.5932655846795517,3.0,149.0,-0.8007946296,150.0,-1.7847907728,151.0,-1.866992888,,,,,,,,,,
64,Stressors__BMM,-1.4629629306,2.9427559062188977,3.0,152.0,-0.3964898278,153.0,0.7978636283,154.0,-4.7902625923,,,,,,,,,,
65,Stressors__Heat,-9.2486919974,2.0428069013634964,3.0,155.0,-7.0861738182,156.0,-9.5140488994,157.0,-11.1458532746,,,,,,,,,,
66,Stressors__Cold,-4.567032808,3.8743606313024213,3.0,158.0,-0.163226969,159.0,-6.0866301503,160.0,-7.4512413047,,,,,,,,,,
67,Stressors__Etha,-5.273907132366666,3.037659621007383,3.0,161.0,-2.2012062898,162.0,-8.2752688581,163.0,-5.3452462492,,,,,,,,,,
68,Stress Time Course__SMM,0.7819351639000001,0.6913879831360099,3.0,164.0,0.056316157000000006,165.0,1.4330589678,166.0,0.8564303669000001,,,,,,,,,,
69,Stress Time Course__Salt,0.8713756327000001,0.7823421887818313,3.0,167.0,0.5618753424,168.0,1.7611199806000002,169.0,0.2911315751,,,,,,,,,,
70,Stress Time Course__Mt0,-2.2766723002,0.15041776988974984,2.0,170.0,-2.1703108751,171.0,-2.3830337253,,,,,,,,,,,,
71,Stress Time Course__M0t45,-4.389450969866666,1.2058313344920575,3.0,172.0,-5.2927614896,173.0,-4.8554295073,174.0,-3.0201619127,,,,,,,,,,
72,Stress Time Course__M0t90,-5.0094111289,2.510116969562976,3.0,175.0,-7.8414449056,176.0,-3.059188553,177.0,-4.1275999281,,,,,,,,,,
73,Stress Time Course__M40t45,-4.142704321033334,1.4045537627086553,3.0,178.0,-4.8180879231,179.0,-5.0819870753,180.0,-2.5280379647,,,,,,,,,,
74,Stress Time Course__M40t90,-3.624457105,0.6439685296707903,3.0,181.0,-4.2641884934,182.0,-2.9763334631,183.0,-3.6328493585,,,,,,,,,,
75,Stress Time Course__dia0,-1.0039674538666665,1.074224003331351,3.0,184.0,-0.2559701929,185.0,-0.5210341836,186.0,-2.2348979851,,,,,,,,,,
76,Stress Time Course__dia5,0.4631886576,0.4722377695735479,3.0,187.0,-0.081459794,188.0,0.7584706520000001,189.0,0.7125551148,,,,,,,,,,
77,Stress Time Course__dia15,-2.0513032256333332,5.126331597210636,3.0,190.0,2.0162753364,191.0,-0.3607967174,192.0,-7.8093882959,,,,,,,,,,
78,Stressors__Diami,-6.378920806100001,2.009235208695592,3.0,193.0,-4.464573496,194.0,-6.2009812923,195.0,-8.47120763,,,,,,,,,,
79,Stressors__Paraq,-5.775457578366667,3.5665239045355657,3.0,196.0,-7.4563016729000005,197.0,-1.6790924866,198.0,-8.1909785756,,,,,,,,,,
80,Stressors__H2O2,-5.013807886266667,2.442576091915318,3.0,199.0,-7.7828224084,200.0,-3.164976496,201.0,-4.0936247544,,,,,,,,,,
81,Stressors__Oxctl,-5.220757050033334,3.6646414141454993,3.0,202.0,-9.2497930658,203.0,-4.3263945144000004,204.0,-2.0860835699,,,,,,,,,,
82,Carbon Transition__GM-0.1,-1.8884880073666668,1.149497578494462,3.0,205.0,-0.8796985247,215.0,-3.1399453416,225.0,-1.6458201558,,,,,,,,,,
83,Carbon Transition__GM-0.2,-2.1465111334333336,3.4049321643902557,3.0,206.0,-5.937718054,216.0,0.6511043047,226.0,-1.152919651,,,,,,,,,,
84,Carbon Transition__GM+5,-5.566793402133334,4.719645754228168,3.0,207.0,-10.514259580200001,217.0,-5.0721989788,227.0,-1.1139216474,,,,,,,,,,
85,Carbon Transition__GM+15,-1.4188397313333334,1.7232041848302828,3.0,208.0,-0.22969113630000002,219.0,-3.3950351335,229.0,-0.6317929242,,,,,,,,,,
86,Carbon Transition__GM+25,-5.776964171066666,6.811897377918465,3.0,209.0,-2.9109558895000003,220.0,-0.8663539411000001,230.0,-13.5535826826,,,,,,,,,,
87,Carbon Transition__GM+45,-11.015942805,7.420664826692486,3.0,210.0,-2.5444779023,221.0,-16.3661160452,231.0,-14.1372344675,,,,,,,,,,
88,Carbon Transition__GM+60,-13.224883704466665,9.7352715938639,3.0,211.0,-2.2630199266,222.0,-20.8630522269,232.0,-16.5485789599,,,,,,,,,,
89,Carbon Transition__GM+90,-2.682062801066667,0.832538792525716,3.0,212.0,-2.2576161375,223.0,-2.147289069,233.0,-3.6412831967,,,,,,,,,,
90,Carbon Transition__GM+120,-7.854917116599999,2.5307921628146386,2.0,213.0,-9.6444574167,234.0,-6.0653768165,,,,,,,,,,,,
91,Carbon Transition__GM+150,-3.609922537733333,3.365883220399038,3.0,214.0,-2.8192482408,224.0,-7.3007559266,235.0,-0.7097634458000001,,,,,,,,,,
92,Carbon Transition__GM+10,-4.02761744235,0.9693920360935735,2.0,218.0,-4.7130811247,228.0,-3.34215376,,,,,,,,,,,,
93,Carbon Transition__MG-0.1,-5.984528944333334,7.973758811830278,3.0,236.0,-2.4076277628,244.0,-15.120439167,254.0,-0.4255199032,,,,,,,,,,
94,Carbon Transition__MG+5,-4.380790901,2.136674255516154,3.0,237.0,-2.7378238154,246.0,-6.796285498,256.0,-3.6082633896000003,,,,,,,,,,
95,Carbon Transition__MG+10,-8.642090279700001,11.322711259907166,3.0,238.0,-2.0826960093,247.0,-2.1271689752,257.0,-21.7164058546,,,,,,,,,,
96,Carbon Transition__MG+15,-1.7239266796,2.067415531338314,3.0,239.0,-4.0449760066,248.0,-0.0799203769,258.0,-1.0468836553,,,,,,,,,,
97,Carbon Transition__MG+25,-2.9745895416333332,1.1704919925504698,3.0,240.0,-3.8329587938,249.0,-1.6412737443,259.0,-3.4495360868000002,,,,,,,,,,
98,Carbon Transition__MG+45,-2.5323217398,2.69879149615393,3.0,241.0,-0.8184232306,250.0,-5.6432429252,260.0,-1.1352990636,,,,,,,,,,
99,Carbon Transition__MG+120,-8.3052995306,6.7921734444285224,3.0,242.0,-16.0484659021,253.0,-3.3538316257,263.0,-5.513601064,,,,,,,,,,
100,Carbon Transition__MG+150,-1.4054520434,0.25429008317283097,2.0,243.0,-1.5852622856,264.0,-1.2256418012,,,,,,,,,,,,
101,Carbon Transition__MG-0.2,-8.62108967795,0.19229359690460637,2.0,245.0,-8.4851175716,255.0,-8.7570617843,,,,,,,,,,,,
102,Carbon Transition__MG+60,-10.58389392515,2.6598993406539013,2.0,251.0,-12.4647267862,261.0,-8.7030610641,,,,,,,,,,,,
