,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0018091070110105194,,1.0,0.0,0.0018091070110105194
1,Cr__2,0.000960887280675499,,1.0,1.0,0.000960887280675499
2,Cr__3,0.005135101341367772,,1.0,2.0,0.005135101341367772
3,Cr__4,0.013111432627215137,,1.0,3.0,0.013111432627215137
4,Cr__5,0.017258079101632684,,1.0,4.0,0.017258079101632684
5,Cr__6,0.017112940769305182,,1.0,5.0,0.017112940769305182
6,Fe__1,-0.005682741155542962,,1.0,6.0,-0.005682741155542962
7,Fe__2,-0.02393177093170305,,1.0,7.0,-0.02393177093170305
8,Fe__3,-0.048975599027902515,,1.0,8.0,-0.048975599027902515
9,Fe__4,-0.07039591995524005,,1.0,9.0,-0.07039591995524005
10,Fe__5,-0.08516006724926753,,1.0,10.0,-0.08516006724926753
11,Fe__6,-0.09396122472660466,,1.0,11.0,-0.09396122472660466
12,Cd__1,-0.0009172836756584231,,1.0,12.0,-0.0009172836756584231
13,Cd__2,0.0018235072104239392,,1.0,13.0,0.0018235072104239392
14,Cd__3,0.006602034627124389,,1.0,14.0,0.006602034627124389
15,Cd__4,0.00766409251398938,,1.0,15.0,0.00766409251398938
16,Cd__5,0.003968614187461893,,1.0,16.0,0.003968614187461893
17,Cd__6,0.00891219608113485,,1.0,17.0,0.00891219608113485
18,Zn__1,-0.004284813940721525,,1.0,18.0,-0.004284813940721525
19,Zn__2,-0.011675149766885492,,1.0,19.0,-0.011675149766885492
20,Zn__3,-0.011633068354768992,,1.0,20.0,-0.011633068354768992
21,Zn__4,-0.006831791090530284,,1.0,21.0,-0.006831791090530284
22,Zn__5,-0.0024999578710098594,,1.0,22.0,-0.0024999578710098594
23,Zn__6,0.0011705169764734806,,1.0,23.0,0.0011705169764734806
24,Cu__1,0.0048304750525110214,,1.0,24.0,0.0048304750525110214
25,Cu__2,0.004790628691866935,,1.0,25.0,0.004790628691866935
26,Cu__3,0.006007931245856089,,1.0,26.0,0.006007931245856089
27,Cu__4,0.008294401667386554,,1.0,27.0,0.008294401667386554
28,Cu__5,0.014276281859625787,,1.0,28.0,0.014276281859625787
29,Cu__6,0.021699077628730645,,1.0,29.0,0.021699077628730645
30,Pb__1,0.0017505818349515545,,1.0,30.0,0.0017505818349515545
31,Pb__2,0.008174462466136852,,1.0,31.0,0.008174462466136852
32,Pb__3,0.014695574236800818,,1.0,32.0,0.014695574236800818
33,Pb__4,0.0217032267948107,,1.0,33.0,0.0217032267948107
34,Pb__5,0.031307780879168426,,1.0,34.0,0.031307780879168426
35,Pb__6,0.04199170353116192,,1.0,35.0,0.04199170353116192
