,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-1.0868103139999996,0.10932412056674351,2.0,0.0,-1.1641141409999998,1.0,-1.0095064869999997
1,RichMedia__BHIN_Growth_Mid,-2.1725887669999997,0.7062244547591968,2.0,2.0,-1.6732126659999995,3.0,-2.671964868
2,RichMedia__BHIN_Growth_Stat,-2.818375698,0.43535256370110537,2.0,4.0,-3.126216448,5.0,-2.510534948
3,RichMedia__LBv2_Growth_Late,-0.0165307919999997,0.017835157766182837,2.0,6.0,-0.0039194309999999,7.0,-0.0291421529999995
4,RichMedia__LBv2_Growth_Mid,0.0,0.057949184041539585,2.0,8.0,-0.0409762609999999,9.0,0.0409762609999999
5,RichMedia__LBv2_Growth_Stat,-2.866953402,0.31317673778831706,2.0,10.0,-2.6455040069999995,11.0,-3.088402797
6,RichMedia__MHB_Rich_Mid,-0.7621998934999996,0.15134404922609135,2.0,12.0,-0.6551834899999998,13.0,-0.8692162969999995
7,RichMedia__NBO_Rich_Mid,-0.1054762974999996,0.03633158270224908,2.0,14.0,-0.0797859889999994,15.0,-0.1311666059999998
8,Carbon__M9Na_Arabinose_Mid,0.2231910175,0.2512680782128241,2.0,16.0,0.0455176555000003,17.0,0.4008643794999997
9,Carbon__M9Na_Galactose_Mid,0.6485520985000002,0.11246960447267895,2.0,18.0,0.7280801185000003,19.0,0.5690240785
10,Carbon__M9Na_GlcNAcGrowth_Late,0.4245179920000002,0.11848147087405353,2.0,20.0,0.3407389405000005,21.0,0.5082970434999998
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.17713320000000005,0.02787480480235994,2.0,22.0,-0.1574227365,23.0,-0.1968436635000001
12,Carbon__M9Na_GlcNAcGrowth_Stat,-3.5942419250000004,0.41530110771562034,2.0,24.0,-3.3005796955,25.0,-3.8879041545
13,Carbon__M9Na_GlcNAc_Mid,0.4047175935,0.3503817253516588,2.0,26.0,0.6524748875000004,27.0,0.1569602994999996
14,Carbon__M9Na_Gluconate_Mid,-0.8858454155,0.20032298058619608,2.0,28.0,-1.0274951535000003,29.0,-0.7441956774999996
15,Carbon__M9Na_Glucosamine_Mid,-2.828293334,0.30781898334330504,2.0,30.0,-2.6106324435,31.0,-3.0459542245
16,Carbon__M9Na_Glycerol_Mid,-0.08180025799999996,0.1436668791798773,2.0,32.0,-0.1833880824999996,33.0,0.0197875664999997
17,Carbon__M9Na_Maltose_Mid,0.3115462600000001,0.32394838883544563,2.0,34.0,0.0824801575,35.0,0.5406123625000001
18,Carbon__M9Na_Mannitol_Mid,-0.10940526849999976,0.4373983650404342,2.0,36.0,-0.4186926184999997,37.0,0.1998820815000002
19,Carbon__M9Na_Trehalose_Mid,-0.27107384699999987,0.4807424784267749,2.0,38.0,0.0688624195000002,39.0,-0.6110101134999999
20,Carbon__M9Na_ethanol_Mid,-2.4254174205,0.5081312477262317,2.0,40.0,-2.0661143695,41.0,-2.7847204715
21,Carbon__M9Na_fructose_Mid,0.18368401450000021,0.01444253296915545,2.0,42.0,0.1938964275000003,43.0,0.1734716015000001
22,Carbon__M9Na_fumarate_Mid,-0.44366739149999956,0.007399439715767049,2.0,44.0,-0.4384351974999996,45.0,-0.4488995854999995
23,Carbon__M9Na_glucoseGrowth_Late,-0.1482172179999996,0.06334569925186859,2.0,46.0,-0.1034250444999997,47.0,-0.1930093914999995
24,Carbon__M9Na_glucoseGrowth_Mid,4.475586568020162e-16,0.0509737488862959,2.0,48.0,0.0360438835000005,49.0,-0.0360438834999996
25,Carbon__M9Na_glucoseGrowth_Stat,-1.980821412,0.7589566523452959,2.0,50.0,-1.4441580165000003,51.0,-2.5174848075
26,Carbon__M9Na_ribose_Mid,-0.5444596055000002,0.46022942030610425,2.0,52.0,-0.8698909495000002,53.0,-0.2190282615000001
27,Carbon__M9Na_succinate_Mid,-0.29018940050000014,0.46466318488511027,2.0,54.0,-0.6187558895,55.0,0.0383770884999998
28,Carbon__M9Na_sucrose_Mid,-1.3232873529999996,0.6539431056283543,2.0,56.0,-0.8608797484999995,57.0,-1.7856949574999996
29,TF__LBv2_HapROver_Late,-0.2576859874999999,0.1726002645529737,2.0,58.0,-0.3797328049999997,59.0,-0.1356391700000001
30,TF__LBv2_HapROver_Mid,0.40908980800000044,0.02803026293531042,2.0,60.0,0.3892694190000005,61.0,0.4289101970000004
31,TF__LBv2_HapROver_Stat,-0.0333405339999997,0.06793293640798373,2.0,62.0,0.0146953060000001,63.0,-0.0813763739999995
32,TF__LBv2_LuxOOver_Late,0.17972730700000025,0.0435518549946922,2.0,64.0,0.1489314950000002,65.0,0.2105231190000003
33,TF__LBv2_LuxOOver_Mid,-0.47405640449999975,0.3083338843592297,2.0,66.0,-0.2560314239999997,67.0,-0.6920813849999998
34,TF__LBv2_LuxOOver_Stat,-1.0661717709999996,0.033616430548314355,2.0,68.0,-1.0899421769999993,69.0,-1.042401365
35,TF__LBv2_QstROver_Late,-1.2118858974999998,0.08750827335606558,2.0,70.0,-1.1500082039999997,71.0,-1.2737635909999998
36,TF__LBv2_QstROver_Mid,-0.15070157949999974,0.24388283932254415,2.0,72.0,0.0217496300000004,73.0,-0.3231527889999999
37,TF__LBv2_QstROver_Stat,-2.373896137,0.22074776703183652,2.0,74.0,-2.217803894,75.0,-2.52998838
38,TF__LBv2_TfoXOver_Late,-1.5988489604999998,0.007303798573864336,2.0,76.0,-1.5936843949999997,77.0,-1.604013526
39,TF__LBv2_TfoXOver_Mid,0.9149582705000006,0.24604125590205797,2.0,78.0,0.7409808300000007,79.0,1.0889357110000004
40,TF__LBv2_TfoXOver_Stat,-0.8577373989999995,0.14123808547333463,2.0,80.0,-0.9576078069999996,81.0,-0.7578669909999993
41,Stress-I__20-300-T1,0.13936472699999974,0.1679365389492308,2.0,82.0,0.0206156614999999,83.0,0.2581137924999996
42,Stress-I__20-300-T2,0.0485069929999997,0.09775419546112908,2.0,84.0,-0.0206156614999999,85.0,0.1176296474999993
43,Stress-II-1__LBv2_LowpH_Mid,-0.31465209349999945,0.3906505040673978,2.0,86.0,-0.0384204729999995,87.0,-0.5908837139999994
44,Stress-II-1__LBv2_highSalt_Mid,-0.35832658149999963,0.029003525416042345,2.0,88.0,-0.3788351709999995,89.0,-0.3378179919999997
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-1.3741189064999997,0.48377136254581266,2.0,90.0,-1.0320408954999998,91.0,-1.7161969174999996
46,Stress-III__R_wt,0.0,0.18365477669735364,2.0,92.0,0.1298635379999999,93.0,-0.1298635379999999
47,Stress-III__R_s,-0.22559205049999992,0.09272324667849939,2.0,94.0,-0.2911572869999999,95.0,-0.160026814
48,Competence-condition__OSS_TfoXOver_Stat,1.1312615854999999,1.0518321529203145,2.0,96.0,1.8750192335,97.0,0.3875039375
49,Competence-condition__OSS_VectorOnly_Stat,0.0,0.09625330899215982,2.0,98.0,0.0680613675000003,99.0,-0.0680613675000003
50,Competence-Recovery__LBv2_TfoXOver_Recov,-0.44508181950000014,0.23318860444713974,2.0,100.0,-0.2801925760000001,101.0,-0.6099710630000001
51,Competence-Recovery__LBv2_VectorOnly_Recov,0.0,0.34984144910178433,2.0,102.0,-0.2473752610000001,103.0,0.2473752610000001
