k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,0.009383224444463848,,,
11,Chromium,False,-0.005498560662381351,,,
10,Copper,False,-0.003464831996243447,,,
14,UC-7,False,-0.0034051379142329102,,,
6,Iron,False,0.002606942942366004,,,
3,Cadmium,False,-0.002128248065710068,,,
12,Zinc - Intermediate,False,-0.0018708326724773074,,,
8,Zinc - Fast,False,-0.0016416673338972034,,,
2,UC-3,False,-0.0014020917809102686,,,
9,UC-5,False,-0.001259980157315058,,,
7,Zinc - Steady,False,0.001177282018470578,,,
13,UC-6,False,-0.0008944590989267453,,,
4,UC-4,False,0.00019916100136470048,,,
1,UC-2,False,-0.00012052323138050269,,,
0,UC-1,False,-5.644038668833673e-05,,,
