,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.9632776569913389,3.0,0.0,-0.42983906580000003,1.0,-0.6735244032000001,2.0,1.103363469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,18.630235875,6.245123251862994,3.0,3.0,22.398100759,4.0,22.0711471014,5.0,11.4214597646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,17.0447059259,2.7759478952502024,3.0,6.0,15.6729258699,7.0,15.221701511,8.0,20.2394903968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,0.0,1.5174983979265726,21.0,9.0,-0.24233254680000002,10.0,-0.0889203346,11.0,-0.6961422225,12.0,0.08442116370000001,13.0,-0.6595796709,14.0,-2.1019172618,15.0,-0.4227532792,16.0,-0.8643655794,17.0,0.23543257150000002,18.0,4.0302810127,19.0,1.1911564409,20.0,-0.9496866502,21.0,-0.8659230048000001,22.0,-2.2627366965,23.0,-2.434740543,24.0,0.4173458036,25.0,0.46194573390000004,26.0,0.1406952465,27.0,2.1407776737,28.0,1.7116535238,29.0,1.1753886194
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,15.63669873860476,1.6908249130661863,21.0,30.0,15.0576764909,31.0,15.7119767407,32.0,15.8715667407,33.0,14.929868829,34.0,20.7129180213,35.0,13.6461740147,36.0,14.6536454024,37.0,15.7779816072,38.0,16.2584208424,39.0,15.4449451303,40.0,14.9537809799,41.0,14.1848553443,42.0,14.2627993519,43.0,14.3876146602,44.0,14.0408537351,45.0,14.4519577541,46.0,18.592835633299998,47.0,14.7687968941,48.0,16.8536906503,49.0,17.6055414894,50.0,16.2027731985
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-4.625929269271485e-18,0.14308148029879011,3.0,51.0,0.0631654564,52.0,-0.16379431560000002,53.0,0.1006288592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.8642173723250001,1.124744108155345,4.0,54.0,-2.4453865257,55.0,-0.055725063400000004,56.0,-0.06382734200000001,57.0,-0.8919305582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,1.7384983258614282,4.0,58.0,1.4664206233,59.0,1.054397192,60.0,-0.1141704562,61.0,-2.4066473591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-1.788467632075,0.6519769697440818,4.0,62.0,-2.5895887527,63.0,-0.99269017,64.0,-1.7771121737,65.0,-1.7944794319000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-1.523599560325,0.34244594235239884,4.0,66.0,-1.0374683293,67.0,-1.5578570024,68.0,-1.8276887536,69.0,-1.671384156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,1.5152681464500002,1.0185362508063682,4.0,70.0,2.5324988882,71.0,2.1994428461,72.0,0.37995635790000004,73.0,0.9491744936000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.4802973661668753e-16,3.536997821490195,6.0,74.0,3.3672052755,75.0,2.8900628198,76.0,3.2347669903,86.0,-2.2372533759,88.0,-2.8938090601,90.0,-4.3609726496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,7.5946352047999985,4.451000338694592,6.0,77.0,11.7849565165,78.0,10.6173331035,79.0,12.3227544531,87.0,2.8352941967,89.0,3.1188695333,91.0,4.8886034257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-7.003948404466667,0.3010484404638852,3.0,80.0,-7.3366700665,82.0,-6.7503959155,84.0,-6.9247792314000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
