,-0.0812525318857143,-0.06093939891428572,-0.04062626594285715,-0.020313132971428574,0.0,0.020313132971428574,0.04062626594285715,0.060939398914285736,0.0812525318857143,0.10156566485714286,0.12187879782857144,0.14219193080000003,0.1625050637714286,0.18281819674285715,0.20313132971428577,0.22344446268571433,0.2437575956571429,0.26407072862857145,0.2843838616,0.3046969945714286
thresh,-0.0710959654,0.0710959654,2,,,,,,,,,,,,,,,,,
unreg,1,10,33,299,906,188,34,14,2,0,0,0,0,0,0,0,0,0,0,0
Mga,4,4,10,39,114,45,4,2,3,0,0,1,3,0,1,3,3,0,0,0
unreg_genes,['xseB'],[],[],[],[],[],[],[],['endOF2' 'SP5448_04520'],[],[],[],[],[],[],[],[],[],[],[]
Mga_genes,['fruR' 'glnQ' 'argR' 'recN'],['rrmJ' 'WQ51_01820' 'adhP' 'hutD'],"['glnP' 'SP5448_08785' 'fhuC' 'murM' 'SP5448_08890' 'glnQ' 'SP5448_04445'
 'fhs' 'csd1' 'SP5448_08680']","['SP5448_03440' 'yfmM' 'cas4' 'cydD' 'mga' 'vraB' 'lctO' 'xpt' 'hutH'
 'ppaC' 'isdE' 'atpD' 'phnA' 'ntpG' 'pflB' 'ccdA' 'macB' 'purC' 'malC'
 'rofA' 'glmS' 'SP5448_07515' 'yqeH' 'SP5448_05675' 'sagA' 'SP5448_05645'
 'mngB' 'opuAA' 'epuA' 'pbuX' 'fhuB' 'fabF' 'cas2' 'SP5448_08730'
 'SP5448_08710' 'sagH' 'gsiC' 'prtP' 'lipL']","['atpA' 'ptsC' 'sic1.01' 'recX' 'rpsA' 'SP5448_04140' 'rpoZ' 'hyl' 'fabK'
 'sagG' 'SP5448_03625' 'trxA' 'ntpB' 'SP5448_00875' 'dacA1' 'speB' 'hutG'
 'pmmB' 'SP5448_00575' 'XK27_06930' 'ldhA' 'mycA' 'shp' 'speB'
 'SP5448_03535' 'steT' 'isdH' 'SP5448_02340' 'pyrF' 'rlmN' 'malD' 'hpf'
 'yqeG' 'yoaK' 'SP5448_05995' 'hpt' 'slo' 'frp' 'citG' 'SP5448_01610'
 'sagI' 'amyA' 'XK27_00765' 'ykuJ' 'pflA' 'ptsB' 'SP5448_04190'
 'SP5448_00870' 'mnmE' 'SP5448_02640' 'pyrB' 'XK27_04650' 'baiH'
 'SP5448_02515' 'XK27_03180' 'SP5448_04950' 'pdxH' 'rpsN' 'SP5448_03005'
 'fabD' 'accB' 'oxlT' 'yvgN' 'WQ51_05790' 'pepV' 'aroF' 'XK27_00195'
 'malA' 'SP5448_02335' 'hsdS' 'ydiA' 'ptpA' 'sagD' 'SP5448_07260'
 'SP5448_09000' 'norN' 'pheA' 'isaA' 'folE' 'SP5448_02825' 'ntpC'
 'XK27_02140' 'comEA' 'purA' 'pepQ' 'gmuD' 'ebsA' 'SP5448_07085' 'lemA'
 'udp' 'SP5448_05195' 'SP5448_06715' 'XK27_08840' 'rliB' 'SP5448_06220'
 'agcS' 'prtP' 'XK27_00825' 'folK' 'adh' 'folP' 'comGF' 'ftsH' 'yozE'
 'amyB' 'pyrD' 'SP5448_08400' 'sagC' 'licB_1' 'XK27_08845' 'SP5448_06965'
 'SP5448_06300' 'tal' 'purE']","['yqfA' 'SP5448_06170' 'SP5448_05040' 'nanE' 'mdxE' 'SP5448_08820' 'yueI'
 'XK27_01785' 'mscL' 'SP5448_00755' 'SP5448_02470' 'ahpC' 'pbuO'
 'XK27_00890' 'acoC' 'SP5448_08645' 'ung' 'WQ51_05710' 'SP5448_03595'
 'SP5448_04185' 'XK27_03015' 'folC' 'groS' 'SP5448_03525' 'SP5448_09155'
 'SP5448_04600' 'sodA' 'lpdA' 'yegS' 'ABC-SBP' 'fer' 'arcA' 'acyP'
 'SP5448_06955' 'SP5448_08905' 'SP5448_02545' 'ribU' 'rpiB' 'ycgQ'
 'spxA_2' 'SP5448_01215' 'malF' 'sigH' 'glpT' 'eda']",['agaD' 'SP5448_03750' 'msmX' 'ulaG'],['SP5448_03755' 'XK27_01125'],['SP5448_00890' 'ugl' 'SP5448_02540'],[],[],['SP5448_08305'],['SP5448_08300' 'salB' 'salA'],[],['lacA'],['rpiB' 'lacE' 'lacG'],['lacD' 'lacF' 'lacC'],[],[],[]
