k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.015753316096961498,,,
3,Cadmium,False,-0.011559405261650682,,,
6,Iron,False,-0.007687245756387711,,,
10,Copper,False,-0.004808024866506457,,,
13,UC-6,False,0.004320025532506406,,,
14,UC-7,False,-0.004010796640068292,,,
1,UC-2,False,0.002631573260296136,,,
11,Chromium,False,0.001616911303717643,,,
8,Zinc - Fast,False,0.0009180854668375104,,,
7,Zinc - Steady,False,0.0007165330660063772,,,
4,UC-4,False,0.0005620467639528214,,,
2,UC-3,False,0.0003457990236347541,,,
9,UC-5,False,-0.000250626791265782,,,
12,Zinc - Intermediate,False,-0.00024044057346441427,,,
0,UC-1,False,0.00012145638786023484,,,
