k,name,in_iM,gene_weight,regulator,function,category
3,Cadmium,False,-0.010643456811085344,,,
11,Chromium,False,0.010519702583551407,,,
6,Iron,False,0.00896608492359519,,,
10,Copper,False,-0.006647760160267353,,,
7,Zinc - Steady,False,-0.005253042709082365,,,
1,UC-2,False,-0.004055724877398461,,,
0,UC-1,False,-0.003043872062116861,,,
12,Zinc - Intermediate,False,0.002902375889033169,,,
5,Lead,False,-0.002145463244523853,,,
14,UC-7,False,0.0016439549718052148,,,
8,Zinc - Fast,False,0.0010732721502427012,,,
4,UC-4,False,-0.0007907205825904384,,,
13,UC-6,False,-0.0007805500359972939,,,
9,UC-5,False,-0.0002424370384205649,,,
2,UC-3,False,-0.00017753867345163602,,,
