,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.3898905615076324,3.0,0.0,0.156012236,1.0,-0.44373796870000004,2.0,0.2877257327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,4.792422043166667,2.206829179698835,3.0,3.0,5.988731519,4.0,6.1427866808000005,5.0,2.2457479297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,7.379512204566666,0.3332365439290098,3.0,6.0,7.032682916,7.0,7.6972482875,8.0,7.4086054102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,3.172065784643304e-17,1.0698350158657715,21.0,9.0,-0.3808062418,10.0,-0.8559597487,11.0,-1.0182636297,12.0,-0.0654399155,13.0,-0.08268302300000001,14.0,-1.3691746777,15.0,1.6081174982,16.0,0.5309344923,17.0,0.6270437528,18.0,0.5777706260000001,19.0,-0.5374969419,20.0,-1.0379209417,21.0,-0.2989927149,22.0,-0.9964705704000001,23.0,-1.0742406518,24.0,-0.6756152750000001,25.0,0.13619015110000002,26.0,-0.5525713431,27.0,1.7333197575,28.0,2.622291478,29.0,1.1099679193
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,8.909593447104763,2.6719954827459156,21.0,30.0,8.4603196082,31.0,11.7249368168,32.0,11.4510300448,33.0,10.7729447193,34.0,10.02776083,35.0,10.194832626,36.0,3.9787375169,37.0,3.1877716037,38.0,6.2069284565,39.0,9.6208135788,40.0,7.7682065751,41.0,10.4737387755,42.0,11.9130382423,43.0,11.6699203302,44.0,10.9338724807,45.0,10.1022946031,46.0,10.6209108923,47.0,10.1071365808,48.0,6.5056390404,49.0,5.9972264261,50.0,5.3834026417
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.2531142117291643,3.0,51.0,-0.1032892539,52.0,-0.1851364992,53.0,0.2884257531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,7.79381941315,0.4502490190918947,4.0,54.0,8.3016545549,55.0,7.2276000106,56.0,7.7047591998,57.0,7.9412638873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.5065452107159368,4.0,58.0,0.24394256860000002,59.0,-0.4656281709,60.0,-0.37334431560000003,61.0,0.5950299179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.959538988075,0.10235570841953949,4.0,62.0,0.986173229,63.0,1.0896868471,64.0,0.8538357457,65.0,0.9084601305000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.530925150575,0.44600805580942177,4.0,66.0,0.9296849925,67.0,0.1450606418,68.0,0.9044679984,69.0,0.14448696960000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.10617908490000003,0.6712990643436412,4.0,70.0,0.4423456757,71.0,0.4177940674,72.0,-0.3251157839,73.0,-0.9597402988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,4.625929269271485e-18,0.13852903085015827,6.0,74.0,-0.2374124663,75.0,-0.081079199,76.0,0.06186056400000001,86.0,0.15162634460000002,88.0,0.034027137400000004,90.0,0.0709776193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
