,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,2.2244898276666665,1.1408186285413313,6.0,77.0,3.3334551461,78.0,3.1112275766,79.0,3.1835903184,87.0,1.5142837407,89.0,0.5788114678,91.0,1.6255707164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.0837777912,0.27272096672026525,3.0,80.0,-0.2131750142,82.0,0.2295550792,84.0,-0.2677134386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,6.002803982266667,0.7409676408161335,3.0,81.0,6.1787356988,83.0,5.1897042963,85.0,6.6399719517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,4.625929269271485e-18,0.5063899096224898,3.0,92.0,0.44151514410000003,93.0,-0.5527651378,94.0,0.11124999370000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-1.9378091586999997,0.28252954478805536,3.0,95.0,-1.9759082243,96.0,-2.1993559366,97.0,-1.6381633152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-1.4360903832333334,0.4578372257003251,3.0,98.0,-1.8841154376,99.0,-1.4551212436,100.0,-0.9690344685000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-2.3753402989666665,0.4782144643546805,3.0,101.0,-2.6873009608,102.0,-2.6139477061000003,103.0,-1.82477223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,7.2240331937999995,0.3871114427043707,3.0,104.0,6.8358619185,105.0,7.2261616361,106.0,7.6100760268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,3.3114083239000003,0.6749977777240287,3.0,107.0,4.0798520774,108.0,2.8143031082,109.0,3.0400697861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,4.7329374542,0.31132250290320185,3.0,110.0,4.6875023572,111.0,5.064480908,112.0,4.4468290974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,3.592004459733333,0.4046132997335299,3.0,113.0,3.5201655607999998,114.0,3.2281223312,115.0,4.0277254872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
