,-0.09277371385591023,-0.08040388534178886,-0.06803405682766749,-0.055664228313546116,-0.043294399799424746,-0.030924571285303376,-0.018554742771182006,-0.006184914257060636,0.0061849142570607335,0.018554742771182103,0.030924571285303473,0.04329439979942483,0.05566422831354621,0.0680340568276676,0.08040388534178895,0.09277371385591031,0.10514354237003169,0.11751337088415308,0.12988319939827442,0.1422530279123958
thresh,-0.04947931405648545,0.04947931405648545,1,,,,,,,,,,,,,,,,,
unreg,1,2,1,3,10,38,289,2213,1395,157,25,22,23,26,31,12,7,2,0,0
unreg_genes,['frmB'],['frmA' 'frmR'],['deoA'],['rbsK' 'deoC' 'yqhD'],[],[],[],[],[],[],[],[],"['ydaS' 'ddpD' 'lomR' 'ydbD' 'ansP' 'yddA' 'yncD' 'dosP' 'yddB' 'ydcZ'
 'ynaA' 'ddpB' 'paaI' 'ddpC' 'smrA' 'tynA' 'pqqL' 'ydcI' 'intR' 'ydbH'
 'ynbD' 'dbpA' 'nhoA']","['mcbR' 'ydaW' 'ydcR' 'curA' 'ydeN' 'ydbL' 'ynbC' 'ldhA' 'ddpX' 'racR'
 'yncG' 'azoR' 'insQ' 'yddE' 'zntB' 'dgcM' 'yddG' 'ddpA' 'recT' 'abgR'
 'yncJ' 'fdnI' 'hicA' 'pptA' 'rlhA' 'feaR']","['patD' 'ynaL' 'ydcV' 'paaY' 'ddpF' 'yddH' 'osmC' 'paaK' 'opgD' 'mnaT'
 'maeA' 'yddW' 'tehA' 'ydcT' 'ydbJ' 'ydbK' 'hrpA' 'ydbA' 'sra' 'feaB'
 'ydcL' 'paaX' 'ydcK' 'paaJ' 'ttcA' 'mokB' 'dosC' 'ydcU' 'adhP' 'uspF'
 'yddM']","['ydcS' 'cybB' 'ydcO' 'pdxI' 'hokB' 'hicB' 'ynbE' 'tehB' 'aldA' 'yncE'
 'ydcJ' 'ortT']",['ydcA' 'sutR' 'ydcF' 'rimL' 'gapC' 'ydcY' 'hslJ'],['ydcH' 'rbsB'],[],[]
