,-0.06306885718325657,-0.04730164288744243,-0.03153442859162829,-0.015767214295814153,-1.3877787807814457e-17,0.015767214295814125,0.031534428591628264,0.0473016428874424,0.06306885718325654,0.07883607147907067,0.09460328577488482,0.11037050007069897,0.1261377143665131,0.14190492866232723,0.15767214295814136,0.17343935725395554,0.18920657154976966,0.2049737858455838,0.22074100014139791,0.2365082144372121
thresh,-0.0551852500353495,0.0551852500353495,2,,,,,,,,,,,,,,,,,
unreg,3,3,69,787,2372,437,69,16,5,3,3,5,0,4,0,1,2,0,0,0
ABUW_1645,0,0,2,14,40,27,6,3,5,6,3,8,0,2,0,0,0,0,0,0
unreg_genes,['ABUW_1663' 'ABUW_2052' 'ABUW_1495'],[],[],[],[],[],[],[],['ABUW_2441' 'ABUW_2553' 'ABUW_1891' 'ABUW_1657' 'ABUW_3322'],['ABUW_2437' 'ABUW_2594' 'ABUW_3575'],['ABUW_1761' 'ABUW_1634' 'ABUW_2672'],['ABUW_2703' 'ABUW_1469' 'ABUW_1470' 'cinA1' 'ABUW_1468'],[],['otsA' 'ABUW_2321' 'ABUW_2679' 'ABUW_2443'],[],['ABUW_2440'],['ABUW_2439' 'ABUW_2433'],[],[],[]
ABUW_1645_genes,[],[],['ABUW_2161' 'aqpZ'],"['ABUW_0068' 'ABUW_0121' 'ABUW_0118' 'ABUW_2832' 'ABUW_1693' 'ABUW_0651'
 'aadA1' 'ABUW_0851' 'ABUW_2861' 'ABUW_1076' 'ABUW_1660' 'ABUW_1573'
 'ABUW_1473' 'fahA']","['ABUW_0771' 'hppD' 'ABUW_2818' 'ABUW_2408' 'ABUW_3026' 'ABUW_2452'
 'ABUW_0813' 'ABUW_3865' 'ABUW_1572' 'ampC' 'ABUW_3403' 'ABUW_1905'
 'ABUW_0274' 'ABUW_2074' 'ABUW_0143' 'ABUW_2453' 'ABUW_1210' 'bfr2'
 'ABUW_2149' 'ABUW_2455' 'ABUW_0116' 'ABUW_1903' 'ABUW_1128' 'degP'
 'ABUW_3106' 'ABUW_0566' 'ABUW_1499' 'ABUW_2578' 'ABUW_0233' 'ABUW_2730'
 'ABUW_0812' 'ABUW_0904' 'ABUW_2451' 'ABUW_2921' 'mgh' 'ABUW_0235' 'gst'
 'ABUW_0810' 'ABUW_2456' 'ABUW_3579']","['ABUW_1645' 'ABUW_1044' 'ABUW_3352' 'ABUW_0117' 'cbpA' 'ABUW_3351'
 'ABUW_0646' 'ABUW_2122' 'acnA' 'ABUW_2834' 'ABUW_1652' 'ABUW_0259'
 'ABUW_2923' 'ABUW_0328' 'sndH2' 'mdfA' 'ABUW_1282' 'ABUW_2450'
 'ABUW_0944' 'ABUW_2696' 'ABUW_3147' 'ABUW_2519' 'add2' 'ABUW_1508'
 'ABUW_0381' 'ABUW_2691' 'ABUW_2061']",['ABUW_2554' 'ABUW_2933' 'ABUW_0181' 'ABUW_1536' 'ABUW_2639' 'ABUW_0053'],['ABUW_1227' 'ABUW_1988' 'ABUW_1287'],['ABUW_2673' 'ABUW_2058' 'ABUW_2621' 'ABUW_2442' 'ABUW_0628'],['ABUW_2686' 'ABUW_2065' 'ABUW_1659' 'ABUW_2685' 'ABUW_2064' 'ABUW_2684'],['ABUW_1633' 'ABUW_1632' 'ABUW_1651'],"['ABUW_2434' 'ABUW_2060' 'ABUW_1286' 'otsB' 'ABUW_1631' 'katE' 'ABUW_1471'
 'ABUW_1467']",[],['ABUW_2435' 'ABUW_1466'],[],[],[],[],[],[]
