,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-2.6064891610000003,4.239009870335715,3.0,0.0,-0.8464923158000001,1.0,-7.4419917246,2.0,0.46901655740000003,,
1,AB0057_PGcoculture__AB ,-6.938893903907228e-18,0.11120985942277099,4.0,3.0,0.1653873306,4.0,-0.0347460826,5.0,-0.0674503282,6.0,-0.06319091980000001
2,AB0057_PGcoculture__ABPG,-1.713630627375,1.051697651190511,4.0,7.0,-1.2576197884,8.0,-1.0919177973,9.0,-3.2876221559,10.0,-1.2173627679
3,AB5075_AZI__AZI_000,0.0,0.0004983254430239139,2.0,11.0,-0.0003523693,17.0,0.0003523693,,,,
4,AB5075_AZI__preculture,13.461592860149999,0.3224875714914697,2.0,12.0,13.2335597115,13.0,13.6896260088,,,,
5,AB5075_AZI__AZI_040,-2.19032673835,1.669141232770367,2.0,14.0,-3.3705878228,18.0,-1.0100656539,,,,
6,AB5075_AZI__AZI_028,2.6037482124,0.7502170603000469,2.0,15.0,2.0732646417,19.0,3.1342317831,,,,
7,AB5075_AZI__AZI_003,0.019205189,0.01212503094032428,2.0,16.0,0.0277788806,20.0,0.0106314974,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.05199195746666666,5.4440403457166795,3.0,21.0,4.0905301098,28.0,-6.13923499,29.0,2.2046807526,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.33333360913457e-11,6.5176291866539415,3.0,22.0,-7.4709544672,23.0,4.5216831397,24.0,2.9492713274,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,4.7578563589666665,4.0031647639833094,3.0,25.0,0.2326643358,26.0,6.2035643778,27.0,7.8373403633,,
11,AB5075_VIR-O_LSO__VIR-O,7.401486830834377e-17,1.656185547994218,3.0,30.0,-1.8645821922999999,32.0,0.564255085,34.0,1.3003271073,,
12,AB5075_VIR-O_LSO__LSO,7.740555508033334,4.568877257491475,3.0,31.0,10.2956913086,33.0,10.4602491922,35.0,2.4657260233000002,,
13,AB5075_Zinc__Control,-3.700743415417188e-17,2.928220916454628,3.0,36.0,2.3995884595,37.0,-3.2627918435,38.0,0.8632033840000001,,
14,AB5075_Zinc__Zinc,4.2903547649,0.27953695857408695,2.0,39.0,4.0926922859,40.0,4.4880172439,,,,
15,AB5075_biofilm+abx__planktonic,0.0,4.6023954385749954,3.0,41.0,-4.9447141506,42.0,0.7858235744000001,44.0,4.1588905762,,
16,AB5075_biofilm+abx__biofilm,-5.9225722129000005,2.2235768669207956,3.0,43.0,-3.4132751756,45.0,-6.7061948649000005,46.0,-7.6482465982,,
17,AB5075_biofilm+abx__cip_biofilm,-6.366469064866667,2.580825197180826,3.0,47.0,-9.0104891787,48.0,-3.8538596098999998,50.0,-6.235058406,,
18,AB5075_biofilm+abx__tet_biofilm,-3.2694828752333334,4.358960527826632,3.0,49.0,-0.0008369302,51.0,-1.589065715,52.0,-8.2185459805,,
19,AB5075_gigAB__kan_gigB,14.8729999403,2.381488767273036,3.0,53.0,15.9754943536,54.0,16.5034649741,55.0,12.1400404932,,
20,AB5075_gigAB__gigB,-6.610771458033334,1.5547500443338456,3.0,56.0,-4.9242666465,57.0,-7.9869627354,58.0,-6.9210849922,,
21,AB5075_gigAB__kan_gigA,12.2532366279,4.106704933263112,3.0,59.0,8.4577296973,60.0,11.6891572874,61.0,16.612822899,,
22,AB5075_gigAB__gigA,-4.668182874266667,4.211635758835895,3.0,62.0,-6.7811696788999996,63.0,0.1816389923,64.0,-7.4050179362,,
23,AB5075_gigAB__kan_WT,13.346362549866667,0.2150398088030077,3.0,65.0,13.4040202338,66.0,13.526695877,67.0,13.1083715388,,
24,AB5075_gigAB__WT,-3.33333360913457e-11,1.7103573392598768,3.0,68.0,0.7120828265,69.0,1.239272275,70.0,-1.9513551016,,
25,AB5075_med__CA-MHB,-0.36770155815000005,0.13221931416513288,2.0,71.0,-0.46119473180000004,72.0,-0.2742083845,,,,
26,AB5075_med__CA-MHB_pH6,-2.7345388356,0.9103935168317504,2.0,73.0,-2.0907934063,74.0,-3.3782842649,,,,
27,AB5075_med__RPMI+_pH7,-7.6317221899,3.2448167175682725,2.0,75.0,-5.3372902852,76.0,-9.9261540946,,,,
28,AB5075_med__RPMI+_pH6,-5.9021617052,2.7157626048750636,2.0,77.0,-7.8224958592,78.0,-3.9818275512,,,,
29,AB5075_med__RPMI+_-HCO3,-1.29509370065,2.2674565376951343,2.0,79.0,0.3082401932,80.0,-2.8984275945,,,,
30,AB5075_med__LB,0.0,0.2628730630868631,2.0,81.0,0.1858793255,82.0,-0.1858793255,,,,
31,AB5075_med__M9+AA,-0.43106968115000005,0.6274629150147386,2.0,83.0,-0.8747529633000001,84.0,0.012613601,,,,
32,AB5075_med__M9-AA,-1.53331651985,0.1160840013615211,2.0,85.0,-1.4512327353,86.0,-1.6154003044,,,,
33,AYE_adeB__WT,0.0,4.6182642849476885,3.0,87.0,-5.1771361299,88.0,1.4811787364,89.0,3.6959573935,,
34,AYE_adeB__adeB,-2.182911415,1.0737165101087178,3.0,90.0,-0.9451832826000001,91.0,-2.7394140606,92.0,-2.8641369018000002,,
35,COL__0ug/ml,0.0,2.402138371307582,2.0,93.0,1.6985683317,94.0,-1.6985683317,,,,
36,COL__0.25ug/ml,2.5906771936999995,6.160229541414657,2.0,95.0,-1.7652628887000001,96.0,6.9466172761,,,,
37,COL__1ug/ml,-0.059249560550000024,1.4594094818583712,2.0,97.0,0.9727087806,98.0,-1.0912079017,,,,
38,H2O2__0ug/ml,0.0,0.5159143517020769,2.0,99.0,-0.3648065366,100.0,0.3648065366,,,,
39,H2O2__1.25ug/ml,-2.81527418305,0.8121216369702734,2.0,101.0,-3.3895308997,102.0,-2.2410174664,,,,
40,H2O2__2.5ug/ml,-3.68463115445,0.0575893359156696,2.0,103.0,-3.7253529644,104.0,-3.6439093445,,,,
41,H2O2__5ug/ml,5.049821222549999,4.274555739061131,2.0,105.0,2.0272538729,106.0,8.0723885722,,,,
42,MRP__0ug/ml,0.0,3.1208678075423664,2.0,107.0,-2.2067867899,108.0,2.2067867899,,,,
43,MRP__25ug/ml,1.63669705305,1.8617742342124288,2.0,109.0,0.320223867,110.0,2.9531702391,,,,
44,MRP__100ug/ml,3.97105694585,0.8106977739459215,2.0,111.0,3.3978070524,112.0,4.5443068393,,,,
45,MRP__200ug/ml,3.4401124578499997,0.37526321484957653,2.0,113.0,3.7054636218,114.0,3.1747612939,,,,
46,growth__2h,0.0,1.927284110206362,2.0,115.0,-1.3627956636,116.0,1.3627956636,,,,
47,growth__4h,-2.8917137719,1.7615417626314471,2.0,117.0,-4.1373118976,118.0,-1.6461156462000002,,,,
48,growth__6h,-3.83525400965,0.7924248513212535,2.0,119.0,-4.3955829956,120.0,-3.2749250237,,,,
49,growth__8h,-5.940421731300001,0.6081317790198856,2.0,121.0,-6.3704358361,122.0,-5.5104076265,,,,
50,growth__10h,-7.07627119745,0.23656580406328978,2.0,123.0,-7.2435484817,124.0,-6.9089939132,,,,
51,mutants__WT,0.0,0.6575575970573733,2.0,125.0,-0.4649634359,126.0,0.4649634359,,,,
52,mutants__R7,0.6151235326000001,0.8649104358379122,2.0,127.0,0.0035394983,128.0,1.2267075669,,,,
53,mutants__gacA,-5.49041133755,0.6341421106124318,2.0,129.0,-5.9388175242,130.0,-5.0420051509,,,,
54,vacJ_LL-37__WT,0.0,0.5660703646885279,2.0,131.0,0.40027219350000004,132.0,-0.40027219350000004,,,,
55,vacJ_LL-37__WT+LL-37,2.85357615685,1.4042153364500785,2.0,133.0,1.8606459702,134.0,3.8465063434999998,,,,
56,vacJ_LL-37__vacJ,4.3997345061,0.8056902851985243,2.0,135.0,3.8300254419,136.0,4.9694435703,,,,
57,vacJ_LL-37__vacJ+LL-37,5.7564350002,0.4742048487179452,2.0,137.0,5.421121536,138.0,6.0917484644,,,,
