,-0.061318243249999994,-0.05016947174999999,-0.03902070024999999,-0.02787192874999999,-0.01672315724999999,-0.005574385749999987,0.005574385750000015,0.016723157250000016,0.027871928750000018,0.03902070025000002,0.05016947175000002,0.06131824325000002,0.07246701475000003,0.08361578625000002,0.09476455775000003,0.10591332925000005,0.11706210075000004,0.12821087225000002,0.13935964375000004,0.15050841525000005
thresh,-0.0557438575,0.0557438575,2,,,,,,,,,,,,,,,,,
unreg,1,13,25,79,370,1164,819,153,32,18,8,3,7,3,3,0,1,0,0,0
CcpA,0,1,3,0,3,10,16,9,8,5,11,11,4,15,11,8,5,1,0,0
unreg_genes,[nan],[],[],[],[],[],[],[],[],[],[],['yecD' 'nan' 'gcvpB'],['deoD' 'sucD' 'gcvpA' 'gcvT' 'sucC' 'deoA' 'nan'],['nan' 'nan' 'glpQ'],['nan' 'sucB' 'sucA'],[],[nan],[],[],[]
CcpA_genes,[],['glpD'],['pyK' 'pfkA' 'ptsG'],[],['fbA' 'ybeC' 'fruR'],['nan' 'nan' 'arcC' 'fruA' 'ydjM' 'arcA' 'nan' 'ccpA' 'pfkB' 'arcD'],"['glvR' 'fadX' 'pmI' 'manP' 'putP' 'scrA' 'hlA' 'hutI' 'arcR' 'fadB'
 'fadA' 'arcB' 'mvaA' 'cp_1013' 'gntR' 'nupC']",['fadE' 'nupC' 'hutU' 'hlyiiI' 'rbsD' 'mvaS' 'gntK' 'psuG' 'gcvH'],['spA' 'fadD' 'gntP' 'glpK' 'acuA' 'rbsU' 'yifK' 'rbsK'],['malR' 'scrR' 'nagC' 'acsA' 'yjcG'],['gltS' 'pflB' 'fhS' 'acuC' 'nan' 'liP' 'glpF' 'sdaA' 'nan' 'kbL' 'sdcS'],"['nan' 'araB' 'nan' 'nan' 'deoc2' 'hutH' 'uhpT' 'sdaaB' 'ybbF' 'pflA'
 'ipdC']",['rocF' 'acnA' 'malA' 'tdH'],"['alD' 'kipI' 'murQ' 'icD' 'citZ' 'sdhB' 'gudB' 'ycsG' 'nan' 'sdhC' 'ybgL'
 'putA' 'accB' 'sdhA' 'kipA']","['rocD' 'dhaM' 'drp35' 'nan' 'accC' 'dhaK' 'msmK' 'treR' 'pckA' 'dhaL'
 'fbP']",['rocA' 'nanA' 'nan' 'ssS' 'nan' 'treC' 'lapC' 'glpT'],['malX' 'malC' 'glvC' 'malD' 'treP'],['aldA'],[],[]
