,A,CysB
R2,,0.27946551290209265
xmin,,-1.8360526829119916
xmid,,
xmax,,2.6092580200000004
ystart,,-12.8818724564556
yend,,12.261236758401916
control__wt_glc__1,-0.1423938655464994,0.009402596000000152
control__wt_glc__2,0.142393865546521,-0.009402596000000152
fur__wt_dpd__1,3.9464238479212046,-0.23309463799999894
fur__wt_dpd__2,5.172369363300922,-0.17926771999999944
fur__wt_fe__1,2.2127238341241404,0.18680518700000093
fur__wt_fe__2,1.9932248410513207,0.2832474850000004
fur__delfur_dpd__1,2.882624518250253,-0.3246743859999999
fur__delfur_dpd__2,3.771043441669797,-0.13718796599999994
fur__delfur_fe2__1,2.895907057156841,0.32699023500000024
fur__delfur_fe2__2,3.0156367888111424,0.26560284099999976
acid__wt_ph5__1,2.4382848953449647,0.2631528940000001
acid__wt_ph5__2,2.633274453094775,0.23572132199999984
acid__delgadx_ph5__2,2.5539333447664343,0.07355053100000042
acid__delgadw_ph5__1,2.991330163472863,0.3156576210000006
acid__delgadw_ph5__2,2.854892772935982,0.4119640120000003
acid__delgade_ph5__1,2.403018791994032,0.4125348100000004
acid__delgade_ph5__2,2.5340355575222167,0.2437835210000001
oxidative__wt_pq__1,-21.12583177249452,-0.8892644689999996
oxidative__wt_pq__2,-20.947619756491846,-0.6999358020000006
oxidative__deloxyr_pq__1,-20.663614251469177,-0.6205644239999994
oxidative__deloxyr_pq__2,-20.14445771015945,-0.6056304309999998
oxidative__delsoxr_pq__1,-20.19923826756053,-0.6947309559999999
oxidative__delsoxr_pq__2,-20.18365928254552,-0.5630371539999999
oxidative__delsoxs_pq__1,-19.992934991632374,-0.7084298329999994
oxidative__delsoxs_pq__2,-20.904518291050916,-0.6544912470000002
nac_ntrc__wt_csn__1,0.6246933809473569,0.007599514999999891
nac_ntrc__wt_csn__2,0.5243885890640757,0.13775542299999974
nac_ntrc__wt_cytd__1,-1.7732572410886056,0.19756097199999975
nac_ntrc__wt_cytd__2,-1.7867256596970256,0.17715900399999995
nac_ntrc__wt_gln__1,-1.1341175671188446,0.0943164310000002
nac_ntrc__wt_gln__2,-1.4343708376315658,0.02851938899999862
nac_ntrc__bw_delnac_csn__1,2.041033527427692,-0.1500649859999994
nac_ntrc__bw_delnac_csn__2,2.473394940998523,-0.09221821999999946
nac_ntrc__bw_delnac_cytd__1,0.8130953670893838,0.2984008210000004
nac_ntrc__bw_delnac_cytd__2,1.0204628090398429,0.2162346519999998
nac_ntrc__bw_delnac_gln__1,0.396387880102612,0.19351441200000075
nac_ntrc__bw_delnac_gln__2,0.0823182936929345,0.2331256310000001
nac_ntrc__bw_delnac_nh4__1,0.8561720537934113,0.2326196600000001
nac_ntrc__bw_delnac_nh4__2,0.9781666299774636,0.24785819700000025
misc__wt_no_te__1,-2.7877336501549594,0.18552635700000053
misc__wt_no_te__2,-0.4265246935441745,0.31376848499999976
misc__bw_delcbl__1,1.8282756701772496,0.35929021799999994
misc__bw_delcbl__2,1.8430453634385997,0.40859360799999933
misc__bw_delfabr__1,3.461675458907622,0.2831574249999997
misc__bw_delfabr__2,3.189025300830424,0.2881190389999988
misc__bw_delfadr__1,1.1594771699379518,0.2529340590000002
misc__bw_delfadr__2,0.8398137019145502,0.2477420300000004
misc__nitr_031__1,1.051628971221459,0.054420636000000584
omics__wt_glu__1,1.107358929882929,0.6655066460000016
