,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-0.08684549049999958,0.4262638925541313,2.0,0.0,-0.3882595794999997,1.0,0.2145685985000005
1,RichMedia__BHIN_Growth_Mid,-0.25188807099999966,1.1112685854623359,2.0,2.0,0.5338974815000004,3.0,-1.0376736234999997
2,RichMedia__BHIN_Growth_Stat,-0.4369661969999996,0.9332315303109895,2.0,4.0,0.2229281465000001,5.0,-1.0968605404999994
3,RichMedia__LBv2_Growth_Late,-0.1905793844999994,0.24323804491223602,2.0,6.0,-0.0185841134999993,7.0,-0.3625746554999995
4,RichMedia__LBv2_Growth_Mid,4.579669976578771e-16,0.3177406135505946,2.0,8.0,0.2246765425000001,9.0,-0.2246765424999992
5,RichMedia__LBv2_Growth_Stat,-1.8050548515,0.49759873665696663,2.0,10.0,-1.4531994104999997,11.0,-2.1569102925
6,RichMedia__MHB_Rich_Mid,0.5684472025000002,0.14153726235245465,2.0,12.0,0.6685291605000003,13.0,0.4683652445000001
7,RichMedia__NBO_Rich_Mid,0.5782712325000006,0.060450206584460715,2.0,14.0,0.6210159835000004,15.0,0.5355264815000007
8,Carbon__M9Na_Arabinose_Mid,-0.4111600555000008,0.5226159235524392,2.0,16.0,-0.7807053190000008,17.0,-0.0416147920000007
9,Carbon__M9Na_Galactose_Mid,-0.8313398105000003,0.013659642018694889,2.0,18.0,-0.8216809850000004,19.0,-0.8409986360000001
10,Carbon__M9Na_GlcNAcGrowth_Late,0.4140827199999997,0.16342840865715402,2.0,20.0,0.5296440559999995,21.0,0.2985213839999998
11,Carbon__M9Na_GlcNAcGrowth_Mid,0.04123764049999945,0.24618796217437772,2.0,22.0,0.2153188179999992,23.0,-0.1328435370000003
12,Carbon__M9Na_GlcNAcGrowth_Stat,-2.5130112125000004,0.17315823261451288,2.0,24.0,-2.3905698520000005,25.0,-2.635452573
13,Carbon__M9Na_GlcNAc_Mid,-0.2271250135000002,0.14334959188187776,2.0,26.0,-0.1257615450000004,27.0,-0.328488482
14,Carbon__M9Na_Gluconate_Mid,-1.6756994360000004,0.13395740716989443,2.0,28.0,-1.7704216270000002,29.0,-1.5809772450000006
15,Carbon__M9Na_Glucosamine_Mid,-2.4540562930000007,0.46995135507310587,2.0,30.0,-2.7863620830000007,31.0,-2.1217505030000003
16,Carbon__M9Na_Glycerol_Mid,-0.9270483985000006,0.2292743059654376,2.0,32.0,-0.7649269820000004,33.0,-1.0891698150000009
17,Carbon__M9Na_Maltose_Mid,-0.2198661205000007,0.11478736827244003,2.0,34.0,-0.1386991940000008,35.0,-0.3010330470000006
18,Carbon__M9Na_Mannitol_Mid,-1.0839637955000003,0.5740688680977432,2.0,36.0,-1.4898917850000002,37.0,-0.6780358060000005
19,Carbon__M9Na_Trehalose_Mid,-0.7263633205000009,0.5086804865545576,2.0,38.0,-0.3666718990000008,39.0,-1.0860547420000009
20,Carbon__M9Na_ethanol_Mid,-2.6778491565000007,0.7760020284054366,2.0,40.0,-2.1291328600000003,41.0,-3.2265654530000005
21,Carbon__M9Na_fructose_Mid,-0.44511499350000067,0.31601917481971875,2.0,42.0,-0.6685742950000009,43.0,-0.2216556920000005
22,Carbon__M9Na_fumarate_Mid,-1.8301463935000006,0.6628877108397295,2.0,44.0,-2.2988787890000006,45.0,-1.3614139980000006
23,Carbon__M9Na_glucoseGrowth_Late,0.34378019099999957,0.13452411789967703,2.0,46.0,0.2486572749999993,47.0,0.4389031069999998
24,Carbon__M9Na_glucoseGrowth_Mid,-4.440892098500626e-16,0.2796134123734819,2.0,48.0,0.1977165399999991,49.0,-0.19771654
25,Carbon__M9Na_glucoseGrowth_Stat,-0.8142673210000004,0.6188617499406401,2.0,50.0,-0.3766659810000003,51.0,-1.2518686610000005
26,Carbon__M9Na_ribose_Mid,-0.9225018210000004,0.678989626141538,2.0,52.0,-0.4423836520000002,53.0,-1.4026199900000007
27,Carbon__M9Na_succinate_Mid,0.26500392699999953,0.22836091987272267,2.0,54.0,0.1035283719999995,55.0,0.4264794819999995
28,Carbon__M9Na_sucrose_Mid,-1.4753818960000005,0.0419880331937693,2.0,56.0,-1.4456918730000003,57.0,-1.5050719190000006
