,A,Fnr
R2,,0.41065150960330443
xmin,,-3.873067926575313
xmid,,-2.167306379089716
xmax,,3.8362983653665736
ystart,,-8.588203494950807
yend,,13.710391252359845
SRX8138083,2.215238732310393,0.5655732240732491
SRX8138084,-1.3873656218469372,-0.465766554030361
SRX8138085,-0.8278731104634528,-0.09980667004288746
SRX8138086,-1.136353175905145,-0.3124395097514121
SRX8138087,-0.9594961143685072,0.7190597215281982
SRX8138088,-2.122654448220885,0.4671933449946617
ERX4111143,-0.047450790888240266,0.16848187157295014
ERX4111144,0.5580838629151909,-0.13124842876079068
ERX4111145,0.2938965453339089,1.5833890670409003
ERX4111146,0.6603335941844485,-0.12944427151274196
ERX4111148,-0.4282500526138123,0.1984895008504388
ERX4111149,0.14497321059128326,1.0469471318037131
ERX4111150,0.14500891445388545,1.0391251794902807
ERX4111151,0.04745079088826362,-0.1684818715729497
ERX4111152,0.0745477227701253,-0.8769192645336084
ERX4111153,-0.04757710098955222,0.9935118053977172
ERX4111154,1.6112970111066978,0.32839355853014673
ERX4111156,1.1609870081238218,-0.2236366494429487
ERX4111157,0.4375314900338912,0.6941260090069825
ERX4111158,0.32178908514805343,0.6392241315201677
SRX5577041,-1.7890580276553327,-0.4813998690873689
SRX5577042,0.5612823516576196,0.28893519557115965
SRX5577043,0.8510164376044661,0.11200216555215016
SRX5577044,0.3767592383932339,0.08046250796405907
SRX5577045,-9.541995698365577,0.18162828745794
SRX5577046,-9.650900561747582,0.2267109262474696
SRX5577047,-10.698645549980654,0.680825455508157
SRX5577048,-10.974251727963145,0.7627810648829634
SRX5577049,-8.059867656783616,0.1150052103010042
SRX5577050,-12.288266231104489,-0.2652820217121148
SRX5577051,-6.21573953645916,0.3297639130494767
SRX5577052,-5.808987337994878,0.26532073862868266
SRX5577053,-3.5604686157261725,0.9264045911525232
SRX5577054,-8.995543943715713,0.20284909911490967
SRX5577055,-2.4429090976799466,1.2766080840137013
SRX5577056,-6.037563461247264,1.2396909810718704
SRX5577057,-3.993582240504393,0.9324759265449264
SRX5577058,-7.515735612554289,0.971969127584864
SRX5577059,-6.469109941970609,1.392469599195489
SRX5577060,-6.4190842500250875,1.5358239919855758
SRX5577061,-0.05398223204271047,1.5080387346985864
SRX5577062,-5.4716044927833565,0.8734181752660399
SRX5577063,-7.694889714599426,0.980840308623394
SRX5577064,-1.386793669127702,1.6451592950940404
SRX5577065,-4.8731704856073605,2.0817996322020376
SRX5577066,-1.8557625799986224,1.9307746900256653
SRX5577067,-0.059885835624904224,1.9807035994347395
SRX5577068,-1.0859184538630493,2.0446522745034885
SRX533166,3.4775461749881007,0.2685687146295717
SRX533171,-3.4775461749880874,-0.2685687146295717
SRX533786,0.13921296749024775,-0.15865247816094996
SRX533787,-3.0473818870195597,-0.9398296862027142
SRX533789,2.367117714532018,-0.06588917639528535
SRX533791,-2.522574303475433,-0.575017417923986
SRX533792,2.5533166649458736,-0.2016370958372544
SRX533793,-3.293902290118233,-0.7719453444854691
SRX533794,-3.150787485508489,-0.3966052788046355
SRX533795,-2.5884909849318496,-0.4290160727538997
