,A,Fnr,NarP,NarL,ModE,flhD
hot_tale__hot_ale3_30c__2,-0.4478691319822709,-0.5715778280000006,-0.3930276089999998,-0.6637240274999998,-0.062412534999998215,2.218483095
hot_tale__hot_ale3_37c__1,2.730196333214165,-0.7227219680000019,0.04059004100000063,-0.8143446074999998,-0.3706976799999984,2.1568015219999994
hot_tale__hot_ale3_37c__2,2.6881647163754305,-0.6857150900000004,0.26056899599999905,-0.7327369644999999,-0.3840894119999989,2.1142319119999984
hot_tale__hot_ale3_44c__1,6.570375208165289,-1.5972039140000014,1.6082662680000022,-0.8433266234999994,-0.7520788399999985,2.191115108
hot_tale__hot_ale3_44c__2,3.833182204107035,-1.0994406470000015,1.1851257890000015,-0.7923595355000002,-0.5819991749999991,2.135317868
hot_tale__hot_ale4_30c__1,-1.8997323141657336,-0.5107969040000011,-1.2366013459999996,-0.7568600765000006,-0.5934227359999982,1.399905598
hot_tale__hot_ale4_30c__2,-1.0084453628650705,-0.4443462910000005,-0.8265127899999989,-0.6745658194999997,-0.6728471049999989,1.4244119690000012
hot_tale__hot_ale4_37c__1,1.8677297076218975,-0.4454435780000008,0.186322918000001,-0.4799404205000002,-0.4148303239999995,2.140272454
hot_tale__hot_ale4_37c__2,2.60887466838424,-0.3388817700000004,0.34872612000000025,-0.4385081024999993,-0.4171737949999983,2.339581884
hot_tale__hot_ale4_44c__1,3.776028615769442,-0.3646092800000016,1.222379676000001,-0.08856976650000004,-0.0593700859999986,2.5849855350000004
hot_tale__hot_ale4_44c__2,5.277419713546495,-0.5246024060000014,1.5156101150000003,-0.12219313549999987,-0.43012982599999816,2.557000468
hot_tale__hot_ale8_30c__1,-0.507895875671693,-0.6861498490000013,-1.0301638399999993,-0.4733550484999984,0.03836066600000088,1.994697539
hot_tale__hot_ale8_30c__2,-0.3470553996068398,-0.6402435630000003,-0.7815340779999991,-0.4103529565000006,0.0377030540000014,1.929778892
hot_tale__hot_ale8_37c__1,2.027791732382169,-0.5045901850000014,0.4150712060000004,-0.30836901249999915,-0.2609725239999996,2.247377594
hot_tale__hot_ale8_37c__2,1.1218121489591124,-0.5124674050000007,0.2490019140000008,-0.3172314654999999,-0.26266317599999844,2.1699029690000002
hot_tale__hot_ale8_44c__1,4.006723920323503,-0.32521259600000185,1.101586858000001,0.4310402934999997,0.02512070400000166,2.837937414
hot_tale__hot_ale8_44c__2,4.262471526160052,-0.3328383620000004,1.288350372000001,0.28209759750000085,0.1498381920000007,2.875959557999998
hot_tale__hot_ale9_mid_30c__1,-1.9082323169488773,-0.632539361000001,-0.4339945609999996,-0.33009216849999845,-0.24529942199999866,2.109467680999999
hot_tale__hot_ale9_mid_30c__2,-1.934179137274256,-0.553225578000001,-0.5454550319999996,-0.24252976949999994,-0.2342180269999989,2.014797493
hot_tale__hot_ale9_30c__1,-0.3780942944496521,-0.4970335490000011,-0.6768561259999997,-0.8644760724999996,-0.4306447459999987,2.243895559
hot_tale__hot_ale9_30c__2,-0.4095278710695771,-0.4297348410000019,-0.4427609689999992,-0.7912126084999995,-0.4949054409999985,2.236727545999999
hot_tale__hot_ale9_mid_37c__1,2.4394000109946083,-0.5066094210000003,0.10900546600000104,-0.4892257485,-0.2489214879999988,2.375350875999999
hot_tale__hot_ale9_mid_37c__2,1.18898329141366,-0.4761660850000009,0.07192972300000111,-0.4169995815000007,-0.4356016879999993,2.3382133430000005
hot_tale__hot_ale9_37c__1,1.4321176151790969,-0.5408338400000012,0.16273702100000076,-0.6802163474999992,-0.41338337499999867,2.3889630540000013
hot_tale__hot_ale9_37c__2,0.9477849814420726,-0.5423655520000015,0.2981776620000005,-0.6042122615000007,-0.2802686839999993,2.402265634
hot_tale__hot_ale9_mid_44c__1,2.12560034529188,-0.4461392180000008,1.005902581,-0.2540971174999997,-0.12202040699999905,2.0416608459999983
hot_tale__hot_ale9_mid_44c__2,1.9437236961911424,-0.680025241000001,1.1248057740000013,0.10775057849999924,-0.5618437999999983,1.6758650199999998
hot_tale__hot_ale9_44c__1,2.2797803283980924,-0.6060665230000009,1.1257314590000007,-0.20135758249999916,-0.3691248029999983,2.7193631579999997
hot_tale__hot_ale9_44c__2,3.1382761719694314,-0.6258130630000007,1.2708646950000002,-0.21170781949999995,-0.4588756389999995,2.7229248529999994
hot_tale__hot_ale10_30c__1,-0.400086843166091,-0.5646101130000005,-0.4535711859999996,-0.8579470845000001,-0.19389127899999886,2.1275347569999994
hot_tale__hot_ale10_30c__2,-1.2162757124888963,-0.5686878670000013,-0.4337726259999997,-0.8320020884999995,-0.3764567059999973,2.065115979
hot_tale__hot_ale10_37c__1,2.290478236923065,-0.6518988060000019,0.095596103000001,-0.9100796795,-0.5059139809999982,2.267783424
hot_tale__hot_ale10_37c__2,3.029654687120076,-0.6178540090000021,0.23253100500000026,-0.8913156854999995,-0.3354054289999988,2.291156619
hot_tale__hot_ale10_44c__1,5.15955287843153,-1.0294929110000002,1.7692800970000002,-0.5701095055000005,-0.5977576139999989,2.7015961980000003
hot_tale__hot_ale10_44c__2,4.015153919422224,-0.6899675100000007,1.4563369240000013,-0.5118017244999997,-0.3071133819999989,2.561485851
hot_tale__hot_ale16_30c__1,0.3446060196613952,-0.6833289310000019,-0.5815390979999995,-0.6838693684999999,-0.31203063699999856,1.960722539
hot_tale__hot_ale16_30c__2,0.2760129592664644,-0.4706665020000021,-0.8424817189999994,-0.5485812645000001,-0.3728176729999984,2.230470634
hot_tale__hot_ale16_37c__1,4.659201014381513,-0.7201027580000012,0.5122986850000002,-1.0055411605,-0.5145506109999989,2.3768290359999984
hot_tale__hot_ale16_37c__2,5.313499118103162,-0.7577169790000013,0.4814144040000015,-0.9989605034999984,-0.4541133429999986,2.305078559
hot_tale__hot_ale16_44c__1,5.420172631450662,-0.6132700370000013,1.925064482000001,-0.7385856815,-0.4090122499999982,2.8503651680000006
hot_tale__hot_ale16_44c__2,5.240726635608226,-0.6345339150000004,1.814089431,-0.4397113315000008,-0.6374025489999982,2.8607869700000004
pdhr_ale__pdhR-13_51__1,16.09927301202686,-1.4739400540000016,1.4630707040000015,-0.8010420484999994,-0.2879585849999984,2.0154430619999983
pdhr_ale__pdhR-13_51__2,18.407187173835453,-1.5672037760000013,1.4844565850000002,-0.7811465095000001,-0.3666033659999988,2.058343997
pdhr_ale__pdhR-14_46__1,14.558608754461472,-1.124824807000001,1.3923622990000009,-0.3802087294999996,-0.3388146349999985,-4.851608785
pdhr_ale__pdhR-14_46__2,13.905309356311214,-1.181267665,1.3829845070000006,-0.3273251774999997,-0.20211772399999892,-4.8555074220000005
pdhr_ale__pdhR-15_51__1,3.5174428626573087,-1.3757046910000008,1.6679646310000005,-0.9761005144999996,-0.1791195529999987,2.013723042999999
pdhr_ale__pdhR-15_51__2,3.9587843995013134,-1.3769132070000012,1.823521318000001,-0.7803540804999995,-0.2251003729999983,2.022892078
pdhr_ale__pdhR-16_49__1,5.800610537908843,-1.4417818780000022,1.7122421599999995,-0.5638357965000003,-0.2444539679999993,1.6926241780000002
pdhr_ale__pdhR-16_49__2,14.86244245538088,-1.4356569600000009,1.6044932240000014,-0.5128694395000002,-0.4627653259999986,1.0390978959999997
tcs__del_atoC_LiAcet__1,14.773780877936677,-1.5293521880000007,0.08088165499999977,-0.5654890544999995,-0.09281055099999858,-0.4238531940000003
tcs__del_atoC_LiAcet__2,15.313328857015442,-1.4608699120000015,0.08869529400000076,-0.4132689664999996,-0.1667981179999991,-0.4284159580000004
tcs__del_atoC_LiCl__1,14.757423168377448,-1.573940725,0.3266621780000021,-0.3804213774999994,-0.0030430119999991234,-0.07313400900000032
tcs__del_atoC_LiCl__2,14.978588235442745,-1.5873975410000014,0.17252443000000106,-0.19101789249999968,-0.1022554489999994,-0.21597180599999974
tcs__del_atoC_m9__1,14.154748330895355,-1.6109603370000016,0.4685889690000007,-0.4846049565000001,-0.04154666799999873,-0.18498794700000065
tcs__del_atoC_m9__2,14.549207022168895,-1.537168137000002,0.3947822600000004,-0.4006434665000001,-0.06039296099999891,-0.2651482989999998
tcs__del_baeR_etoh__1,8.169811055448394,-0.7947728310000013,0.623438579000001,-1.4537137614999995,-0.1870179519999988,-3.571465031
tcs__del_baeR_etoh__2,8.845502800723594,-0.7115958160000009,0.6830952490000008,-1.1451116345,-0.08784686999999812,-3.1619824640000003
tcs__del_baeR_lb__1,6.896803283885469,-1.9598796140000017,0.3969496840000009,-0.3820145015000005,-0.35725938699999915,-1.6002905910000005
tcs__del_baeR_lb__2,7.684774490283666,-1.9921486990000008,0.433695053000001,-0.3027732245000001,-0.583835581999999,-1.221646087
tcs__del_btsR_01xlb__1,-1.365256525982432,-0.9138769640000016,-0.4477717799999992,-1.5646758445,-0.7584250059999986,-2.087285561
tcs__del_btsR_01xlb__2,-2.018764951240026,-0.8770422170000014,-0.3833607849999998,-1.6569003935,-0.9536326179999984,-2.381581365
tcs__del_btsR_lb__1,24.14379398319141,-1.810002138000001,0.7463663790000012,0.2682209975000003,0.1944697950000016,-0.19304440800000044
tcs__del_btsR_lb__2,24.46819138396757,-1.9117865330000023,0.6575106840000009,0.5264552055000005,0.004806268000001168,-0.8000608930000004
tcs__del_btsR_pyruvate__1,-0.8900019589570767,-0.7551962090000011,-0.5336693209999996,-1.4637153035,-0.9805344539999991,-1.967362326
tcs__del_btsR_pyruvate__2,-1.2596296178558029,-0.8057040050000008,-0.2659743839999997,-1.4390991645,-1.0219763059999982,-2.2057333660000005
tcs__del_cpxR_etoh__1,9.795222450027186,-1.2727007130000008,0.713541621000001,-1.1978485065000006,-0.10708447499999796,-3.257297788
tcs__del_cpxR_etoh__2,9.776301073131211,-1.2851437090000015,0.9184691770000004,-1.067277462499999,-0.2859556159999972,-2.512450325
tcs__del_cpxR_lb__1,6.354411086839487,-1.7675928730000017,0.32756303499999984,-0.5703100065000006,-0.4250243329999988,-1.107315387
tcs__del_cpxR_lb__2,6.965582649508789,-1.6631403190000018,0.4018881590000012,-0.2487453894999998,-0.3657022359999989,-1.1485262230000002
tcs__del_cusR_CuSO4__1,5.807881705230437,-1.0926421110000015,1.3157551000000005,-0.3636793205000002,-0.06538310799999891,-2.2267884130000004
tcs__del_cusR_CuSO4__2,5.725039920346087,-1.0322193899999998,1.1404455170000007,-0.18071320550000006,0.1068039340000011,-2.7863043760000004
tcs__del_cusR_lb__1,17.308037671405387,-1.8242592770000008,-0.11914320299999925,-0.4904922565000005,-0.0970403409999987,-1.1251457480000004
tcs__del_cusR_lb__2,17.29550141394278,-1.8247372120000012,-0.07375017000000028,-0.5804042374999998,-0.05749248599999834,-0.6361210179999999
tcs__del_kdpE_01-kcl__1,-1.289270050401231,-0.4977526880000021,-0.02120335299999976,-0.4611358805000005,-0.5061009249999984,-1.5068252110000002
tcs__del_kdpE_01-kcl__2,-1.354771276918253,-0.4884508090000015,-0.08548414199999943,-0.4103342555000005,-0.4904704729999994,-1.6404222970000002
tcs__del_kdpE_115-kcl__1,-2.6280666850872145,-0.6295196410000017,-1.3763288929999993,-0.6257547715000005,-0.23017743799999835,-1.5540002019999999
tcs__del_kdpE_115-kcl__2,-2.005326568600056,-0.5103477260000009,-1.205690044999999,-0.4813081514999995,-0.17182855599999858,-2.134795236
tcs__del_phoB_m9__1,4.977021105455393,-1.3300138630000014,0.4245360670000009,-0.5446831014999995,-0.23313406899999836,-0.24288224699999986
tcs__del_phoB_m9__2,5.0024654090180025,-1.3406291760000002,0.27858478800000075,-0.5484098884999984,-0.21315042799999875,-0.3502330259999997
tcs__del_phoB_m9p__1,6.758142732587305,-2.154292839000002,1.1557208700000006,-2.4385274455,-1.0030488859999984,-3.4544445070000003
tcs__del_phoB_m9p__2,6.857852879950679,-2.186921256000001,1.223192967000001,-2.4518684995,-1.2428085569999991,-3.1569053860000005
tcs__del_rcsB_etoh__1,4.588826571299363,-0.3636075890000008,1.3193350500000005,-1.5638156055000003,-0.8152339479999986,-2.5324602640000005
tcs__del_rcsB_etoh__2,4.691110092398383,-0.26936122900000115,1.2414231750000004,-1.6198489715000006,-0.7598192359999985,-1.961429523
tcs__del_rcsB_lb__1,8.578254324975948,-1.5861596310000008,0.9353603680000004,-0.4140866384999997,-0.4630478189999989,-0.6621568990000002
tcs__del_rcsB_lb__2,8.810879079773185,-1.5541120410000016,0.9602966970000004,-0.31566760950000017,-0.15517534199999886,-0.5722677059999999
tcs__del_zraR_lb__1,5.717491009759826,-0.9824707280000008,0.6329040940000015,-1.1970788515000006,-0.4252870339999984,-0.044089222000000206
tcs__del_zraR_lb__2,5.957204986794841,-0.9951957260000004,0.5665868090000012,-1.2487042324999995,-0.4966181979999993,-0.07017304699999992
tcs__del_zraR_zncl2__1,4.338730071964751,-1.3584999920000005,0.43921934100000026,-0.4872285585,0.03813904200000096,-1.765479581
tcs__del_zraR_zncl2__2,4.481912032444571,-1.3886336390000018,0.4704280460000003,-0.4377521274999996,0.014362748000001703,-1.4777112860000003
tcs__wt_01-kcl__1,-2.354212531712076,-0.9898353210000009,-0.6913524659999997,-0.11596214849999953,-0.2061312009999972,-0.7149477610000003
tcs__wt_01-kcl__2,-2.333261593553136,-1.0465266270000004,-0.3789108089999997,-0.3606601305000003,-0.02831016199999858,-0.9823030270000004
tcs__wt_01xlb__1,-1.68792229624454,-0.627626621000001,-0.20215372799999895,-1.2507584405000003,-0.9938982289999982,-1.390078173000001
tcs__wt_01xlb__2,-1.5452354305032518,-0.5947041530000003,-0.3852614959999992,-1.3054678684999999,-0.7234445289999982,-1.072624084
tcs__wt_115-kcl__1,-2.4246723928816,-0.6038745640000016,-1.3355050359999998,-0.6241446924999998,-0.3705343399999981,-0.7264860200000003
tcs__wt_115-kcl__2,-2.981031754768279,-0.6195910710000003,-1.4771863539999996,-0.7729185295000001,-0.2169668599999985,-0.8707352970000004
tcs__wt_CuSO4__1,3.3607097464704854,-0.914868342000002,0.779256128000001,-1.0277409524999994,-0.20094153499999834,-1.4084528500000006
tcs__wt_CuSO4__2,3.2494880221042064,-0.9852227830000012,0.6184668699999998,-0.8030274405000002,-0.2223440859999988,-1.6657687630000004
tcs__wt_etoh__1,8.42683700118989,-0.4921995730000006,1.6451375000000006,-0.7731925864999996,-0.17699360599999725,-2.130219255
tcs__wt_etoh__2,8.3057814239456,-0.5109897880000016,1.6321730630000006,-0.6362122115000002,-0.04052624699999896,-1.6984154430000005
tcs__wt_lb__1,6.115799883850104,-1.3424401160000006,1.717339815,-0.5131804205000003,-0.6714463379999991,0.9329411929999996
tcs__wt_lb__2,5.826995197585576,-1.3812576320000003,1.580376023000002,-0.4637121334999996,-0.6012241359999981,1.0387233159999996
tcs__wt_LiAcet__1,10.347696416012518,-1.6471715220000007,-0.12562574799999915,-0.3308512255,-0.04318372799999892,1.0383495429999998
tcs__wt_LiAcet__2,10.460315210868371,-1.672436319000001,0.14682996300000095,-0.5648129184999995,-0.02821262299999905,1.1823322250000006
tcs__wt_LiCl__1,9.454988606009357,-1.5925883790000022,0.1866622910000002,-0.4023529274999991,-0.010141136999998857,1.0851820339999998
tcs__wt_LiCl__2,9.573203168327211,-1.6184163230000017,0.3753278050000004,-0.6673889215000006,-0.09314258299999878,1.107320735
tcs__wt_m9p__1,10.975396653688774,-1.822635071,0.94167719,-1.9433092615,-0.8740437719999985,-1.3463682769999998
tcs__wt_m9p__2,10.329895514825196,-1.7440959740000022,0.9674054410000004,-1.9217833885,-0.7063498129999983,-1.6293024770000004
tcs__wt_pyr__1,-0.5681919353331056,-0.5684677490000016,-0.3438373629999996,-1.2674985455000003,-0.987374213999999,-1.226769354
tcs__wt_pyr__2,-0.828658745726964,-0.5462287930000009,-0.4117034699999991,-1.2846637915000008,-1.0096580599999987,-1.4464084259999999
tcs__wt_zncl2__1,4.190812248442371,-1.0341375050000003,0.5094027930000005,-0.8197582784999984,-0.07904777299999832,-0.6832691759999996
tcs__wt_zncl2__2,4.381211006199812,-1.0302515140000017,0.3773130510000007,-0.9198018515000008,-0.06501276399999956,-0.68695781
ros_tale__0_0_0pq__1,1.1960636796398718,-0.6543361290000007,-0.04407017099999866,-0.7388326664999996,-0.5174811459999988,1.4008117779999996
ros_tale__0_0_0pq__2,1.5822679484434452,-0.677531934000001,-0.13683932299999935,-0.6087178795000003,-0.6252150309999989,1.4227051829999997
ros_tale__0_0_250pq__1,-0.447115576878495,-0.2756863840000019,0.062343982000000686,0.7133759504999997,0.6608536800000016,-0.4867208740000004
ros_tale__0_0_250pq__2,-0.083877429108796,-0.2388917940000006,0.030346123000001057,0.7126471465000002,0.5810729110000006,-0.5845712690000004
ros_tale__1_mid_250pq__1,2.93895196211922,-0.4448806110000003,0.32875265300000045,-0.7243672665000007,-0.30375767099999873,1.9345258309999995
ros_tale__1_mid_250pq__2,2.895191583122961,-0.5664061580000013,0.4188704690000007,-0.6857966614999995,-0.24309817899999955,1.9303242959999996
ros_tale__1_0_0pq__3,1.1534901717940491,-0.7177004590000013,0.6407506530000004,-0.8161099874999991,-0.6706095119999986,1.7814698800000004
ros_tale__1_0_0pq__4,1.002469446290056,-0.6418674300000013,0.7333200080000006,-0.8836127894999999,-0.7381641679999991,2.017093790999999
ros_tale__1_0_250pq__1,0.4165076309004253,-0.6791878660000013,0.519243255000001,-1.1952573895,-0.19203524799999894,1.6321192909999995
ros_tale__1_0_250pq__2,0.4291149311896884,-0.6098498250000013,0.1877650940000013,-1.0507179024999995,-0.22413343499999794,1.6889142890000013
ros_tale__1_0_750pq__1,-0.5329564398387111,-0.36624948600000096,0.13303321900000142,-2.5402709905000003,-0.34576769699999765,0.8565268219999993
ros_tale__1_0_750pq__2,1.233937429287896,-0.16303300300000068,0.17491141200000104,-1.7915617565000002,-0.20516241199999907,-0.14444640000000053
ros_tale__1_1_0pq__1,7.287716462984304,-0.029437925000001638,0.7493539920000005,-1.7465379134999999,-0.2738788859999985,0.700362200999999
ros_tale__1_1_0pq__2,7.51870596761631,0.023303833999998247,0.9435800860000008,-1.6270249324999997,-0.5593681179999983,0.6526416880000001
ros_tale__1_1_250pq__1,7.277954047463336,-0.12311351100000145,0.4814482500000006,-1.8696774365,-0.10602626599999887,0.4728336940000002
ros_tale__1_1_250pq__2,8.259889911357364,-0.2588717060000008,0.4923679510000003,-1.8244539364999997,-0.267926651999999,0.08240323199999988
ros_tale__1_1_750pq__1,9.228010279859191,-0.12083388000000105,0.3065521460000005,-1.8934433284999999,-0.2366205889999993,-0.35080636700000056
ros_tale__1_1_750pq__2,8.91155524314386,-0.1400300820000009,0.4366753150000005,-1.7726852084999996,-0.1933561829999988,-0.09833269300000058
ros_tale__1_2_0pq__1,8.630347903094778,-0.7469103590000009,0.6134263210000004,-2.2244668655,-0.3993626659999983,1.4166037419999995
ros_tale__1_2_0pq__2,8.535449684329405,-0.4607050050000012,0.596874757000001,-2.3924394714999995,-0.3661521779999983,1.869598019
ros_tale__1_2_250pq__1,13.301979449268568,-0.5614698010000012,0.5554992110000008,-2.1940850795,-0.4641063039999995,1.5243275589999996
ros_tale__1_2_250pq__2,12.895153304368211,-0.6291280470000018,0.2813953230000008,-1.8264850234999999,-0.3673770449999978,1.11650689
ros_tale__1_2_750pq__1,10.109083409367344,-0.5068758120000005,0.4265214670000006,-1.7433209995,-0.16992344599999853,1.3884233219999995
ros_tale__1_2_750pq__2,9.456213002871042,-0.4695970820000017,0.700414459000001,-2.1714816835,-0.13804096799999854,1.4351920729999996
ros_tale__1_3_0pq__1,9.999128131543468,-1.7787047730000012,0.6494614849999998,-1.7995051445000003,-0.5174040099999989,0.2232683759999992
ros_tale__1_3_0pq__2,8.774713239540677,-1.874588590000001,0.5500920790000015,-1.6596569795000002,-0.698790666999999,0.37018481299999983
ros_tale__1_3_250pq__1,8.809928391781689,-0.8703407090000024,1.1385341900000006,-2.1305453955,-0.6313895859999983,0.9031894740000012
ros_tale__1_3_250pq__2,9.536291601659942,-0.9554763430000008,1.0703833240000007,-1.6237211205000002,-0.5966693579999989,0.1936185850000003
ros_tale__1_3_250pq__3,9.5073341632049,-1.0004178030000013,1.5617586840000008,-1.571112017499999,-0.01806953099999831,0.395490144
ros_tale__1_3_250pq__4,9.648528300765369,-0.6838976960000007,1.854934506,-1.3911057424999995,-0.1961274349999984,0.6030434329999999
ros_tale__1_3_750pq__1,6.361871327597963,-0.9480534160000004,1.1722384580000007,-2.0511425955,-0.4625281339999994,0.4037278619999993
ros_tale__1_3_750pq__2,7.8926928625241715,-0.9457819960000008,1.1351607570000004,-2.0115204375,-0.5085652689999982,0.17986083599999958
ros_tale__1_4_0pq__1,7.377007829307511,-1.9003157510000008,1.1868398000000004,-0.8314362334999998,-0.23483227999999826,0.2903706750000001
ros_tale__1_4_0pq__2,6.817660252061254,-1.9069165040000016,1.0432991440000017,-0.9146237704999997,0.01306669000000138,0.4927540279999994
ros_tale__1_4_250pq__1,13.8800869399594,-1.4960609020000015,1.2702448370000008,-0.4885653424999994,0.07577622400000282,0.3055919969999996
ros_tale__1_4_250pq__2,13.1625505182818,-1.7788410200000015,0.7608017290000015,-0.7313105465000005,0.06837672200000089,-0.15735230399999978
ros_tale__1_4_750pq__1,4.238793909597793,-1.3624810130000018,1.3323804710000005,-1.2248396305,-0.118729414999998,-0.6223631980000004
ros_tale__1_4_750pq__2,15.754388194120477,-1.310339443000002,0.8383681430000012,-1.248474612499999,0.1112806380000011,-0.002356349000001145
ros_tale__1_4_750pq__3,6.276278542463201,-0.6301287150000014,1.2861149130000005,-1.1090555945,0.34361575600000105,-1.7648034150000005
ros_tale__1_4_750pq__4,17.66260639056188,-0.7915381390000018,0.4741654010000005,-0.9898636015000006,0.17268579500000136,-0.9967113540000004
ros_tale__2_mid_250pq__1,1.00012879835768,-0.674096929000001,0.5432145910000008,0.002900199499999978,-0.2489649159999985,1.130108675999999
ros_tale__2_mid_250pq__2,2.080915601909677,-0.7700295950000005,0.4642122520000002,-0.2337367724999995,-0.2989384959999972,1.29020916
ros_tale__2_0_0pq__1,-2.517375453948975,-1.0332000470000011,-0.6506409069999988,-1.7621037475000003,-0.38221354399999896,-1.5303754510000005
ros_tale__2_0_0pq__2,-1.7474090314025534,-1.2030837790000015,-0.7198957779999997,-1.6079884074999995,-0.5420833859999981,-1.4755490720000002
ros_tale__2_0_250pq__1,-1.7360282919653305,-0.8948849500000016,-1.494039999,-0.8817618314999995,-0.0053696429999989794,1.4265584459999996
ros_tale__2_0_250pq__2,-1.556118864180263,-0.9689770120000016,-1.122601464999999,-1.0448200934999994,-0.0641903329999991,1.3714597050000004
ros_tale__2_0_750pq__1,-3.2477373360562427,-0.641609003000001,-0.628308281999999,-1.2761237974999995,-0.30908811799999913,-1.0066363020000004
ros_tale__2_0_750pq__2,-3.796843039044053,-0.5827253830000014,-0.5534496599999992,-1.2702009665,-0.3726223349999982,-1.979696075
ros_tale__2_1_0pq__1,-3.297300166777948,-0.004000038000000927,-1.671004492999999,-2.2131058125000003,-1.1941982479999993,1.3234099539999995
ros_tale__2_1_0pq__2,0.4402642305300603,-0.2982868750000005,-1.756724384,-2.1104281645,-1.1995774939999988,1.081899625
ros_tale__2_1_250pq__1,5.220385470658927,-0.3908430820000017,-0.7606851269999995,-1.5516010224999992,-0.059713556999998474,-1.1137834330000018
ros_tale__2_1_250pq__2,2.6476933880047624,-0.35773280200000107,-1.093481260999999,-1.6620210774999995,-0.3185224329999983,-0.7836634299999998
ros_tale__2_1_750pq__1,3.9134761588218576,-0.11330932800000147,-1.0069392109999995,-1.6107359365000002,-0.08094294999999807,-0.9310844130000008
ros_tale__2_1_750pq__2,2.4249453409959405,-0.34476941800000205,-0.7281257859999997,-1.8849882575,0.2881704790000015,-0.9780242820000008
ros_tale__2_1_750pq__3,3.774916960570144,-0.2464773900000008,-1.1960046959999993,-2.1288456344999998,0.11126262600000114,-0.5476436740000006
ros_tale__2_2_0pq__1,-0.7849095250992361,-0.8299582590000014,-2.3294870029999992,-2.4249442675,-1.2111591199999987,2.115024469
ros_tale__2_2_0pq__2,2.973919775754296,-0.8454112730000016,-1.5714040539999994,-1.6811806305,-0.6412848149999988,0.1123052229999999
ros_tale__2_2_250pq__1,-0.8612822155045194,-0.6476073540000016,-2.1139939819999998,-2.4917287644999995,-0.7426078249999986,1.9214321069999996
ros_tale__2_2_250pq__2,2.9652491553669824,-0.6126834980000009,-1.93045723,-2.3300522655,-0.6414135479999983,0.3266296769999997
ros_tale__2_2_750pq__1,1.8260081439509024,-0.6184409880000015,-1.8318441979999995,-1.8987000375000005,-0.4517803659999986,0.5376027819999996
ros_tale__2_2_750pq__2,1.8853654998172185,-0.6966102150000015,-1.1283853739999996,-1.5359188825,-0.3813745359999992,1.539808261999999
ros_tale__2_3_0pq__1,6.3282852612208345,-0.24007157800000198,-1.5617925209999992,-1.8181148945,-0.4963530809999988,-1.1623105980000004
ros_tale__2_3_0pq__2,3.3212800831531317,-0.5949751230000011,-1.6364570269999978,-2.0019324365,-0.4145405179999989,-1.6662523300000005
ros_tale__2_3_250pq__1,2.8542611108826974,-0.5962753010000004,-1.5655443249999994,-2.3994855025,0.08799493900000144,-1.7821575770000004
ros_tale__2_3_250pq__2,4.225718009696675,-0.16395242800000176,-1.4882251809999998,-3.0048782075,-0.1391747179999987,-1.929613847
ros_tale__2_3_750pq__1,4.231934153989271,-0.10994565100000032,-1.3969231859999995,-2.1174233595,0.32652698100000066,-1.7635199640000003
ros_tale__2_3_750pq__2,2.609560951579668,-0.3576800360000014,-1.680945942999999,-2.5786150995000003,0.2450026430000012,-2.006521052
ros_tale__3_0_0pq__1,7.7052392370639105,-0.021811511000001005,-0.027962001999998883,-2.0453695115,-0.4232563629999984,1.1611846640000012
ros_tale__3_0_0pq__2,10.36523287348207,0.1209169449999994,0.1149623040000014,-2.2734699155,-0.6945711019999985,1.0848906740000013
ros_tale__3_0_250pq__1,14.57939107883041,0.583430697999999,-0.4615934729999998,-1.5536719334999995,0.33757281600000066,0.9954893269999996
ros_tale__3_0_250pq__2,10.248031006690496,0.6844449279999996,-0.4138114259999997,-1.5475424205,0.5512133770000007,1.1178130519999998
ros_tale__3_0_750pq__1,-0.479344859999922,2.044364117999999,-0.13086222899999903,-0.7174491485000001,0.9330008310000012,-3.667618203
ros_tale__3_0_750pq__2,-0.1778381797945787,2.0072407479999987,0.004959072000001008,-0.9698444615,0.8889209590000018,-3.538598843
ros_tale__3_1_0pq__1,0.447132790196783,0.8087902079999996,-1.7606331029999989,-2.1821245595,-0.8899165449999984,0.5807143720000001
ros_tale__3_1_0pq__2,6.678460732537487,-0.15626136300000049,-1.5855482609999996,-1.8952417805,-0.9428691789999988,1.7854672329999994
ros_tale__3_1_250pq__1,5.834727316736524,0.05210373499999932,-1.3427232289999995,-2.3755801425,-0.635104501999999,1.554847134
ros_tale__3_1_250pq__2,10.81909147806386,-0.1814581300000011,-1.341281810999999,-2.0647630664999994,-0.7994142689999988,2.0001436959999994
ros_tale__3_1_750pq__1,-1.1297544326625852,0.8123256179999991,-1.4595902589999996,-2.5820372785,-0.07286755899999875,1.0990721540000001
ros_tale__3_1_750pq__2,7.5858837560037395,0.1798249719999987,-1.2581222899999993,-2.2520674645,-0.4817424009999982,2.0547169069999995
ros_tale__3_2_0pq__1,-0.0946253498381421,0.5296092979999987,0.14887456900000107,-0.8554140595000002,-1.0219494749999989,1.5669608009999996
ros_tale__3_2_0pq__2,0.2380515477796322,0.4875684279999994,0.09972493800000047,-1.0307259295,-0.8659000839999988,1.6341993359999991
ros_tale__3_2_0pq__3,0.2390830948129028,0.3922573579999984,0.5592668230000006,-1.0543742515000003,-0.8653721279999989,1.6683898330000002
ros_tale__3_2_0pq__4,-0.4697129544145176,0.3502411479999985,0.47280730600000004,-0.9881753884999984,-0.8226591179999989,1.5710511459999994
