,PSPTO_2958
SRX1828913,0.42817453520000004
SRX1828914,-0.34134855540000003
SRX1828915,-0.2305877027
SRX1828916,-0.6649800066
SRX1828917,-0.1975868325
SRX1828918,-0.3045043222
SRX3983989,-0.0107826555
SRX3983990,0.10469818680000001
SRX3983993,0.45362627390000004
SRX3983994,0.347423201
SRX3983995,-0.0653090628
SRX3983996,0.24607278870000002
SRX3983997,0.3648141368
SRX3983998,-0.34457777440000004
SRX3983999,0.09446004620000001
SRX3984000,-0.1215222007
SRX3984001,0.7942848226
SRX3984002,0.2732475689
SRX3984003,0.7097174569
SRX3984004,-0.0266897587
SRX3984005,0.6372061026
SRX3984006,1.1619754892
SRX3984007,0.6642898627
SRX3984008,-0.0487284599
SRX3984009,0.22083035680000002
SRX3984010,0.5397827434
SRX3984011,0.1886509805
SRX3984012,0.2211367415
SRX3984013,0.0039900444
SRX3984014,0.1680769972
SRX3984015,1.1389680892
SRX3984016,0.6176270012
SRX3984017,0.7160210076
SRX3984019,0.4743852128
SRX3984020,0.4668881522
SRX3984021,0.5091963636
SRX3984022,0.5982898355
SRX3984023,-0.18664928090000002
SRX3984024,-0.40707938450000003
SRX3984025,0.6021761042
SRX3984026,-1.9519195665
SRX3984027,0.4167975004
SRX3984028,0.1194121957
SRX3984029,0.0383326788
SRX3984031,0.5689086015
SRX3984032,0.5079547524
SRX3984034,0.125497257
SRX3984035,0.0031040895
SRX3984036,0.9109016461
SRX3984037,0.5386272942
SRX3984038,1.0877102956
SRX3984039,0.5054581056
SRX3984040,0.39471374540000004
SRX3984041,0.4704434175
SRX3984042,-0.5591189423
SRX3984043,0.0361758581
SRX3984045,-0.7047804933
SRX3984046,0.0873156197
SRX3984047,1.0833193732
SRX3984048,0.5445815704
SRX3984049,0.8292832652000001
SRX3984050,0.5101152563
SRX3984051,0.5849631366
SRX3984052,0.34699569490000004
SRX3984056,0.4140413559
SRX3984057,0.0969391463
SRX3984058,0.3123950546
SRX3984059,0.2919837684
SRX3984061,0.3136494624
SRX3984062,0.1791360174
SRX3984063,-0.0402539956
SRX3984064,-0.1248852109
SRX3984065,0.153987483
SRX3984066,-0.1460407176
SRX3984067,0.09329171950000001
SRX3984068,0.26019335720000003
SRX3984069,0.8676282309000001
SRX3984070,0.8425832025000001
SRX3984071,0.7968342356
SRX3984073,0.12106202370000001
SRX3984074,-0.16258489850000002
SRX3984077,0.3880226115
SRX3984078,0.47512849430000004
SRX3984079,0.3167861871
SRX3984080,-0.0261635959
SRX3984082,0.3431528366
SRX3984084,-0.1754648281
SRX6997963,0.2001962858
SRX6997964,-0.0087706921
SRX6997965,-0.3417621742
SRX6997967,0.2215014159
SRX6997968,-0.5686050011
SRX6997969,-1.44430752
SRX6997971,-0.42169770170000004
SRX6997972,-2.7010216403
SRX6997973,0.1736226146
SRX3159100,0.5952698736
SRX3159101,0.5450872041
SRX3159102,0.0432885265
SRX3159103,-1.1836456042
SRX3159000,0.3604194636
SRX3159001,-1.0063408906
SRX3159002,1.0101424683
SRX3159003,0.2650119472
SRX3159004,-1.5071623588
SRX3159005,0.5553299389
SRX3159006,-1.5071623588
SRX3159007,0.0694038208
SRX3159008,0.5004629957
SRX3159009,-1.5071623588
SRX3159010,0.9041061567
SRX3159012,0.7368923626
SRX3159013,0.0948876871
SRX3159014,-1.5071623588
SRX3159015,0.9813258682
SRX3159016,-1.5071623588
SRX3159017,-1.5071623588
SRX3159018,-1.5071623588
SRX3159019,-1.5071623588
SRX3159020,-1.5071623588
SRX3159021,0.7912866369
SRX3159022,-1.5071623588
SRX3159023,0.9948376308
SRX3159024,0.6993280712000001
SRX3159025,-1.5071623588
SRX3159026,1.0641544894
SRX3159027,0.3264939665
SRX3159028,0.8194835741000001
SRX3159029,0.1698737779
SRX3159030,0.4949552542
SRX3159034,0.4227490792
SRX3159036,-0.7750197496
SRX3159037,0.2562737457
SRX3159041,0.3012965556
SRX3159042,0.6950467050000001
