,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-0.5917355530453067,0.6676154609859656,2.0,0.0,-0.11966013335714748,1.0,-1.063810972733466,,
1,Chrom__sac_sta,6.373889779553828,1.2160278824268898,2.0,2.0,5.514028217777857,3.0,7.2337513413298,,
2,Chrom__sac_MW001,-3.608224830031759e-15,1.1504978117918268,2.0,4.0,-0.8135248044582886,5.0,0.8135248044582813,,
3,Chrom__sac_fadR,0.6026731548063925,0.9328425340172586,2.0,6.0,-0.05694612677645362,7.0,1.2622924363892387,,
4,FadR__wt_p,-6.661338147750939e-15,0.7081791951204428,2.0,8.0,-0.500758311164903,9.0,0.5007583111648897,,
5,FadR__ko_p,1.0620435950563696,0.9878264681117622,2.0,10.0,0.3635448008189856,11.0,1.7605423892937535,,
6,GDGT__75_2.4_log,7.84557604068444e-15,1.2248051392252932,3.0,12.0,0.5328857727570334,27.0,0.8680932276203184,50.0,-1.4009790003773284
7,GDGT__80_3.5_stat,13.510455896370617,2.623276954367698,3.0,13.0,12.110508157146585,20.0,11.8841254598142,42.0,16.53673407215107
8,GDGT__80_2.4_log,9.901648909945438,5.190739511453672,3.0,14.0,14.15532498545869,37.0,4.117837183574012,41.0,11.431784560803615
9,GDGT__75_3.5_stat,12.396626027550893,1.8001129808776561,3.0,15.0,11.642310672148255,24.0,11.096386017648852,28.0,14.451181392855565
10,GDGT__80_1.6_stat,12.22882086834653,1.1612615713214731,3.0,16.0,11.895983755198722,17.0,13.520158546062744,33.0,11.270320303778119
11,GDGT__75_2.4_stat,13.04096677422934,0.40752355291193104,3.0,18.0,13.405976820499866,26.0,13.115660498698249,31.0,12.601263003489905
12,GDGT__80_2.4_stat,12.041556849893174,0.016715342596102977,3.0,19.0,12.059634330816236,29.0,12.038375258116146,30.0,12.026660960747142
13,GDGT__80_1.6_log,11.628391514818468,2.0392775913836343,2.0,21.0,13.070378528407606,39.0,10.186404501229331,,
14,GDGT__65_3.5_stat,13.42201218990912,2.0350396755630022,3.0,22.0,11.11844799570674,23.0,14.975765036576895,34.0,14.171823537443727
15,GDGT__75_1.6_stat,13.677556692943462,2.434884824977303,3.0,25.0,15.052159000410555,32.0,15.114288373968918,38.0,10.866222704450914
16,GDGT__75_1.6_log,5.544497306771852,0.8297121296409511,2.0,35.0,6.1311923800737,36.0,4.957802233470003,,
17,GDGT__65_2.4_stat,15.411352066268954,0.14535854997834471,3.0,40.0,15.38095292431868,46.0,15.569506270531447,49.0,15.283597003956736
18,GDGT__65_2.4_log,5.4596861768420055,3.975340962818076,3.0,43.0,2.505615612080521,44.0,9.979489293689694,47.0,3.8939536247558015
19,GDGT__80_3.5_log,9.639084847615159,5.817221943662996,3.0,45.0,2.9221844279340954,51.0,13.047612057171696,52.0,12.947458057739684
20,GDGT__65_1.6_log,6.40361921933306,1.7301313318221359,3.0,48.0,6.037742832608164,53.0,8.287426389889369,54.0,4.885688435501648
21,NutLim__t0,4.884981308350689e-15,3.4669737219048584,2.0,55.0,2.4515206289544937,56.0,-2.451520628954484,,
22,NutLim__t05,7.3360995308736285,0.7885938853639511,3.0,57.0,7.305760982974991,58.0,8.139424877829407,59.0,6.563112731816488
23,NutLim__t1,6.758412062623635,0.6302192748286556,3.0,60.0,7.44997602246587,61.0,6.216464842532267,62.0,6.608795322872768
24,NutLim__t15,6.076669310371114,0.8145481641197538,3.0,63.0,6.912469528370719,64.0,5.285182252503018,65.0,6.032356150239604
25,NutLim__t2,5.100129524495586,0.43853754428069847,3.0,66.0,5.01640878118824,67.0,4.709487519740997,68.0,5.5744922725575226
26,NutLim__t4,1.5087714930984653,0.003939213963081955,2.0,69.0,1.5059860481926253,70.0,1.5115569380043052,,
27,UV_irr__wt0,-1.5404344466674047e-15,0.20290056289978436,3.0,71.0,-0.182338476716648,72.0,0.21857861146932592,73.0,-0.03624013475268255
28,UV_irr__wt1,-0.5979432995647141,0.6145314837727126,3.0,74.0,-0.133546402213717,75.0,-0.3654907116052265,76.0,-1.294792784875199
29,UV_irr__wt2,-1.4833925645749364,0.40291626271647535,3.0,77.0,-1.0371674963506954,78.0,-1.5924704279609332,79.0,-1.8205397694131804
30,UV_irr__mut0,-0.45016944659091956,0.22385897349502146,3.0,80.0,-0.6463931548595684,81.0,-0.20633514309061765,82.0,-0.4977800418225727
31,UV_irr__mut1,-1.5026739825812045,0.3961779502431655,3.0,83.0,-1.6903760123526144,84.0,-1.0475295560843194,85.0,-1.7701163793066799
32,UV_irr__mut2,-1.8799891852843196,0.04327980924391182,3.0,86.0,-1.8375842122155308,87.0,-1.9240937586770304,88.0,-1.8782895849603976
33,YtrA__overexpr,0.138285297863064,0.9747096654017612,3.0,89.0,1.2191076874671265,90.0,-0.6740195405306048,91.0,-0.13023225334732966
34,YtrA__wt,-6.032645447999012e-15,0.4621103087064745,3.0,92.0,-0.4635624366004648,93.0,0.460644360685749,94.0,0.002918075914697725
