,-0.2962152495225,-0.2613663966375,-0.2265175437525,-0.1916686908675,-0.1568198379825,-0.12197098509749998,-0.08712213221249998,-0.05227327932749998,-0.017424426442499974,0.01742442644250003,0.05227327932750003,0.08712213221250004,0.12197098509750004,0.15681983798250004,0.19166869086750005,0.2265175437525001,0.26136639663750005,0.2962152495225,0.33106410240750006,0.3659129552925001
thresh,-0.10454655865500001,0.10454655865500001,3,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,0,1,42,1930,1908,20,5,1,2,0,0,0,0,0,0
dhaR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
mlc,1,0,0,0,0,0,0,0,1,3,1,0,4,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['mtlD'],['galP' 'mtlA'],[],[],[],[],[],[]
dhaR_genes,[],[],[],[],[],[],[],[],['dhaR'],[],[],[],[],[],[],['dhaM' 'dhaK' 'dhaL'],[],[],[],[]
mlc_genes,['ptsI'],[],[],[],[],[],[],[],['malT'],['ptsH' 'crr' 'ynfK'],['mlc'],[],['manZ' 'manX' 'ptsG' 'manY'],[],[],[],[],[],[],[]
