,0
name,CpxR
TF,CpxR/ParB
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=CpxR&e1=1&assembly=complete"" target=""_blank"">CpxR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=ParB&e1=1&assembly=complete"" target=""_blank"">ParB</a>"
function,Various stress response
category,Stress Response
has_venn,True
scatter,1
exp_var,0.0027434994915518374
precision,0.33333333
recall,0.5555555600000001
