,SP5448_07225
SRX1726505,0.221675748
SRX1726506,-0.2652214563
SRX1726507,0.0435457084
SRX1726508,0.2138727028
SRX1726509,0.23873609680000002
SRX1726510,0.303109581
SRX1726511,-0.1001113002
SRX1726512,0.16207837690000002
SRX1726513,0.1696768267
SRX1081650,0.2132087761
SRX1081651,0.0784824216
SRX1081652,0.0903239431
SRX1081653,-0.1080117834
SRX1081654,-0.0558142431
SRX1081655,-0.0094938985
SRX1081656,0.0847807713
SRX1081657,0.0747851706
SRX1081658,0.1538241338
SRX1081659,0.032661144
SRX1081660,0.0882728509
SRX1081661,-0.3584663607
SRX1081662,-0.0012816499
SRX1081663,0.0429318185
SRX1081664,0.0474924554
SRX1081665,-0.0965815802
SRX1081666,0.14806018840000001
SRX1081668,0.1231610258
SRX1081669,-0.1595491259
SRX1081670,-0.2539720642
SRX1081671,-0.1348139935
SRX1081672,-0.16345992950000002
SRX1081673,0.1383735518
SRX1081674,-0.15719961600000001
SRX1081675,-0.5278166121
SRX1081676,-0.4493525554
SRX1081677,-0.3025371025
SRX1081678,0.0874720684
SRX1081679,-0.1441548454
SRX1081680,-0.22837131
SRX1081681,-0.0883708972
SRX1081682,-0.0354483575
SRX1081683,-0.1486301539
SRX1081684,0.21134999740000002
SRX1081685,-0.1148329208
SRX1081686,-0.1947812462
SRX1081687,-0.1308527761
SRX1081688,-0.7277347592000001
SRX1081689,-0.11252995730000001
SRX1081690,0.1726977857
SRX1081691,0.18818270450000002
SRX1081692,0.3000797161
SRX1962715,-0.1690333562
SRX1962716,0.0896293177
SRX1962717,0.0794040385
SRX1962718,0.24916637900000002
SRX1962719,-0.990990213
SRX1962720,-0.8837397026
SRX1962721,-0.6712530176
SRX4892146,0.0657882548
SRX4892147,0.0383460533
SRX4892148,-0.0185434243
SRX4892149,-0.0855908838
SRX4892150,-0.1189553617
SRX4892151,-0.1382488691
SRX4892152,-0.142320883
SRX4892153,-0.0247493004
SRX4892154,0.19484845720000002
SRX4892155,0.0907127648
SRX4892156,-0.012380413100000001
SRX4892157,0.015670083300000002
SRX4892158,-0.1373457053
SRX4892159,-0.12446466240000001
SRX4892160,-0.016207248900000002
SRX4892161,-0.1005624187
SRX7620814,-0.9753519367000001
SRX7620815,-0.9390704934
SRX7620816,-0.7708177811
SRX7620817,-0.4398410954
SRX7620818,-0.17475456250000002
SRX7620819,-0.7937646099000001
SRX7620856,0.9513122233
SRX7620857,0.9252901394
SRX7620858,0.5490198582
SRX7620859,0.6118204872
SRX7620860,1.0183021134
SRX7620861,0.6893074717000001
SRX7620862,1.2649923122
SRX7620863,1.2122210384
SRX7620864,0.44939139050000004
SRX7620865,1.660146084
SRX7620866,0.9708565086000001
SRX7620867,1.2576268316
SRX2161502,0.21102082830000002
SRX2161503,-0.1694896623
SRX2161504,-0.041531166
SRX2161505,0.0097981577
SRX2161506,-0.0652274464
SRX2161507,-0.1221710782
SRX2161508,0.09715087230000001
SRX2161509,0.0467157656
SRX2161510,0.0839681322
SRX2161511,-0.1835331151
SRX2161512,-0.12532821460000002
SRX2161513,-0.19147848110000001
SRX2161514,-0.2704900967
SRX2161515,-0.3731314656
SRX2161516,-0.46186764620000004
SRX2161517,-0.3529325936
SRX2161518,-0.5229318172
SRX2161519,0.0690155826
SRX2161520,-0.1917771579
SRX2161521,-0.3503886923
SRX2161522,-0.1997805252
SRX2161523,-0.6152311161
SRX2161524,-0.8111175151000001
SRX2161525,-0.6677552118
