,iModulon,Gene
0,0,ABUW_0044
1,0,ABUW_0159
2,0,ABUW_0307
3,0,ABUW_0698
4,0,ABUW_0952
5,0,ABUW_1003
6,0,ABUW_1175
7,0,ABUW_1176
8,0,ABUW_1177
9,0,ABUW_1183
10,0,ABUW_1184
11,0,ABUW_1185
12,0,ABUW_1186
13,0,ABUW_1187
14,0,ABUW_1188
15,0,ABUW_1336
16,0,ABUW_1355
17,0,ABUW_1364
18,0,ABUW_1645
19,0,ABUW_1646
20,0,ABUW_1800
21,0,ABUW_2144
22,0,ABUW_2165
23,0,ABUW_2183
24,0,ABUW_2184
25,0,ABUW_2189
26,0,ABUW_2358
27,0,ABUW_2828
28,0,ABUW_2984
29,0,ABUW_2986
30,0,ABUW_2987
31,0,ABUW_3125
32,0,ABUW_3126
33,0,ABUW_3329
34,0,ABUW_3403
35,0,ABUW_3424
36,0,ABUW_3425
37,0,ABUW_3426
38,0,ABUW_3632
39,0,ABUW_3633
40,0,ABUW_4030
41,1,ABUW_1551
42,1,ABUW_3165
43,1,ABUW_3166
44,1,ABUW_3167
45,1,ABUW_3168
46,1,ABUW_3169
47,1,ABUW_3170
48,1,ABUW_3171
49,1,ABUW_3172
50,2,ABUW_1487
51,2,ABUW_1488
52,2,ABUW_1489
53,2,ABUW_1490
54,2,ABUW_1491
55,2,ABUW_1492
56,3,ABUW_0038
57,3,ABUW_0106
58,3,ABUW_0437
59,3,ABUW_1115
60,3,ABUW_1116
61,3,ABUW_1117
62,3,ABUW_1118
63,3,ABUW_1538
64,3,ABUW_1662
65,3,ABUW_1791
66,3,ABUW_2143
67,3,ABUW_2160
68,3,ABUW_2270
69,3,ABUW_3039
70,3,ABUW_3059
71,3,ABUW_3411
72,3,ABUW_3412
73,3,ABUW_3413
74,3,ABUW_3414
75,3,ABUW_3619
76,4,ABUW_0143
77,4,ABUW_0307
78,4,ABUW_0698
79,4,ABUW_1168
80,4,ABUW_1169
81,4,ABUW_1170
82,4,ABUW_1172
83,4,ABUW_1173
84,4,ABUW_1174
85,4,ABUW_1175
86,4,ABUW_1176
87,4,ABUW_1177
88,4,ABUW_1178
89,4,ABUW_1179
90,4,ABUW_1180
91,4,ABUW_1181
92,4,ABUW_1182
93,4,ABUW_1183
94,4,ABUW_1184
95,4,ABUW_1185
96,4,ABUW_1186
97,4,ABUW_1187
98,4,ABUW_1188
99,4,ABUW_1355
100,4,ABUW_1364
101,4,ABUW_1598
102,4,ABUW_1655
103,4,ABUW_2074
104,4,ABUW_2075
105,4,ABUW_2076
106,4,ABUW_2165
107,4,ABUW_2166
108,4,ABUW_2167
109,4,ABUW_2168
110,4,ABUW_2178
111,4,ABUW_2182
112,4,ABUW_2183
113,4,ABUW_2184
114,4,ABUW_2185
115,4,ABUW_2186
116,4,ABUW_2187
117,4,ABUW_2188
118,4,ABUW_2189
119,4,ABUW_2828
120,4,ABUW_2916
121,4,ABUW_2984
122,4,ABUW_2986
123,4,ABUW_2987
124,4,ABUW_3425
125,4,ABUW_3426
126,4,ABUW_3464
127,4,ABUW_3633
128,5,ABUW_3312
129,5,ABUW_3313
130,5,ABUW_3314
131,6,ABUW_3260
132,6,ABUW_3261
133,7,ABUW_0178
134,7,ABUW_0179
135,7,ABUW_0280
136,7,ABUW_1018
137,7,ABUW_1019
138,7,ABUW_1020
139,7,ABUW_1021
140,7,ABUW_2123
141,7,ABUW_2169
142,7,ABUW_2335
143,7,ABUW_2336
144,7,ABUW_2337
145,7,ABUW_2379
146,7,ABUW_2380
147,7,ABUW_2381
148,7,ABUW_2382
149,7,ABUW_2414
150,7,ABUW_2415
151,7,ABUW_2420
152,7,ABUW_2421
153,7,ABUW_2422
154,7,ABUW_2423
155,7,ABUW_2424
156,7,ABUW_2896
157,7,ABUW_3853
158,7,ABUW_3854
159,7,ABUW_3855
160,8,ABUW_4004
161,8,ABUW_4005
162,8,ABUW_4006
163,8,ABUW_4007
164,8,ABUW_4008
165,8,ABUW_4009
166,8,ABUW_4010
167,8,ABUW_4011
168,8,ABUW_4012
169,8,ABUW_4013
170,8,ABUW_4014
171,8,ABUW_4015
