,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ABUW_6001,-0.0251077887,-0.0287819277,-0.0082105877,0.0096983794,0.0025052465,0.0162310802,-0.004253723,0.005423694000000001,-0.0083376403,-0.0101206071,-0.0021244116,0.0051192078,0.010010911,0.0022707871000000003,-0.012212186600000001,-0.010924994300000001,0.0043731882,-0.01429651,0.021895509,-0.0231125366,-0.0110721397,0.0165573202,-0.034144955500000004,-0.0080520529,0.0011086963,-0.040978776700000004,0.1576826207,-0.0098368225,-0.0100220545,0.0270578456,-0.0029580219000000002,0.0191627183,-0.012474834,-0.014693696400000001,0.0107830787,-0.0156137071,-0.0022315288000000003,-0.0281375567,0.0380505867,0.011072358000000001,0.0084137744,0.0414542064,-0.0062087161,0.0015270745,-0.0040668596,0.0295130373,0.0002936031,0.0161663862,0.027081090000000002
ABUW_6002,-0.0135242964,-0.0182008746,-0.009543663,0.004204345,0.0079701168,0.0133241469,-0.0097474371,0.0050359433,-0.0072180884,-0.011540676100000001,-0.0085892473,-0.0057127209,0.005751956000000001,0.0048017156,-0.0204417063,-0.0065625797000000005,0.0066516139000000005,-0.0135345277,0.0010989114,-0.0137157509,-0.0052529443,0.018225198800000002,-0.0313037314,-0.0036276131,0.0086456514,0.059590849,0.16231685240000002,-0.0157261631,-0.0101820633,0.007430738500000001,-0.0008490475000000001,0.0017173396,-0.0177213116,-0.0017832637,0.019958417200000002,-0.017539626000000003,-0.0029475185000000003,-0.040302924600000005,0.018058688700000002,0.012477575000000001,0.0127342593,0.0219558151,-0.0056076623,-0.0247899931,-0.001446811,0.0009562396,0.0049317538,-0.043616729900000005,0.027538858200000002
ABUW_6003,-0.0088352165,-0.0035444774,-0.0077150555,0.019909236900000002,-0.0053035499,0.020028716800000002,-0.0030482255,0.00043080850000000003,0.0048265945,-0.0083256391,4.66422e-05,-0.0239529235,0.001829417,0.0046633457,-0.0085931804,0.0097211846,-0.013786878300000001,-0.0063191778,0.018397687000000003,-0.030553729800000002,-0.0110066533,0.0245546381,-0.027583084400000003,-0.0078334372,-0.0005258599,-0.022341208300000002,0.0913780986,-0.0107246812,-0.0057094499,0.0167912637,-0.0172729755,0.0111664369,-0.015143235100000001,-0.013281364200000001,0.0158909135,0.0062714209000000005,-0.0136995538,-0.0043510565000000005,0.0044702093,-0.0028288484000000003,-0.0061169477,0.029705851300000002,0.0073826994000000005,-0.0096510762,-0.0017902779000000001,0.0105277429,-0.0070555907,-0.0111437571,0.0169890641
ABUW_5001,0.006211044000000001,-0.014677058500000001,-0.0059154687,0.0060035908,-0.0013464687,0.0146530605,-0.0024506697,0.0072483152,-0.00040114100000000004,0.010685910600000001,-0.0062209454,-0.0077611633,0.0030910454000000003,-0.016259828900000002,-0.010687122700000001,-0.00026526500000000004,0.000301676,0.0006043383,-0.0151815128,0.0028682749,0.001572838,-0.0092435204,-0.0093229531,0.0081224237,0.0495502182,-0.0095846175,-0.0071957581000000005,0.00022586360000000002,0.0111764966,0.0048745551000000005,0.0086672868,-0.0104439652,0.0018075966,0.007771273800000001,0.0072034828,-0.0048760076,-0.020530186500000002,-0.0135806647,0.0048569739,-0.0153749162,-0.0089256209,0.0204433039,-0.027805893,0.0148470978,0.0031402017000000003,-0.0019997243,0.0007223348,-0.0019468818,0.0102171436
ABUW_5002,0.0014861729,-0.0124852021,-0.0097347384,0.0100622683,-0.0020851394,0.023459803,0.0013863011,0.0061097847,-0.0028851227,0.0170685939,-0.0025754678,0.0075089598,0.012314188200000001,-0.0092654477,-0.0060618401,0.0093000355,0.009301633200000001,0.0002597229,-0.0178392161,-0.008614498600000001,0.0114845408,-0.0046472074000000006,-0.0071729204,0.0087568692,0.0172341461,-0.0198897333,0.0056831668,-0.0137150519,0.0086599213,-0.0058431279,-0.0006801609000000001,-0.0026168751000000003,0.0013828972,0.0086267766,-0.0061837439,-0.0032670481000000003,-0.017152391,-0.008886528000000001,0.026858236,-0.014970203500000001,-0.0018011611000000002,0.01224514,-0.0203135812,-0.0009094544,-0.00015570970000000002,0.0121767546,0.0047822353,1.94221e-05,0.0117180734
ABUW_5003,0.0130625016,-0.0266507705,-0.0189699876,0.0391848677,-0.0056965184,0.0228037021,-0.0101483901,-0.0010407939,0.013546105000000001,0.0264111694,0.0135276402,-0.0015985451,-0.005467535,-0.0182026416,-0.0004262262,0.0034070638,0.0072734289,-0.006022386,0.0141618864,0.013702362400000001,0.0080600796,-0.0177642039,-0.0313764143,0.0053328219000000005,-0.0080080129,0.0126315874,0.0177213373,-0.0017403850000000001,-0.0057027767,-0.026859488,-0.0205315725,0.0011585133,0.0085927112,0.0076333077000000004,0.0011799213000000001,-0.0153342365,-0.0001356034,0.0034002983,0.022625478600000002,-0.0185225164,0.0087557814,0.0065995326,-0.022854288900000002,-0.0027985255000000002,0.0036941302,0.0098292258,0.0140646547,-0.0109455404,0.025354847700000002
ABUW_5004,-0.0161293213,0.0221061966,-0.0073025783,0.0078630486,4.82877e-05,0.0079461918,-0.0122486929,0.0071824084000000005,-0.0007218217,-0.0020404746000000002,-0.0003656067,-0.0038263358,-0.0034546166,-0.016350471000000002,-0.0122364319,0.0015347186,-0.0064440894,0.0019041957,-0.0071370124,-0.0024070134,0.0071858181000000005,-0.0059322761,-0.0084976118,0.009491827000000001,0.006557035100000001,-0.0018019427,2.8651900000000003e-05,0.0101723057,0.0033873924,-0.0019889028,-0.0071266174,-0.006481581100000001,-0.0097352606,0.0038351802,0.0154901416,0.001078001,-0.0106648878,-0.0105059352,-0.0011226849,0.0036991458000000003,-0.0119823168,0.0232281253,-0.0228103215,0.008124342100000001,0.010693436800000001,0.0057060763000000006,-0.0084311977,-0.0041422841,-0.0019746008000000002
ABUW_5005,0.0077906744,-0.00038380850000000003,0.0053606459000000006,-0.010098746700000001,0.0092215009,-0.0038064428,-0.0176445094,-0.0196433346,0.031528394,0.0353020225,-0.0150086557,-0.06791965800000001,0.0034133466,-0.0154324256,0.0223940438,0.015397235,-0.0135618895,-0.023873033800000002,0.0298581521,0.0090104325,0.0146320176,0.013641352800000001,-0.0087240175,-0.0035509325000000003,0.0053037565,-0.0160500368,0.038593682500000004,0.0005957525,0.0404686524,0.0122728462,0.0284240516,0.005124699700000001,-0.0011363232000000001,-0.0037908046000000003,-0.0365565538,0.0247329638,-0.0117766751,0.030132718000000003,0.013352485800000001,-0.0213720931,0.0007926177,0.0013873141,-0.011177968200000001,0.0087359605,-0.0053026264000000005,0.043532097000000006,-0.017863012600000002,0.005323494000000001,-0.0077433171
ABUW_5006,0.0174681397,-0.0144742123,-0.0018657571,0.0056151762000000004,-0.0097238407,-0.012471514500000001,0.040185945800000004,0.0065834641,0.001009909,-0.0054604128,-0.0044885197000000005,-0.0061557475,0.00042774340000000004,-0.008071503,0.0063587712,-0.0083181543,0.0085908845,0.0006977818,-0.011563266400000001,0.005253018,0.009008454400000001,-0.039391462,-0.0034418392,-0.0205945472,0.1412252924,-0.0139086938,-0.026393656300000002,0.0044343567,-0.0084616274,0.0029531428,0.0116073155,-0.0093598156,0.017940757800000002,-0.0133945821,0.0068182514,-0.0215085777,-0.0096779241,0.0007997773,0.03406179,-0.0482078606,-0.0060258917,-0.0198383884,0.006833299,-0.0076632576,0.0022393222000000003,0.0014942639,0.0007856459,-0.0222289751,0.0176304449
ABUW_5007,0.0126048199,-0.013232405000000001,-0.0068428078000000005,0.01053698,0.0006683929000000001,-0.0022150992,0.0013446082,0.0049166348,-0.0028398902,-0.011642702500000001,0.0036287391000000002,-0.0116578982,-0.0020208851,-0.005840002600000001,0.0031679886000000003,-0.0061877147,0.0114337124,0.0060057255000000006,-0.0021492197,0.0029843678,0.0021449223,-0.0403436936,0.0037940563,-0.013041223900000001,0.1191654645,-8.33958e-05,-0.0259886606,-0.0045948335,-0.0115694917,6.706440000000001e-05,0.0168383641,-0.0118594192,0.0166759231,-0.0184538824,0.0012998711,-0.0043278391000000005,-0.0026830048,-0.012733418600000001,0.0054738394000000004,-0.034842210400000004,-0.0033916867000000003,-0.0124884719,0.0188554875,0.0084250704,0.0113198468,0.0025191165000000002,-0.0039391798,-0.0035119605000000003,0.009498720300000001
