,USA300HOU_RS14510
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,3.6802194615
USA300_LAC_U01-Set001_CAMHB_Control_1,4.3283901032
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,4.1151259007
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,2.6496737079
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,4.2112059428
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,3.7111731527
USA300_LAC_U01-Set001_CAMHB_Control_2,4.0475039576
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,3.9100101449
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,2.9741327618
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,4.3107945887
USA300_TCH1516_U01-Set000_CAMHB_Control_1,2.8764403092
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,3.3023609240000003
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,3.1455312558
USA300_LAC_U01-Set001_R10LB_PreCulture_1,5.4665363731
USA300_LAC_U01-Set001_R10LB_PreCulture_2,5.2483652458
USA300_LAC_U01-Set001_R10LB_Control_1,5.4016085132
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,5.5955701399
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,5.8021658344
USA300_LAC_U01-Set001_R10LB_Control_2,5.494462761
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,5.7922670909
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,5.5598482785000005
USA300_TCH1516_U01-Set000_R10LB_Control_1,5.1328337747
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,4.4427743468
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,4.9030397197
USA300_TCH1516_U01-Set000_R10LB_Control_2,5.8637025076
