,-0.06207645701104606,-0.04966116560883685,-0.03724587420662764,-0.024830582804418425,-0.012415291402209212,0.0,0.012415291402209212,0.02483058280441843,0.03724587420662764,0.04966116560883684,0.06207645701104606,0.07449174841325529,0.08690703981546449,0.0993223312176737,0.11173762261988293,0.12415291402209214,0.13656820542430134,0.14898349682651055,0.16139878822871975,0.17381407963092899
thresh,-0.043453519907732246,0.043453519907732246,1,,,,,,,,,,,,,,,,,
unreg,2,0,17,116,1091,1942,463,116,52,29,25,19,10,4,6,2,1,0,0,0
unreg_genes,['ABUW_1665' 'ABUW_1254'],[],[],[],[],[],[],[],[],"['ABUW_1297' 'ABUW_3882' 'ABUW_0119' 'ABUW_1692' 'ABUW_2314' 'ABUW_1286'
 'ABUW_1159' 'ABUW_1903' 'ABUW_3827' 'ABUW_2556' 'ABUW_4074' 'ABUW_2616'
 'ABUW_1961' 'ABUW_4045' 'ABUW_2023' 'ABUW_1659' 'ABUW_2993' 'ABUW_2060'
 'ABUW_3825' 'ABUW_0771' 'ABUW_2612' 'ABUW_1494' 'ABUW_3184' 'ABUW_1161'
 'ABUW_2795' 'ABUW_2832' 'ABUW_4090' 'ABUW_2813' 'ABUW_0364']","['ABUW_0121' 'otsB' 'ABUW_4071' 'ABUW_0877' 'ABUW_1318' 'ABUW_1909'
 'ABUW_4027' 'ABUW_1992' 'ABUW_2812' 'ABUW_3884' 'ABUW_4080' 'ABUW_4036'
 'ABUW_1594' 'ABUW_2654' 'ABUW_1751' 'ABUW_2051' 'ABUW_1486' 'csp1'
 'ABUW_1616' 'ABUW_3190' 'ABUW_3880' 'ABUW_4091' 'ABUW_0229' 'ABUW_4068'
 'ABUW_4082']","['ABUW_1960' 'ABUW_2891' 'ABUW_0934' 'ABUW_1643' 'ABUW_0786' 'ABUW_4064'
 'ABUW_2672' 'ABUW_2796' 'ABUW_0935' 'ABUW_2611' 'ABUW_1914' 'ABUW_0936'
 'ABUW_2687' 'ABUW_3352' 'ABUW_3191' 'ABUW_1653' 'ABUW_1663' 'ABUW_3193'
 'ABUW_1282']","['ABUW_4079' 'ABUW_1518' 'ABUW_4002' 'ABUW_2511' 'ABUW_1317' 'ABUW_4084'
 'ABUW_0118' 'ABUW_4083' 'csp2' 'ABUW_1240']",['ABUW_2514' 'ABUW_0211' 'ABUW_1438' 'ABUW_2600'],['ABUW_3503' 'ABUW_1993' 'ABUW_2861' 'ABUW_1913' 'ABUW_2614' 'ABUW_2615'],['ABUW_2689' 'ABUW_0120'],['ABUW_2325'],[],[],[]
