,-0.08251354746949804,-0.06981915555111373,-0.05712476363272942,-0.04443037171434511,-0.031735979795960795,-0.019041587877576482,-0.00634719595919217,0.006347195959192142,0.019041587877576455,0.03173597979596077,0.04443037171434508,0.05712476363272939,0.0698191555511137,0.08251354746949802,0.09520793938788233,0.10790233130626664,0.12059672322465095,0.13329111514303527,0.14598550706141958,0.1586798989798039
thresh,-0.0888607434286902,0.0888607434286902,1,,,,,,,,,,,,,,,,,
unreg,0,0,4,18,86,535,1425,1228,420,116,33,13,8,3,4,0,1,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['metQ2' 'putA' 'metN1' 'cbl'],[],['ABUW_2768'],[],['ABUW_2767'],[]
