,-0.08654753644444445,-0.06491065233333333,-0.04327376822222222,-0.0216368841111111,1.3877787807814457e-17,0.02163688411111113,0.043273768222222245,0.06491065233333336,0.08654753644444448,0.10818442055555559,0.1298213046666667,0.15145818877777784,0.17309507288888892,0.194731957,0.21636884111111115,0.2380057252222223,0.2596426093333334,0.2812794934444445,0.3029163775555556,0.32455326166666676
thresh,-0.0973659785,0.0973659785,2,,,,,,,,,,,,,,,,,
unreg,1,2,18,702,4170,631,37,2,0,0,0,0,0,0,0,0,0,0,0,0
HexR,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
HexR_genes,[],[],[],[],[],[],[],['hexR'],[],['PA3191'],['glk'],['gltR'],[],['edd'],['gapA' 'PA3181'],[],['pgl' 'zwf'],[],[],[]
