,name,x,y,cog,color,link
meta,start,0.24911601715777293,,,,
zntA,zntA,2199.0,0.008282871153878879,Unknown,#1e90ff,
rpoS,rpoS,993.0,0.0021228181739640704,Unknown,#1e90ff,
rihC,rihC,915.0,-0.00370368537358401,Unknown,#1e90ff,
ypfH,ypfH,699.0,0.0010285282637980061,Unknown,#1e90ff,
alsI,alsI,450.0,-0.007964836242777038,Unknown,#1e90ff,
ygdQ,ygdQ,714.0,-0.0020334315921056523,Unknown,#1e90ff,
yabP,yabP,579.0,0.00095134220017311,Unknown,#1e90ff,
ypfJ,ypfJ,864.0,-0.0002917777164839208,Unknown,#1e90ff,
talB,talB,954.0,-0.002480965817392052,Unknown,#1e90ff,
yqeI,yqeI,810.0,-0.0009375783279594258,Unknown,#1e90ff,
yabI,yabI,765.0,-0.0015518833989703869,Unknown,#1e90ff,
hda,hda,702.0,-0.001982181033595389,Unknown,#1e90ff,
talA,talA,951.0,-0.0012063255158173856,Unknown,#1e90ff,
ygeH,ygeH,1377.0,-0.0007465841740942054,Unknown,#1e90ff,
ilvI,ilvI,1725.0,-0.0018279629532270227,Unknown,#1e90ff,
yfgB,yfgB,384.0,-0.0004698180099837033,Unknown,#1e90ff,
pfkB,pfkB,930.0,0.00018944956607000162,Unknown,#1e90ff,
ygeY,ygeY,1212.0,-0.00018217832763343448,Unknown,#1e90ff,
secM,secM,513.0,-0.00043039619365106734,Unknown,#1e90ff,
iscS,iscS,1215.0,-0.0036653867440230884,Unknown,#1e90ff,
setB,setB,1182.0,5.289916168612215e-05,Unknown,#1e90ff,
ygiL,ygiL,552.0,0.0026527698325688933,Unknown,#1e90ff,
yacL,yacL,363.0,-0.0005388569565600693,Unknown,#1e90ff,
iscR,iscR,489.0,-0.0016752925465803546,Unknown,#1e90ff,
crp,crp,633.0,-0.00025082363123168845,Unknown,#1e90ff,
eaeH,eaeH,872.0,0.0003329665099932666,Unknown,#1e90ff,
proB,proB,1104.0,-0.0003969146621466828,Unknown,#1e90ff,
yfjL,yfjL,1617.0,-0.0013106477808723428,Unknown,#1e90ff,
pdhR,pdhR,765.0,-0.0006315984540362413,Unknown,#1e90ff,
ykgD,ykgD,284.0,-0.0027948119789810784,Unknown,#1e90ff,
aroL,aroL,525.0,-0.00886273404852633,Unknown,#1e90ff,
ydaQ,ydaQ,216.0,-0.0006751891488387497,Unknown,#1e90ff,
pykF,pykF,1413.0,-0.0016672321222161494,Unknown,#1e90ff,
gsk,gsk,1305.0,-0.000826668516727142,Unknown,#1e90ff,
serC,serC,1089.0,-0.0033698055096509226,Unknown,#1e90ff,
yohC,yohC,588.0,-0.003615102287471653,Unknown,#1e90ff,
sdhC,sdhC,390.0,0.00010439662293654427,Unknown,#1e90ff,
smtA,smtA,786.0,-0.0020732050158464945,Unknown,#1e90ff,
cysB,cysB,975.0,-0.004244037006184997,Unknown,#1e90ff,
csgC,csgC,333.0,-0.0010797742435832071,Unknown,#1e90ff,
mngR,mngR,723.0,-0.001505491578339947,Unknown,#1e90ff,
amiA,amiA,870.0,-0.0018427921837779234,Unknown,#1e90ff,
aroH,aroH,1047.0,-0.00453733713422195,Unknown,#1e90ff,
mviN,mviN,511.0,-0.0031144107349710647,Unknown,#1e90ff,
tktA,tktA,1992.0,0.00011358171678989768,Unknown,#1e90ff,
slp,slp,567.0,0.0013537786855979954,Unknown,#1e90ff,
ycjL,ycjL,258.0,-0.0028494843506220594,Unknown,#1e90ff,
ycgM,ycgM,660.0,-0.0017255416451336211,Unknown,#1e90ff,
nuoM,nuoM,1530.0,-0.0005638899992736258,Unknown,#1e90ff,
rfaD,rfaD,310.0,-0.003727173090474792,Unknown,#1e90ff,
ycjX,ycjX,1398.0,-0.005875706167734532,Unknown,#1e90ff,
ycjM,ycjM,1680.0,-0.004065413788207863,Unknown,#1e90ff,
insB_4,insB_4,167.0,-0.0009332435270098141,Unknown,#1e90ff,
murC,murC,1476.0,-0.0012144657652769016,Unknown,#1e90ff,
yncE,yncE,1062.0,-0.0031586420127605822,Unknown,#1e90ff,
ycbR,ycbR,699.0,0.0005474363478932934,Unknown,#1e90ff,
hydN,hydN,528.0,0.0005381569204605129,Unknown,#1e90ff,
mrcB,mrcB,2535.0,0.0005157585785281003,Unknown,#1e90ff,
yneJ,yneJ,882.0,0.00011177262970167827,Unknown,#1e90ff,
ycbB,ycbB,615.0,-0.0003926526493510703,Unknown,#1e90ff,
hycB,hycB,612.0,-0.0003970587567309794,Unknown,#1e90ff,
fhuA,fhuA,2244.0,-0.0008228937520207949,Unknown,#1e90ff,
ydiQ,ydiQ,765.0,-0.000397551981091439,Unknown,#1e90ff,
hemG,hemG,546.0,-0.0013191469128703676,Unknown,#1e90ff,
cueO,cueO,1551.0,-0.0022077253859781893,Unknown,#1e90ff,
rpoH,rpoH,855.0,-0.0001811889804624784,Unknown,#1e90ff,
b4285,b4285,1041.0,-0.004691993497895548,Unknown,#1e90ff,
cusC,cusC,1374.0,-0.0005074051972857328,Unknown,#1e90ff,
nac,nac,918.0,-0.00389051659829376,Unknown,#1e90ff,
yiaT,yiaT,741.0,0.013304789162346821,Unknown,#1e90ff,
wrbA,wrbA,597.0,0.0005544380268014699,Unknown,#1e90ff,
ybdR,ybdR,1239.0,-0.002311115708561188,Unknown,#1e90ff,
yidK,yidK,1716.0,0.0023520614963069733,Unknown,#1e90ff,
appA,appA,1299.0,-0.00040704983476611104,Unknown,#1e90ff,
ybeR,ybeR,708.0,0.003997380587171359,Unknown,#1e90ff,
rsuA,rsuA,696.0,-0.0021010116079306033,Unknown,#1e90ff,
yidR,yidR,1248.0,-0.0018380584518028235,Unknown,#1e90ff,
phoH,phoH,1065.0,0.0022466002520964853,Unknown,#1e90ff,
ybeU,ybeU,708.0,-0.0014836178427696768,Unknown,#1e90ff,
yfiC,yfiC,735.0,-0.0007130726468080482,Unknown,#1e90ff,
yidH,yidH,348.0,-0.0012238027628915136,Unknown,#1e90ff,
ycjY,ycjY,921.0,0.0003442687984606453,Unknown,#1e90ff,
ubiF,ubiF,1176.0,0.0011056259194534856,Unknown,#1e90ff,
yagY,yagY,669.0,0.00019810222375419843,Unknown,#1e90ff,
yajG,yajG,579.0,-0.001148141188412366,Unknown,#1e90ff,
fepA,fepA,2241.0,-0.0010402222666805274,Unknown,#1e90ff,
ybhE,ybhE,993.0,-0.0002696129648752668,Unknown,#1e90ff,
yagZ,yagZ,585.0,-0.0006911961866875112,Unknown,#1e90ff,
mlc,mlc,1221.0,0.001416596077685525,Unknown,#1e90ff,
narX,narX,1797.0,-0.00011894297069857312,Unknown,#1e90ff,
ugpB,ugpB,1317.0,0.019382400370864986,Unknown,#1e90ff,
ykgI,ykgI,66.0,-0.0016150166300203965,Unknown,#1e90ff,
pitB,pitB,1500.0,0.0027326832529639892,Unknown,#1e90ff,
yciI,yciI,297.0,-0.0026195146892421754,Unknown,#1e90ff,
dctA,dctA,1287.0,-0.0020981288952640737,Unknown,#1e90ff,
b0309,b0309,213.0,-0.0019392763062503684,Unknown,#1e90ff,
fecA,fecA,2325.0,0.00032440766342214304,Unknown,#1e90ff,
uxaC,uxaC,1413.0,-0.0035586230939321493,Unknown,#1e90ff,
dppA,dppA,1608.0,0.00232172969739929,Unknown,#1e90ff,
yafK,yafK,741.0,-0.004214554253673878,Unknown,#1e90ff,
ychM,ychM,559.0,-0.002314311724313232,Unknown,#1e90ff,
ppiA,ppiA,573.0,-0.0010211779385333858,Unknown,#1e90ff,
alsB,alsB,936.0,-0.0008701205127137478,Unknown,#1e90ff,
mutT,mutT,390.0,-0.0027692695204392967,Unknown,#1e90ff,
xasA,xasA,511.0,-0.001679142991765346,Unknown,#1e90ff,
shiA,shiA,1317.0,-0.004791775923110096,Unknown,#1e90ff,
dcuA,dcuA,1302.0,0.0004064830192589168,Unknown,#1e90ff,
dinB,dinB,1056.0,-0.0015669331299589882,Unknown,#1e90ff,
chbA,chbA,351.0,0.00130502890910482,Unknown,#1e90ff,
yncG,yncG,618.0,-0.002764461121622877,Unknown,#1e90ff,
ybfG,ybfG,651.0,-0.0032601334177047372,Unknown,#1e90ff,
brnQ,brnQ,1320.0,-0.0034369011746203325,Unknown,#1e90ff,
b1997,insC3,366.0,-0.0006562794639528392,Unknown,#1e90ff,
glpA,glpA,1629.0,-0.002598287554525108,Unknown,#1e90ff,
cvpA,cvpA,489.0,-0.0009462081782340284,Unknown,#1e90ff,
ftsK,ftsK,3990.0,-0.0033588677179068327,Unknown,#1e90ff,
mtr,mtr,1245.0,-0.004459186429045646,Unknown,#1e90ff,
fadL,fadL,1341.0,-0.001293598033252161,Unknown,#1e90ff,
ybiJ,ybiJ,261.0,-0.0009119015538374928,Unknown,#1e90ff,
ydgL,ydgL,460.0,0.002237330096206103,Unknown,#1e90ff,
cadB,cadB,1335.0,0.0005587487767663706,Unknown,#1e90ff,
nupC,nupC,1203.0,-0.00106990954828875,Unknown,#1e90ff,
nmpC,nmpC,1040.0,-0.002577297013612038,Unknown,#1e90ff,
sodB,sodB,582.0,-0.0022144180635573813,Unknown,#1e90ff,
treB,treB,1422.0,0.0011557899273480345,Unknown,#1e90ff,
yqeG,yqeG,1230.0,-0.002784997496911021,Unknown,#1e90ff,
ybiU,ybiU,1266.0,-0.0020531407309870003,Unknown,#1e90ff,
rpoD,rpoD,1842.0,0.0010279430397673994,Unknown,#1e90ff,
fimD,fimD,2637.0,-0.00032524458772267205,Unknown,#1e90ff,
fdhF,fdhF,2148.0,-0.002147386499949877,Unknown,#1e90ff,
ompG,ompG,906.0,0.000951499855622694,Unknown,#1e90ff,
yeaU,yeaU,361.0,-0.0016130924635813627,Unknown,#1e90ff,
mntR,mntR,468.0,-0.0013384469490251448,Unknown,#1e90ff,
nudE,nudE,561.0,-0.002549976179185492,Unknown,#1e90ff,
lpp,lpp,237.0,-0.0012329201963000808,Unknown,#1e90ff,
yedX,yedX,414.0,0.0005972053398411855,Unknown,#1e90ff,
yliI,yliI,1116.0,0.0014144255128266227,Unknown,#1e90ff,
yhhM,yhhM,360.0,-0.0039234767129353015,Unknown,#1e90ff,
rcsA,rcsA,624.0,0.008099649638689336,Unknown,#1e90ff,
ypdA,ypdA,1698.0,-0.0023427812174994897,Unknown,#1e90ff,
ybjN,ybjN,477.0,-0.0014482771301731823,Unknown,#1e90ff,
sirA,sirA,444.0,-0.00043796533047788465,Unknown,#1e90ff,
agn43,agn43,2106.0,-0.0018708326724773074,Unknown,#1e90ff,
yjiT,yjiT,1518.0,0.001425773745854329,Unknown,#1e90ff,
folA,folA,480.0,-0.00031184182233732555,Unknown,#1e90ff,
norR,norR,1515.0,-0.00030913254697926347,Unknown,#1e90ff,
mltC,mltC,1080.0,0.0010135955365195152,Unknown,#1e90ff,
