,A,AcrR,OmpR,FliZ,QseB,ihfB,HdfR,Crp,rcsB,hns,LrhA,Fur,YjjQ
abx_media__camhb_mero__2,-3.1177941739,-0.4546669585,-2.1068915725,0.4778859365,-1.3565137735000001,-1.769452582,-2.003718542,-2.37205329,-1.117561676,-0.34945339000000003,-0.7880969205,-0.7505141150000001,-0.10662979
abx_media__m9_trisulf__1,-4.3318286284,-0.8128463645,-0.4869926355,3.7247260155,-1.2428648155,-0.654139134,0.7843087240000001,-0.13952741600000002,0.392217417,-0.81376161,-0.6752002705,-0.044335219,-0.050972254
abx_media__m9_trisulf__2,-3.009081862,-0.23082099150000002,-0.3163097995,3.6273147725,-1.3003412375,-0.673502463,0.628507155,-0.121563182,0.45355338300000003,-0.79063607,-0.6037872665,-0.222996152,-0.136352209
abx_media__rpmi_trisulf__1,-3.954498146,0.7513436105,-1.3335604205,0.3629194045,-0.0776421105,-1.495545031,-0.6707199260000001,-1.138543574,-0.211266151,-1.50652995,-0.8373021685,-0.116637474,-0.447971194
abx_media__rpmi_trisulf__2,-4.6574506816,0.3947784475,-1.3873484865,0.2181000925,-0.3633793625,-1.3725593790000001,-0.6302628170000001,-1.125744815,-0.21645914900000002,-1.61614049,-0.8733256565,-0.129974022,-0.583025333
abx_media__camhb_trisulf__1,-4.6543323476000005,-0.1619058055,-0.9956635375,0.3716502165,-0.0503720775,-1.642703878,-0.8663351410000001,-0.616348749,-0.36967703,-1.28142286,-0.9817194585000001,-0.450904393,0.140501088
abx_media__camhb_trisulf__2,-4.4152860542,-0.0852269365,-1.1635603015,0.5761301355,-0.4471331725,-1.608883975,-0.80765864,-0.651084973,-0.5245353700000001,-1.2689553,-1.1246531495,-0.540652111,-0.063808056
abx_media__m9_cef__1,-1.7377068538,0.0029307135,-0.2434172825,3.3452555925,-0.9164620155000001,-0.7174840370000001,0.234976924,-0.424559634,0.23451977400000001,-0.72629409,-0.6393355405000001,-0.12820725300000002,-0.309865846
abx_media__m9_cef__2,-1.2200940778,-0.37904916850000003,-0.18874847150000001,3.3119404005,-1.4630910265,-0.795013022,0.24342691400000002,-0.35219075800000005,0.191847543,-0.62723562,-0.7534375305000001,-0.278000794,-0.399229647
abx_media__rpmi_cef__1,-0.2747408496,1.0237843535,-0.9392022675,1.7594230925,-0.3980767985,-2.385835026,-1.364553176,0.17718560300000002,-0.872203406,-1.3036713899999999,-0.3705848675,-0.49087938200000003,-0.100419567
abx_media__rpmi_cef__2,-0.33810239950000004,1.1748440755,-0.9964010545,1.5363968845,-0.5114899845,-2.377511802,-1.4088968720000001,0.253641923,-0.864210495,-1.2589567,-0.3482057475,-0.500481724,-0.011360276
abx_media__camhb_cef__1,-3.3785131802,-0.0023739705,-1.0183302525,1.7202100015,-0.7718299895,-1.499025855,-1.350771327,-0.8382274850000001,-0.456387586,-0.51222599,-0.8575978155,-0.9149892780000001,0.016669308
abx_media__camhb_cef__2,-4.1486233817,-0.1527391895,-0.9504875345,1.5825741345000002,-0.7827694945,-1.429627373,-1.516360772,-0.903455694,-0.500715546,-0.52900271,-0.8547609455,-0.9595740020000001,0.259033032
abx_media__m9_cipro__1,-0.6719448312,-1.3264739555,0.0092850715,3.5821966685,-1.5298016295,-0.797538743,0.371922886,-0.296102011,0.382382637,-1.37249192,-1.1119471425,-0.36009651200000004,-0.5636711630000001
abx_media__m9_cipro__2,-1.0427258237,-0.6654816085,-0.0027659725,3.6548868425,-1.7292148645,-0.715373115,0.35489652,-0.23094071100000002,0.392957528,-1.3623085,-1.3033160625,-0.425519831,-0.753500006
abx_media__rpmi_cipro__1,-2.9718914906,1.5022565345,-1.3064527825,2.1363368005,-0.42932856150000004,-1.969755932,-0.5940486140000001,-0.708797459,-1.025702689,-1.799592907,-0.8800865925,-0.7925083110000001,-0.021321348
abx_media__rpmi_cipro__2,-4.0429099512,1.7790454015,-1.3255095475,2.1876227605,-0.5042331095,-1.89297845,-0.47473039100000003,-0.968107711,-1.054188657,-1.44991356,-1.1227180655,-0.177744751,0.276175622
abx_media__camhb_cipro__1,-4.3618920267,-0.5493790695,-1.4914000425,0.9561823755000001,-1.1758962915,-1.285918855,-1.2987054740000001,-1.356589447,-0.561300374,-1.928008924,-0.7748148195,-0.393128615,-0.572986529
abx_media__camhb_cipro__2,-4.995927261,-0.6183060645,-1.3959242965,0.5765178465,-1.2643605855,-1.320916752,-1.158733725,-1.123683673,-0.5550499440000001,-1.997976621,-0.7386238635,-0.43113716500000004,-0.277163953
hot_tale__42c_ale3_30c__1,2.0321306412,0.6449414755,-0.3388850995,5.9652552195,-1.8325677725,-0.311726125,-0.443517362,0.062207968,0.039063907,0.51599809,-0.8754700755,0.055907798,0.64795312
hot_tale__42c_ale3_30c__2,1.6276477241,1.5444093115,-0.22556902650000002,5.8381375825,-1.4163641655,-0.313698215,-0.24291033,0.01735881,0.061821153000000004,0.5427965,-0.8123187545,0.077587798,0.36440300800000003
hot_tale__42c_ale3_37c__1,2.1649926417,0.8053383405000001,-0.2436767635,5.9437446015,-2.2272591855,-0.356550505,-0.38877777700000005,0.43556652300000004,-0.029877737,0.40571399,0.1238415815,0.316737274,-0.03111019
hot_tale__42c_ale3_37c__2,2.6563003592000003,0.8282723195,-0.23716743950000002,6.0022488755,-1.7263785975000001,-0.286844505,-0.148154756,0.40063680300000004,0.069826941,0.33394832,0.0973919865,0.263806364,-0.524346996
hot_tale__42c_ale3_44c__1,2.6660535747000003,1.5768720465000001,0.5124135975,1.0377491425,0.20508249250000002,0.8838351350000001,0.799659187,0.37188534300000003,0.184385918,-0.14259705,0.8467938125000001,-0.20920929900000002,1.005012933
hot_tale__42c_ale3_44c__2,2.3644870137,1.8004917565,0.5938741115,0.8742861125,0.3635368135,0.915693485,0.8398870860000001,0.35534419300000003,0.22226915900000002,-0.39243138,0.8954371495000001,-0.20608352300000002,1.174958584
hot_tale__hot_ale3_mid_30c__1,0.7439572005,1.8846952675000002,-0.2144825075,4.6151449825,-0.8924937605000001,0.005993265,-0.156792741,0.739618883,0.224759478,0.93068393,-0.5280679455,0.058708176,-0.123221512
hot_tale__hot_ale3_mid_30c__2,0.6638657861,1.9251296465,-0.2077878235,6.3270423195,-1.8240675115,-0.007385775000000001,-0.168753536,0.562500333,0.138166101,0.78858715,-0.2534127645,0.21249558400000002,-0.047212616000000006
hot_tale__hot_ale3_mid_37c__1,2.348444831,1.0675651605,-0.3565295115,6.1762713565,-2.3743961105,-0.501685806,-0.289947827,0.5847484430000001,-0.050541759000000006,0.69304108,0.0164823495,0.38055584400000003,0.644116051
hot_tale__hot_ale3_mid_37c__2,2.5076008635,0.4270844525,-0.10518640950000001,6.1497280715,-2.4285270735,-0.528992617,-0.189637737,0.18943374300000002,-0.29951858800000003,0.18212902,0.1782650825,0.15306718400000002,0.7142525150000001
hot_tale__hot_ale3_mid_44c__1,2.2214671862,1.8301460745,-0.3064127055,4.9660656925,-0.7462114635,0.11469567500000001,0.590845853,-0.071245341,-0.196647346,-0.07231908000000001,1.0859884735,-0.50127445,-0.753500006
hot_tale__hot_ale3_mid_44c__2,2.7090961268,2.0181991575,0.29395167650000004,4.6513456215,-0.3847221295,0.23116971500000003,0.422515723,-0.002275453,-0.08337512100000001,0.14985745,1.1765214515,-0.422044213,0.9154623180000001
hot_tale__hot_ale3_30c__1,0.8118664293000001,1.8412745115,-0.2904281025,5.8920684145,-1.2707398324999999,-0.45345180900000004,-0.48354730100000004,0.515020333,0.068670278,0.56026191,-0.2419671005,0.22775462400000002,0.17510435400000002
hot_tale__hot_ale3_30c__2,1.3455083689,0.4905173265,-0.27026297250000003,5.8043861395,-1.9442698905,-0.329073775,-0.42077568600000004,0.5286701730000001,0.07544809400000001,0.63790006,-0.5960468705,0.252134594,-0.078683368
hot_tale__hot_ale3_37c__1,1.2604984556,0.8619760445,-0.1579905365,5.4195533385,-2.3265532285,-0.40363830500000003,-0.442576856,0.349377103,-0.31850500600000003,-0.09473338,0.3362875735,0.047784552,0.583277249
hot_tale__hot_ale3_37c__2,0.8342634514,0.6846265285,-0.0714049045,5.3814243095,-1.6031938195,-0.277036345,-0.37157949500000004,0.396319383,-0.34936874700000004,-0.046697550000000004,0.3029553405,-0.009955428,0.350337856
hot_tale__hot_ale3_44c__1,2.1457481115,2.1840891445,0.1971098305,3.1107724555,-0.3400413875,0.227503365,0.31684616600000004,0.286434483,-0.24125028,0.030417,1.0973727225,-0.291574443,0.5535353940000001
hot_tale__hot_ale3_44c__2,2.6326608405,1.9145544085,0.1123041265,2.7740396895,-0.2433224195,0.238396985,0.260969261,0.302318703,-0.326894093,-0.12571678,0.8835969595000001,-0.256571469,0.5033291910000001
hot_tale__hot_ale4_30c__1,0.25780487280000003,0.5953292085,-0.30426957450000003,5.3019990235,-1.7116861335,-0.546493917,-0.16764934,-0.059878781000000006,-0.061413458000000004,0.47458269000000003,-1.3949926695000001,0.096342836,-0.21259128500000002
hot_tale__hot_ale4_30c__2,0.1392622862,0.6404620155,-0.2918856005,5.1959628735,-1.5063125155,-0.407269425,-0.11036303900000001,0.027680622000000002,-0.051974795000000004,0.47728225,-1.6319020355,0.101568641,0.225198859
hot_tale__hot_ale4_37c__1,0.8214749068,0.8126824755000001,-0.2622112455,5.9219945345,-2.3392894365,-0.459973854,-0.258552446,-0.154360834,-0.308058098,-0.03650874,-0.2707385205,0.06422083,-0.152826126
hot_tale__hot_ale4_37c__2,0.8580143443,0.9070196385,-0.0225130155,5.8513224755,-1.7560664365,-0.44517688800000005,-0.19566896,-0.04945323,-0.27906854600000003,0.0066776,-0.2258748475,-0.020415786000000002,-0.112834209
hot_tale__hot_ale4_44c__1,3.2569589901000002,2.4924937025,0.2811706715,2.9112701885,0.09237682450000001,0.082785365,0.691747691,0.164713793,0.028960437000000002,-0.23480724,0.6884781965,-0.087079134,1.049857665
hot_tale__hot_ale4_44c__2,2.8893633540000003,2.3495919885,0.22917027850000002,4.0816889295,-0.11671883350000001,0.259213805,0.5050200460000001,0.075804102,-0.023490576000000003,-0.02788202,0.7146048335,-0.20283691,-0.065558716
hot_tale__hot_ale8_30c__1,1.7530628685,1.5670662945,-0.1760560545,6.0890877895,-1.5816178355,-0.9095089900000001,-0.119668622,-0.056768665,0.05222404,0.50038513,-0.7998337515,0.14373343400000002,0.8077714180000001
hot_tale__hot_ale8_30c__2,1.7456477691,0.3002407785,-0.3766593875,5.9660606455,-2.4362287775,-0.7777570690000001,-0.367011423,-0.10699186200000001,0.025260289000000002,0.47754781,-0.7229681505000001,0.095388789,-0.010444276
hot_tale__hot_ale8_37c__1,1.2970494708,0.6726733645,-0.18466451150000002,6.1222215215,-1.4584976745,-0.727489724,-0.18858000400000002,-0.007091699000000001,-0.12458946700000001,0.04207809,0.2504394025,-0.09880672,0.010789966000000002
hot_tale__hot_ale8_37c__2,1.7606459638,0.8587047845,-0.1742686985,6.0042741455,-1.7668089295,-0.703668932,-0.41725435800000005,-0.044047578000000004,-0.13757549500000002,0.053441010000000004,0.17884494550000002,-0.045193267,0.6293001530000001
hot_tale__hot_ale8_44c__1,3.1903996856,2.3748892975,0.3339518435,3.5334206275,-0.0592501905,0.012718265000000001,0.7080841210000001,0.07381628,-0.21135415500000002,0.04597573,0.9262425915,-0.23776727700000003,1.0414976440000001
hot_tale__hot_ale8_44c__2,2.9821791891,2.1953606725,0.1935713165,4.3903497015,-0.08081313550000001,-0.09703083500000001,0.699602524,0.140506256,-0.257414138,0.01640223,0.9498617365,-0.146529699,0.769970848
hot_tale__hot_ale9_mid_30c__1,0.8274835033,0.5864652195,0.0265780345,5.2260664815,-1.3700605195,-0.049583385,-0.195334678,0.119931675,0.044539064,0.7667340500000001,-0.7465642155000001,0.253545684,0.220726155
hot_tale__hot_ale9_mid_30c__2,1.5313341195999999,0.4059460735,0.0142619085,5.1028895855,-1.8362269795000001,0.135071655,-0.240034498,0.10594186400000001,0.018605325000000002,0.68958929,-0.9878984635,0.10742565400000001,0.9566295340000001
hot_tale__hot_ale9_30c__1,1.6616128551,0.4256542505,-0.3226813905,5.6305496975,-1.3288128835,-0.592842238,-0.57070463,0.057352916000000004,-0.039262481,0.30609926,-1.3613435555,0.08920444400000001,-0.410960667
hot_tale__hot_ale9_30c__2,1.7860327127,0.6587243655,-0.16040746250000001,5.7080261635,-2.0518053875,-0.58999575,-0.651728808,0.174084083,-0.042800009,0.39011684,-1.1608698185,0.138341014,0.052090302000000005
hot_tale__hot_ale9_mid_37c__1,1.1156830967,0.8131646935,-0.0352827175,5.6164642545,-2.0778078955,-0.367639655,-0.25719398,-0.07088768,-0.137963354,0.16214705000000001,-0.0538243775,0.012815261000000001,0.024601807
hot_tale__hot_ale9_mid_37c__2,1.0769831647,0.8408257925,-0.0614744205,5.6592278455,-1.7571480584999999,-0.29849762500000004,-0.12068418800000001,0.028525377,-0.073970931,0.30251183,0.024418376500000002,0.147274854,0.148614184
hot_tale__hot_ale9_37c__1,1.5719243673,0.9507772075,-0.1389136005,5.5504935735,-2.1436855685,-0.38001561500000003,-0.182070899,0.032825572000000004,-0.16286522,-0.01743154,-0.056579488500000004,0.09094152,0.515459744
hot_tale__hot_ale9_37c__2,1.5659735446,0.9418353225,-0.12810150950000002,5.6156940495,-1.9852077335,-0.376293755,-0.181907639,0.037217243000000004,-0.054050327,-0.03989757,0.0551943805,0.155940924,0.254009543
hot_tale__hot_ale9_mid_44c__1,2.5659825964,2.0112357335,0.6579702005,0.08058006150000001,-0.0708115945,0.19238305500000003,0.6709450680000001,0.286125693,0.045120014,-0.00652855,0.6611784975,0.072458165,1.5960306530000001
hot_tale__hot_ale9_mid_44c__2,2.6700311992,2.1648744205,0.8631847055,0.20125396450000002,0.1149330435,0.510890925,0.756798457,0.30561196300000004,0.020711175000000002,0.01805195,0.6958858845,-0.24131990600000003,1.6300660260000002
hot_tale__hot_ale9_44c__1,3.9162366854,2.0782760355,0.2102114925,0.1768457745,0.1458956865,0.24630422500000002,0.53632685,-0.027297961000000003,-0.271020961,-0.01316454,0.7459845805,-0.017124449,0.67648745
hot_tale__hot_ale9_44c__2,3.8764720367,2.0314972315,0.19831319050000001,0.47467328750000004,-0.06594008750000001,0.38751159500000004,0.490061216,-0.086313521,-0.181474503,0.05508608,0.8132110605,-0.162821396,0.784261828
hot_tale__hot_ale10_30c__1,1.7873897735000002,0.7110401095000001,-0.3495889585,5.5582104144999995,-2.3855252155,-0.45869837300000005,-0.347748965,0.23749544300000003,0.09049594100000001,0.68202985,-0.6137697505,0.089778812,0.08767018700000001
hot_tale__hot_ale10_30c__2,1.3283079391000001,0.5416301075000001,-0.21134193750000002,5.4976350755,-2.1329866905,-0.355403095,-0.259486661,0.42203483300000005,0.11336935000000001,0.8294365300000001,-0.5547167825,0.10566393900000001,0.420811563
hot_tale__hot_ale10_37c__1,0.9960314251000001,0.6966079065,-0.3057344785,5.8133705885,-2.7869062775,-0.447231433,-0.523525543,0.06875389400000001,-0.232987314,0.16366318,0.2063391765,-0.143344925,-0.19669671600000002
hot_tale__hot_ale10_37c__2,1.4517533834,0.6974920565,-0.20174322150000001,5.8665418925,-2.3605318445,-0.371389305,-0.41282218200000004,0.12083432100000001,-0.13240622400000002,0.21915571,0.1792326485,-0.068701471,0.09280837900000001
hot_tale__hot_ale10_44c__1,1.4673965044,2.1413548685,0.14663080050000002,3.0911386105,-0.7406478465,0.178874645,0.45099789700000004,-0.035753444,-0.20471693800000001,0.19720695,1.3360322405,-0.27796982,1.828661936
hot_tale__hot_ale10_44c__2,1.6761884894999999,2.2059655285,0.0935961545,2.5035359165,-0.7515726885,0.311857795,0.517237299,0.110043497,0.01443641,0.40407201,1.3065680945,-0.064735558,2.096693789
hot_tale__hot_ale16_30c__1,1.1156902665,0.7276567785,-0.38905060550000004,5.4220262045,-2.1492507225,-0.467012603,-0.213951161,0.129309161,-0.052219856,0.38412738,-0.5661644035,-0.01046308,0.27420415400000003
hot_tale__hot_ale16_30c__2,1.9024820937,0.6032473215,-0.1685530265,5.5458400445,-2.2199284025,-0.372629985,-0.264718032,0.251086443,0.117919276,0.49640389999999995,-0.6888947055,0.008885199,0.802116936
hot_tale__hot_ale16_37c__1,1.4915008078,0.7086936855,-0.2439349225,5.6205115225,-2.7653503515,-0.431921053,-0.341427806,-0.022647861000000002,-0.195801843,0.04751099,0.1370724935,-0.075124153,-0.12168609400000001
hot_tale__hot_ale16_37c__2,1.5083939015999999,0.7646318495000001,-0.16663864050000002,5.6263790625,-2.2410384105,-0.424432715,-0.06493629100000001,-0.007290675000000001,-0.213210479,0.12086527,0.1487415105,-0.12333779600000001,0.13780783300000002
hot_tale__hot_ale16_44c__1,3.074208541,2.2382614565,0.3124606395,1.7481114325,0.2076218265,0.140553845,0.41407826200000003,0.039920518,0.074674655,0.0476462,0.9458322945000001,-0.17354054,0.68980797
hot_tale__hot_ale16_44c__2,3.15559266,2.5505601745,0.4310809165,0.7332496345,-0.0716963085,0.24958026500000002,0.6025810570000001,0.206041613,0.055597213000000006,0.14272023,1.1278373345000001,0.046261383,1.016421718
pdhr_ale__pdhR-13_51__1,0.0787556014,1.2026860385,-0.0667614455,4.5063532255,-1.3581425155,0.670059155,0.199204811,0.426042593,0.08135254700000001,0.4327723,0.8693905755,1.432767734,0.726344415
pdhr_ale__pdhR-13_51__2,0.0507612225,1.1036376805,-0.3054398525,4.0361872125,-1.2473950475,0.584683415,0.360321712,0.345369843,0.009339666,0.37033955,0.7820002945000001,1.327126014,0.310566901
pdhr_ale__pdhR-14_46__1,-6.8151505043,0.8459685935,0.1256636955,0.2741637925,0.6974419275,1.127235165,0.630575542,0.413744223,0.116768175,0.57773418,0.6778455165,-0.09758593,0.57070082
pdhr_ale__pdhR-14_46__2,-5.907560817,0.7695016175,0.0579005695,0.1507381435,0.0159882345,1.086679905,0.367051948,0.374689043,0.08845326,0.43049254000000003,0.5955389305000001,-0.5230267670000001,0.750139635
pdhr_ale__pdhR-15_51__1,1.071169725,0.9594897695000001,-0.27105109250000003,4.7550778555,-1.9972916195,0.419866055,0.458608538,0.208151253,-0.048091642000000004,0.32687236000000003,0.6673786205000001,-0.49082750500000005,0.47849856900000004
pdhr_ale__pdhR-15_51__2,0.7819514230000001,0.7465446125,-0.2927120375,4.8521146265,-1.4769122465,0.633658665,0.41641221100000003,0.291227723,0.010596309,0.42016391000000003,0.7162843885,-0.460418209,0.13627746500000001
pdhr_ale__pdhR-16_49__1,1.2646005037,0.9403254035,0.1616715305,0.5156883985,0.4717275045,0.992749325,0.567582357,0.35863981300000003,0.07511390300000001,0.47867913,0.6908061965000001,-0.613417593,0.754748109
pdhr_ale__pdhR-16_49__2,1.5178076698,0.5896481635,0.1591104565,0.1016014415,0.4889102145,0.978565255,0.069901576,0.29102474300000003,0.02080721,0.73401428,0.6590347225000001,-0.3972825,0.30412272
tcs__del_atoC_LiAcet__1,-0.9374420589,-0.3611418665,0.21496686350000002,-1.3447920045,-0.4889450455,0.07488206500000001,0.516368264,0.372321163,-0.288233287,-0.31269492,0.9775225685000001,0.052201528000000004,0.19130471400000001
tcs__del_atoC_LiAcet__2,-0.957146119,-0.4590817345,0.3644017875,-0.9688211885,-0.5238207195,0.076697995,0.532746084,0.554500683,-0.201776686,-0.20203355,0.9081171745000001,-0.055920906000000006,-0.128620695
tcs__del_atoC_LiCl__1,-1.0746113448,-0.0446231795,0.3731706085,-0.9696946255000001,-0.10744732450000001,0.35601839500000004,0.673153277,0.729717593,-0.039691428,0.01771645,0.8749090825,-0.041181683000000004,0.09234265600000001
tcs__del_atoC_LiCl__2,-0.7375642950000001,-0.0135851435,0.6758574285000001,-0.2797811555,-0.4809705275,-0.003665175,0.743352817,0.8032040530000001,0.020835152000000003,0.30654788,0.8030766765,-0.12154166100000001,-0.025416776000000002
tcs__del_atoC_m9__1,-1.4444970086,-0.2089286505,0.36970756650000003,-0.4674688905,-0.3206740925,0.390416185,0.7308353270000001,0.699493633,-0.111642926,-0.01429938,0.7591369885,-0.007867929000000001,0.184329354
tcs__del_atoC_m9__2,-1.5623063805,-0.23807918250000001,0.3427064385,-0.1380186095,-0.38022977350000003,0.45289707500000004,0.7966307970000001,0.8078232030000001,-0.053574119,0.01077946,0.6710926775,-0.05216702,0.32101119100000003
tcs__del_baeR_etoh__1,-6.5285300741,1.3181412845,0.6490427185000001,-1.2039569135,0.3571625345,-1.004696949,0.317641174,0.7253874130000001,0.634923648,0.00355952,1.1512033725,-1.245083621,-0.753500006
tcs__del_baeR_etoh__2,-5.1911938062,0.8844267395000001,0.8182473995,-0.8133503935,0.7416997505,-1.039493529,0.42896857200000005,0.8432000030000001,0.624544451,-0.11221258,1.0619884865,-1.350485216,-0.148769227
tcs__del_baeR_lb__1,-4.4941458395,-0.3899946365,1.0452339865,2.3978380595,0.1981084535,0.560565675,1.178513143,0.45295403300000003,-0.233124128,0.64643297,-0.1211433685,-0.814860103,-0.49334063800000005
tcs__del_baeR_lb__2,-4.0490882615,-0.7888977815,0.9494872065000001,2.5885582355,0.25911408350000004,0.6126008350000001,1.23280195,0.513648663,-0.236724287,0.63278163,-0.1441343795,-0.7823763330000001,0.26107072600000003
tcs__del_btsR_01xlb__1,-5.7596478398,-1.6733284685,0.41331351850000003,0.3712025915,-1.1360863135,0.9432713450000001,-0.676027051,-1.00432669,-0.7566430160000001,0.50218688,0.8198764295000001,-0.6663184790000001,-0.107973147
tcs__del_btsR_01xlb__2,-6.4606213515,-1.7194744585000001,0.3272461035,0.2310526815,-0.8950743915,0.936693195,-0.850130805,-1.132510871,-0.8023124020000001,0.49923997000000003,0.9044683105,-0.651533959,0.302473751
tcs__del_btsR_lb__1,-2.8221519444,0.17583766650000002,0.7808666985,1.2123751345,0.4499451665,-0.685354248,1.374578292,0.905930643,0.19596144000000001,0.21320014,0.7928159975,-0.366630098,-0.22071842
tcs__del_btsR_lb__2,-2.8080044596000002,0.1973357365,0.8318213515,1.4708552145,0.5024851785000001,-0.7342108110000001,1.32213979,0.882795573,0.11676546300000001,0.1969339,0.7212090595,-0.344256439,-0.347659121
tcs__del_btsR_pyruvate__1,-5.3183394888,-1.6718390015,0.4886130025,0.0723563575,-0.8712675115,1.100573585,-0.8777533540000001,-1.207481932,-0.638303709,0.56855093,0.0258933185,-0.6816157810000001,-0.328625068
tcs__del_btsR_pyruvate__2,-6.1352606915,-1.8904284915,0.41015931450000004,0.25240600350000003,-1.2007808165,1.042834665,-0.901523166,-1.260247428,-0.6714029650000001,0.45746274000000003,0.7197736205,-0.69156172,-0.144618781
tcs__del_cpxR_etoh__1,-6.023987307,0.16676857650000002,0.8641307395000001,0.2812538005,0.4660910925,-1.245766886,0.495449464,1.209290043,0.797270162,-0.28121229999999997,1.2722567735,-1.23702498,-0.113492913
tcs__del_cpxR_etoh__2,-6.8407723142,0.23437055550000002,0.9925839495000001,-0.3668905335,0.4718760725,-1.365107315,0.447133844,1.196778413,0.852643958,-0.31035452,1.1650980794999999,-1.349373784,-0.753500006
tcs__del_cpxR_lb__1,-4.3208985142,-0.4467984635,0.9443054765000001,1.9770340845,0.0396265295,0.496570985,1.324440466,0.560846033,-0.035065169,0.55578499,0.1276247275,-0.573114735,0.240956196
tcs__del_cpxR_lb__2,-3.8305144915,-0.2669036885,1.0906732255,2.0966635735,0.5355679215,0.521179295,1.3199840040000002,0.640789563,-0.023487236,0.62389534,-0.1069855655,-0.708348341,0.282674658
tcs__del_cusR_CuSO4__1,-4.9716327396,-0.6332858265,1.7343793695,1.0128888985,0.6981766945,0.18434866500000002,1.401685965,1.046254113,0.538810533,1.23181458,0.0713267685,-0.065862853,-0.543073382
tcs__del_cusR_CuSO4__2,-5.180260577,-0.7789838535,1.6302195725000002,0.9432212725,0.7767460635000001,0.172252555,1.418809916,1.048489943,0.5764528800000001,1.01833016,0.1047255935,-0.034393815,-0.272148601
tcs__del_cusR_lb__1,-2.8452064791,-0.4189084615,0.9135198535,0.9022049445,0.5537141415,-1.04493152,1.605903628,0.995224693,0.09108326700000001,0.16065807000000001,0.6838958645000001,-0.45377797400000003,-0.6053117880000001
tcs__del_cusR_lb__2,-2.5710624972,-0.12245180750000001,0.8014121065,0.8832668805,0.2986506265,-0.94008373,1.622749218,1.040602243,0.048888058000000005,0.28002335,0.8220544115,-0.501241542,-0.578123819
tcs__del_kdpE_01-kcl__1,-3.2487402378,-0.5127578865,0.22262428150000002,0.8752565895000001,0.7222355215,1.188748505,0.21075078300000002,0.088105161,0.061771917,0.20112823,-0.2530779385,0.060184422,0.419881545
tcs__del_kdpE_01-kcl__2,-3.1587477937,-0.1930907845,0.2695464335,0.8047028175000001,0.6144449885000001,1.132852455,0.18332466700000002,0.12273579200000001,0.13956121400000002,0.28447756,-0.4901939115,0.006391025000000001,0.568490905
tcs__del_kdpE_115-kcl__1,-3.1987092829,-0.7876550065,-0.2835274915,0.0393393785,0.21716957950000002,0.315758295,1.6145669900000001,0.04519701,-8.5253e-05,-0.0973469,-0.4298465785,0.095301733,-0.06743961100000001
tcs__del_kdpE_115-kcl__2,-4.6136166475,-0.7271887765,-0.1058225935,-0.2814540835,0.12143848950000001,0.327461795,1.504246806,-0.003365355,0.027414196000000002,-0.14090949,-0.3959002015,0.103461467,0.45908258500000004
tcs__del_phoB_m9__1,-2.2357039278,0.2264019005,0.4373627175,-0.1387120375,-0.1189405115,0.34490785500000004,0.44093168400000005,0.731063943,0.161873956,0.22264682,0.2540970895,-0.18140123600000002,0.7746705410000001
tcs__del_phoB_m9__2,-2.1487145901,0.3130726205,0.3098895005,0.18773611950000002,0.1600000095,0.359382225,0.49181982900000004,0.757859213,0.12010886500000001,0.21059784,0.45541329550000004,-0.203603573,0.08625178700000001
tcs__del_phoB_m9p__1,-8.7243273013,-2.8217288035,1.2716981505,-1.6679912835000001,2.4464347785,0.042946165,-1.4033922699999999,-0.51730162,0.02890506,1.70998187,1.1184088185,-0.552461412,0.41246764700000005
tcs__del_phoB_m9p__2,-8.5820151184,-2.4580653305,1.2879501515,-1.5914595435,2.6188508395,0.148344995,-1.441920028,-0.48681598000000004,0.004365593,1.69814819,1.0572291605,-0.581137733,-0.270189159
tcs__del_rcsB_etoh__1,-5.5438708371,2.1009125595,1.2463854435,-0.6531415895,0.7330101915,-1.113655764,1.437804526,0.858421713,-8.931931499000001,-0.02099361,0.6641800135,-0.913178605,-0.753500006
tcs__del_rcsB_etoh__2,-4.6885373156,2.0477573285,1.3007696795,-0.9015589905,0.7671250015000001,-1.286862524,1.343745373,0.9214160130000001,-8.931931499000001,0.051601640000000004,0.7155114245,-0.932499563,-0.18633089600000002
tcs__del_rcsB_lb__1,-2.5982607794,-0.2002620245,0.9851667795000001,0.7284750065000001,0.19180453150000001,-0.130483775,1.071024341,0.6655188230000001,-8.931931499000001,0.34237327,0.1718668815,-0.529956757,-0.753500006
tcs__del_rcsB_lb__2,-2.2327830667,-0.0028568785,1.0537978405,1.3114851185,0.3396167915,-0.11948199500000001,1.034644128,0.700550933,-8.633433781,0.37001703,0.11556680350000001,-0.633498792,-0.058975728000000005
tcs__del_zraR_lb__1,-1.2228949814,0.7962069835000001,0.8505845595,1.1707289055,0.6802517125,-1.008928745,1.3279311169999999,0.536767573,0.12803272100000002,0.52794562,0.31130586250000003,-0.335257425,-0.11735495400000001
tcs__del_zraR_lb__2,-1.2384160808,0.6952029435,0.8396459505,1.3364399035,0.7821201965,-1.091690486,1.481959491,0.5696375730000001,0.16423220500000002,0.51811106,0.2981839745,-0.23344250700000002,-0.402718304
tcs__del_zraR_zncl2__1,-3.7751650967,0.5248264335,1.4084771345,-0.3045331545,1.3825182715,-0.38165406500000004,1.278906408,0.833890483,0.40354764800000004,0.6172066700000001,0.3045327245,-0.005167849,0.113865066
