,-0.03419982780596738,0.03419982780596738,0.10259948341790213,0.17099913902983688,0.23939879464177166,0.3077984502537064,0.3761981058656412,0.44459776147757596,0.5129974170895106,0.5813970727014454,0.6497967283133801,0.7181963839253149,0.7865960395372497,0.8549956951491844,0.9233953507611192,0.9917950063730538,1.0601946619849887,1.1285943175969235,1.1969939732088581,1.265393628820793
thresh,-0.06839965561193476,0.06839965561193476,1,,,,,,,,,,,,,,,,,
unreg,2241,2012,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
unreg_genes,[],[],['yeeT'],[],[],[],['yeeS'],['yeeR'],[],[],[],['flu'],[],[],[],[],[],[],[],[]
