,-0.060783286666666665,-0.049731779999999996,-0.03868027333333333,-0.02762876666666666,-0.01657725999999999,-0.005525753333333321,0.005525753333333348,0.016577260000000017,0.027628766666666686,0.038680273333333355,0.049731780000000024,0.06078328666666669,0.07183479333333337,0.08288630000000002,0.0939378066666667,0.10498931333333339,0.11604082000000004,0.1270923266666667,0.13814383333333338,0.14919534000000007
thresh,-0.06630904,0.06630904,2,,,,,,,,,,,,,,,,,
unreg,1,5,23,119,593,2178,2012,487,87,21,7,6,5,1,3,5,1,2,0,0
FleN,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,4,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['PA1090' 'PA1089' 'PA1088' 'PA2954' 'fliI'],['PA1103'],['fliJ' 'flgK' 'PA1967'],['PA3350' 'flgH' 'flhF' 'PA1441' 'flgJ'],['flgG'],['flgI' 'flhA'],[],[]
FleN_genes,[],[],[],[],[],[],[],[],[],[],[],['fliP' 'fliO' 'fliM'],['fliN' 'flgL'],['fliQ' 'fliG'],['flgE'],['fliE' 'flgB'],['flgC' 'fleS' 'flgD' 'fliF'],['fleR' 'flgF'],[],[]
