,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,14.344833333333334,0.19742442435862212,3.0,0.0,14.5489,1.0,14.3308,2.0,14.1548,,,,,,,,,,
1,M9__M9tran,13.486899999999999,0.1685107711690861,3.0,3.0,13.3013,4.0,13.5291,5.0,13.6303,,,,,,,,,,
2,M9__M9stat,13.1123,0.2008469815556118,3.0,6.0,13.3032,7.0,13.1309,8.0,12.9028,,,,,,,,,,
3,Carbon Transition__MG-0.1,14.034500000000001,0.6987878004086788,3.0,9.0,14.074000000000002,10.0,13.3168,11.0,14.7127,,,,,,,,,,
4,Carbon Transition__MG-0.2,14.286249999999999,0.44809356723791466,2.0,12.0,13.9694,13.0,14.6031,,,,,,,,,,,,
5,Carbon Transition__MG+5,15.452433333333332,0.20722172505153327,3.0,14.0,15.6916,15.0,15.3392,16.0,15.3265,,,,,,,,,,
6,Carbon Transition__MG+10,15.365900000000002,0.5417084917185626,3.0,17.0,15.8316,18.0,15.4947,19.0,14.7714,,,,,,,,,,
7,Carbon Transition__MG+15,14.869233333333334,0.4210914904546676,3.0,20.0,14.4289,21.0,15.268,22.0,14.9108,,,,,,,,,,
8,Carbon Transition__MG+25,14.249899999999998,0.3118904134467744,3.0,23.0,14.4621,24.0,13.8918,25.0,14.3958,,,,,,,,,,
9,Carbon Transition__MG+45,13.723999999999998,0.43724496566570065,3.0,26.0,13.818,27.0,13.2474,28.0,14.1066,,,,,,,,,,
10,Carbon Transition__MG+60,13.95665,0.21517259351506612,2.0,29.0,14.1088,30.0,13.8045,,,,,,,,,,,,
11,Carbon Transition__MG+90,14.0382,0.4484471206285084,2.0,31.0,13.7211,32.0,14.3553,,,,,,,,,,,,
12,Carbon Transition__MG+120,13.666633333333332,0.14939184493583826,3.0,33.0,13.5018,34.0,13.7931,35.0,13.705,,,,,,,,,,
13,Carbon Transition__MG+150,13.969899999999999,0.42426406871192823,2.0,36.0,13.6699,37.0,14.2699,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,14.450466666666665,0.19330000862217633,3.0,38.0,14.2278,39.0,14.5752,40.0,14.5484,,,,,,,,,,
15,Carbon Transition__GM-0.2,14.482333333333335,0.22504293664395092,3.0,41.0,14.2265,42.0,14.5708,43.0,14.6497,,,,,,,,,,
16,Carbon Transition__GM+5,13.9932,0.3825925901007499,3.0,44.0,13.5659,45.0,14.1097,46.0,14.304,,,,,,,,,,
17,Carbon Transition__GM+10,14.03745,0.6988336318466641,2.0,47.0,14.5316,48.0,13.5433,,,,,,,,,,,,
18,Carbon Transition__GM+15,14.470733333333333,0.23615004411037713,3.0,49.0,14.2345,50.0,14.4709,51.0,14.7068,,,,,,,,,,
19,Carbon Transition__GM+25,14.741633333333333,0.3892662884624533,3.0,52.0,14.9989,53.0,14.9322,54.0,14.2938,,,,,,,,,,
20,Carbon Transition__GM+45,14.005600000000001,0.6035291790791897,3.0,55.0,14.6713,56.0,13.8513,57.0,13.4942,,,,,,,,,,
21,Carbon Transition__GM+60,13.882833333333332,0.5175648783808012,3.0,58.0,14.4442,59.0,13.7797,60.0,13.4246,,,,,,,,,,
22,Carbon Transition__GM+90,14.264133333333334,0.18019146298682784,3.0,61.0,14.1605,62.0,14.4722,63.0,14.1597,,,,,,,,,,
23,Carbon Transition__GM+120,13.60475,0.5830095410883075,2.0,64.0,13.1925,65.0,14.017,,,,,,,,,,,,
24,Carbon Transition__GM+150,13.410766666666667,0.47778826202967056,3.0,66.0,13.7074,67.0,12.8596,68.0,13.6653,,,,,,,,,,
25,Life Cycle__BT,13.02725,0.5175314531504338,2.0,69.0,13.3932,70.0,12.6613,,,,,,,,,,,,
26,Life Cycle__B36,16.2823,0.02008183258569888,2.0,71.0,16.2965,72.0,16.2681,,,,,,,,,,,,
27,Life Cycle__B60,16.30265,0.016334166645408862,2.0,73.0,16.3142,74.0,16.2911,,,,,,,,,,,,
28,Life Cycle__S0,12.161766666666667,0.4911238370648821,3.0,75.0,12.1716,76.0,11.6658,77.0,12.6479,,,,,,,,,,
29,Life Cycle__S1,13.779633333333335,0.15055013561379918,3.0,78.0,13.9303,79.0,13.7794,80.0,13.6292,,,,,,,,,,
30,Life Cycle__S2,13.577100000000002,0.4101212991299033,3.0,81.0,13.6105,82.0,13.1513,83.0,13.9695,,,,,,,,,,
31,Life Cycle__S3,14.482099999999999,0.9388963840594989,2.0,84.0,13.8182,85.0,15.146,,,,,,,,,,,,
32,Life Cycle__S4,14.783933333333332,0.03546072945292201,3.0,86.0,14.743,87.0,14.8053,88.0,14.8035,,,,,,,,,,
33,Life Cycle__S5,14.902933333333332,0.5670448159831221,3.0,89.0,14.2744,90.0,15.3761,91.0,15.0583,,,,,,,,,,
34,Life Cycle__S6,14.220749999999999,0.7447877895270382,8.0,92.0,13.8639,93.0,13.0506,94.0,14.7278,95.0,14.4145,96.0,13.2949,97.0,14.5089,98.0,14.7527,99.0,15.1527
35,Life Cycle__S7,14.9535,0.4754791583234745,3.0,100.0,15.4917,101.0,14.5904,102.0,14.7784,,,,,,,,,,
36,Life Cycle__S8,14.3377,0.5454621710073027,2.0,103.0,14.7234,104.0,13.952,,,,,,,,,,,,
37,Life Cycle__G135,9.4599,0.7458562327955705,2.0,105.0,9.9873,106.0,8.9325,,,,,,,,,,,,
