,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-1.1716515809999994,0.04569710878147476,2.0,0.0,-1.2039643164999996,1.0,-1.1393388454999993
1,RichMedia__BHIN_Growth_Mid,-2.5369998674999996,0.3335458735160651,2.0,2.0,-2.3011473184999995,3.0,-2.7728524164999997
2,RichMedia__BHIN_Growth_Stat,-2.4572025684999996,0.1243397480257013,2.0,4.0,-2.3692810894999994,5.0,-2.5451240474999994
3,RichMedia__LBv2_Growth_Late,-1.3178867029999992,0.31712668222996515,2.0,6.0,-1.0936442754999995,7.0,-1.5421291304999991
4,RichMedia__LBv2_Growth_Mid,4.579669976578771e-16,0.2360984704740888,2.0,8.0,0.1669468295000005,9.0,-0.1669468294999996
5,RichMedia__LBv2_Growth_Stat,-3.8093419694999997,0.16118222032710536,2.0,10.0,-3.6953689284999993,11.0,-3.9233150105
6,RichMedia__MHB_Rich_Mid,-1.2649189079999994,0.31150356687343106,2.0,12.0,-1.044652623499999,13.0,-1.4851851924999997
7,RichMedia__NBO_Rich_Mid,0.15100983400000076,0.12300223362877705,2.0,14.0,0.237985547500001,15.0,0.0640341205000005
8,Carbon__M9Na_Arabinose_Mid,-0.9162446185000002,0.3058938639183211,2.0,16.0,-0.6999449930000003,17.0,-1.132544244
9,Carbon__M9Na_Galactose_Mid,0.8362924449999998,0.23482310227794936,2.0,18.0,0.6702474369999996,19.0,1.002337453
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.21534014399999976,0.1794168227139803,2.0,20.0,-0.3422069959999998,21.0,-0.0884732919999997
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.031687000000000194,0.043984683540737625,2.0,22.0,-0.0005851320000003,23.0,-0.0627888680000001
12,Carbon__M9Na_GlcNAcGrowth_Stat,-2.5283080105,0.33886401725340826,2.0,24.0,-2.7679210550000004,25.0,-2.288694966
13,Carbon__M9Na_GlcNAc_Mid,-0.6022922805000002,0.09721452308044665,2.0,26.0,-0.6710333290000001,27.0,-0.5335512320000002
14,Carbon__M9Na_Gluconate_Mid,-1.632995895,0.07893575692533882,2.0,28.0,-1.577179886,29.0,-1.688811904
15,Carbon__M9Na_Glucosamine_Mid,-2.0899868075000003,0.032247633747390494,2.0,30.0,-2.1127893280000003,31.0,-2.0671842870000003
16,Carbon__M9Na_Glycerol_Mid,-0.5629470825,0.15960564585538314,2.0,32.0,-0.450088848,33.0,-0.675805317
17,Carbon__M9Na_Maltose_Mid,-0.7324081720000001,0.3514213717241147,2.0,34.0,-0.980900607,35.0,-0.4839157370000002
18,Carbon__M9Na_Mannitol_Mid,-0.6437602965,0.4094997434674706,2.0,36.0,-0.933320342,37.0,-0.3542002509999999
19,Carbon__M9Na_Trehalose_Mid,-0.7399845170000001,0.19718623652007558,2.0,38.0,-0.6005527920000002,39.0,-0.879416242
