,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.5929448658998292,3.0,0.0,0.3295263841,1.0,-0.6845159079,2.0,0.35498952380000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-5.996585321466667,1.2015977636981348,3.0,3.0,-5.5006504673,4.0,-5.1223345652,5.0,-7.3667709319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-5.6262972579333335,1.341248927772169,3.0,6.0,-5.5510875524,7.0,-4.3242356181,8.0,-7.0035686033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-1.057355261547768e-17,2.689621265542275,21.0,9.0,1.1678935975,10.0,2.4705127717,11.0,0.6286067513,12.0,1.8554401292,13.0,1.2514065398,14.0,2.0551008585,15.0,-2.4269585769,16.0,2.3926760969,17.0,3.0110348999,18.0,-6.4905743127,19.0,-1.2815107141,20.0,0.9778044519,21.0,-0.2786915044,22.0,2.3113336971000003,23.0,1.0689803925,24.0,-3.9215811566000003,25.0,2.0600616126,26.0,1.3981556742,27.0,-5.4885611212,28.0,-1.6074233834,29.0,-1.1537067038
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-4.372719458323809,0.8046708988405368,21.0,30.0,-3.977697685,31.0,-5.5495198697,32.0,-4.9134781288,33.0,-4.7025135835,34.0,-4.3765817687,35.0,-5.1441247803,36.0,-4.7777272419,37.0,-5.2144363921,38.0,-3.3368185175000002,39.0,-5.724931359,40.0,-5.0939216378,41.0,-5.1329938367,42.0,-4.2255291360000005,43.0,-4.0359602593,44.0,-4.5337619459,45.0,-3.8766147079,46.0,-3.0812048024,47.0,-4.1826893789,48.0,-3.4064882581,49.0,-3.0912761908,50.0,-3.4488391445
5,WT_vs_Del_ccpA__THY_None_WT_exponential,3.333333146541643e-11,0.40108312230563464,3.0,51.0,0.4430076214,52.0,-0.3384476286,53.0,-0.1045599927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-4.00231930095,0.7015556921689142,4.0,54.0,-3.758544103,55.0,-3.4619754927,56.0,-3.7549563766,57.0,-5.0338012315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.5000002068509275e-11,0.7436302186753646,4.0,58.0,1.0777380963,59.0,-0.1941117979,60.0,-0.2555858763,61.0,-0.6280404222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.503098029775,0.9918872209045626,4.0,62.0,0.39293659480000004,63.0,-1.9084538122999999,64.0,-0.3966161134,65.0,-0.1002587882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.6346060004,0.6175315758465866,4.0,66.0,-1.245645955,67.0,0.20436171760000002,68.0,-0.6057000972000001,69.0,-0.8914396670000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-1.873856641175,2.300333617709696,4.0,70.0,-0.3579363232,71.0,0.2737805043,72.0,-2.6441699012,73.0,-4.7671008446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.666665879381431e-11,0.3412326808607477,6.0,74.0,0.43867292300000005,75.0,-0.18050539810000002,76.0,-0.0549658332,86.0,0.36862695430000003,88.0,-0.1204128037,90.0,-0.4514158424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-8.430560410500002,0.9951056940737415,6.0,77.0,-7.6141708478,78.0,-7.8101743281000005,79.0,-7.3106092997,87.0,-9.3044321064,89.0,-8.7893581162,91.0,-9.7546177648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-1.6356210072666666,0.3235026232878598,3.0,80.0,-1.6125822711,82.0,-1.9700271353,84.0,-1.3242536154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-6.0326674210333335,0.2427725534207993,3.0,81.0,-6.3009362080999995,83.0,-5.8280886799000005,85.0,-5.9689773751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.6439727057310564,3.0,92.0,0.0123018659,93.0,0.6377336404,94.0,-0.6500355063000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.7814253327,0.054148394176823066,3.0,95.0,0.7411367053,96.0,0.8429782019000001,97.0,0.7601610909000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
