locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2648,0.5737674822000001,pinH,putative invertase fragment,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7383
b4521,0.0958154828,ycgI,protein YcgI,Cell wall/membrane/envelope biogenesis,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10444
