,161
aat__00m_00s__1,0.19772194340000002
aat__00m_30s__1,-3.5628798739
aat__01m_00s__1,-2.9573670752
aat__02m_00s__1,-1.9678352388
aat__05m_00s__1,-2.4936331665
aat__10m_00s__1,-2.7588761146
aat__00m_00s__2,-0.1384219529
aat__00m_30s__2,-1.4400814774000001
aat__01m_00s__2,-2.0240174491
aat__02m_00s__2,-1.4515303074
aat__05m_00s__2,-2.0108615783
aat__10m_00s__2,-0.6422405919
aat__00m_00s__3,-0.059299990600000005
aat__00m_30s__3,-1.1602333699
aat__01m_00s__3,-1.9364156911000001
aat__02m_00s__3,-1.6610564559
aat__05m_00s__3,-1.2797936092
aat__10m_00s__3,-0.8700195362
abx_mega__dmso-2__1,0.050910110800000005
abx_mega__ery_dmso__1,-2.2526803844
abx_mega__nal_naoh__1,0.2377756702
abx_mega__dmso-5__1,0.7441519921
abx_mega__rif_dmso__1,1.1265947631
abx_mega__novo_h2o__1,-0.0050674246
abx_mega__rach_dmso__1,-0.7045288547
abx_mega__metro_dmso__1,-2.4441952737
abx_mega__dmso-6__1,-1.3020489658
abx_mega__chl_h2o__1,1.3158538429
abx_mega__cst_h2o__1,1.1597942303
abx_mega__tec_h2o__1,1.1732595451
abx_mega__str_h2o__1,4.046906719
abx_mega__ctx_h2o__1,0.7513892233
abx_mega__nal_naoh__2,-1.2617895615
abx_mega__phos_h2o__1,-1.1954630743
abx_mega__dmso-5__2,1.0481925277
abx_mega__polmyx_h2o__1,-0.3954683091
abx_mega__h2o-8b__1,0.42479296600000005
abx_mega__h2o-6__1,-0.1130487005
abx_mega__thio_dmso__1,0.0682308367
abx_mega__phos_h2o__2,-0.5908190265000001
abx_mega__ctx_h2o__2,-0.2252360767
abx_mega__lzd_dmso__1,0.1524532251
abx_mega__naoh-9__1,-0.8380725064000001
abx_mega__dox_dmso__1,-1.9560230126
abx_mega__phos_ethanol__1,1.4132316783
abx_mega__teix_dmso__1,-1.3917208181
abx_mega__dmso-10__1,-0.2080117299
abx_mega__van_dmso__1,-0.2332515412
abx_mega__ramo_h2o__1,-1.8752796597999999
abx_mega__tec_h2o__2,-0.8363225835
abx_mega__h2o-7__1,0.1686897383
abx_mega__cro_h2o__1,-1.2373232859
abx_mega__tric_ethanol__1,1.1918677044
abx_mega__nor_naoh__1,0.1510637954
abx_mega__teix_dmso__2,1.2549306096000001
abx_mega__nal_naoh__3,-0.2007413392
abx_mega__novo_h2o__2,0.104130448
