,-0.05237654986572508,-0.041901239892580065,-0.03142592991943505,-0.02095061994629003,-0.010475309973145011,6.938893903907228e-18,0.010475309973145025,0.020950619946290036,0.03142592991943506,0.041901239892580086,0.0523765498657251,0.06285185983887011,0.07332716981201513,0.08380247978516016,0.09427778975830516,0.10475309973145018,0.1152284097045952,0.12570371967774024,0.13617902965088524,0.14665433962403024
thresh,-0.057614204852297596,0.057614204852297596,1,,,,,,,,,,,,,,,,,
unreg,3,12,63,272,1077,1462,589,221,78,42,34,12,14,7,5,2,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],"['ABUW_3702' 'ABUW_0438' 'ABUW_3291' 'ABUW_3196' 'ABUW_3388' 'citN' 'gltJ'
 'ABUW_1921' 'ald1' 'ABUW_0826' 'ABUW_0439' 'ABUW_0381']","['acsA' 'ABUW_0984' 'ABUW_2133' 'ABUW_1622' 'ABUW_0985' 'ABUW_1525'
 'ABUW_1624' 'madL' 'ABUW_3140' 'ABUW_2297' 'ABUW_0009' 'ABUW_3138' 'gltI'
 'ABUW_1561']",['ABUW_2219' 'lifO' 'ABUW_3139' 'ABUW_1693' 'ABUW_2358' 'adeT' 'ABUW_2744'],['ABUW_1112' 'ABUW_0324' 'aspQ' 'ABUW_3137' 'ABUW_0183'],['pcaT' 'ABUW_0184'],['ABUW_3245'],['ABUW_2448'],[],[]
