,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.10037603425991799,3.0,0.0,-0.0430803947,6.0,0.11472500270000001,12.0,-0.071644608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.078908869,0.0922243570718291,3.0,1.0,0.0132990888,7.0,-0.0788760792,13.0,-0.1711496166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.0027052095666666672,0.02700540845876917,3.0,2.0,-0.033368848900000005,8.0,0.0077176384,14.0,0.017535581800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.061731510733333335,0.1306232450855227,3.0,3.0,0.0853947338,9.0,-0.1065225409,15.0,-0.1640667251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.08239222436666667,0.067120504325707,3.0,4.0,-0.007843418000000001,10.0,-0.1380246967,16.0,-0.1013085584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.13424860463333332,0.14657925565424273,3.0,5.0,0.0016822903,11.0,-0.2895500243,17.0,-0.1148780799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.55356221955,0.23137731627387279,2.0,18.0,-1.3899537502000001,71.0,-1.7171706889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-3.2863427535333334,0.15887916895068463,3.0,19.0,-3.319047621,70.0,-3.4263245261,205.0,-3.1136561135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.32929937184999997,0.6325456109577157,8.0,20.0,-1.0004133337,32.0,-0.5573973324,55.0,-0.5610156955,67.0,0.5137940744,126.0,-0.5000665754,147.0,-0.3872005593,203.0,0.7559873643,210.0,-0.8980829172,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.017201248466666666,0.12572771784952147,3.0,21.0,0.1330969143,34.0,0.034973987500000005,61.0,-0.11646715640000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.0071953163749999965,0.40434441024998813,8.0,22.0,0.7734329275,104.0,-0.3438765091,111.0,-0.0985807275,133.0,-0.1604058685,165.0,0.0143429889,238.0,0.1694565176,265.0,-0.5484089462,270.0,0.2516021483,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-2.9485525064428573,0.316311238777567,7.0,23.0,-3.1433446111,56.0,-3.237860988,82.0,-3.2094287595,118.0,-2.4233558514,134.0,-2.8646117177,137.0,-2.6372059567,227.0,-3.1240596607,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-0.412090474225,0.7194850079213378,4.0,24.0,-1.4176602716,101.0,-0.3142639304,139.0,-0.20340905180000002,149.0,0.28697135690000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.6182585995000001,0.2314881090401945,4.0,25.0,0.7930858784,123.0,0.40932891120000003,155.0,0.42799054000000003,191.0,0.8426290684000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.23784851543333332,0.06056378049012498,3.0,26.0,-0.265298435,59.0,-0.2798267687,159.0,-0.1684203426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-4.19351817922,0.23900243973762467,5.0,27.0,-3.9448935703,76.0,-4.0017117604,146.0,-4.3949108925,162.0,-4.4873303132,262.0,-4.1387443597,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.025371505225000007,0.5889314433522248,4.0,28.0,0.8719129680000001,94.0,-0.28906084190000003,186.0,-0.0364154214,231.0,-0.4449506838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-1.4574138685,0.9097230579732023,3.0,29.0,-2.039164706,49.0,-0.4090620379,260.0,-1.9240148616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-0.26384218315999997,1.0247534265116645,5.0,30.0,-0.6466017516,77.0,-1.0022836463,172.0,0.6461233473,259.0,-1.3111186545,280.0,0.9946697893,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-0.8855103612,1.2771567971532334,4.0,31.0,0.9728439428000001,40.0,-1.0673489814,138.0,-1.6964732261000002,192.0,-1.7510631801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
