,-0.0588685104360566,-0.04578661922804402,-0.032704728020031444,-0.019622836812018866,-0.006540945604006289,0.006540945604006289,0.019622836812018866,0.032704728020031444,0.04578661922804402,0.0588685104360566,0.07195040164406918,0.08503229285208178,0.09811418406009434,0.1111960752681069,0.1242779664761195,0.1373598576841321,0.15044174889214465,0.1635236401001572,0.1766055313081698,0.1896874225161824
thresh,-0.06540945604006289,0.06540945604006289,2,,,,,,,,,,,,,,,,,
unreg,1,4,63,505,1805,1422,372,84,24,11,5,1,1,0,1,0,0,0,0,0
S-box,0,0,0,0,1,2,2,2,3,1,1,3,2,3,4,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['hom' 'serA' 'yoyD' 'thrB' 'thrC'],['yoaE'],['mtnU'],[],['mtnE'],[],[],[],[],[]
S-box_genes,[],[],[],[],['metK'],['sirB' 'sirC'],['sumT' 'cysC'],['sat' 'metN'],['metP' 'cysP' 'metQ'],['cysH'],['samT'],['yoaC' 'yxjH' 'yxjG'],['yoaB' 'yoaD'],['metE' 'metC' 'mtnD'],['metI' 'mtnB' 'mtnX' 'mtnW'],['mtnA'],['mtnK'],[],[],[]
