,A,LsrR,Crp
svns_pgi__BmePgi24_26__2,-0.1894388074853264,0.6909656934999999,0.14498237199999942
svns_pgi__BmePgi24_41__1,0.1717929432464146,0.9157494165000006,0.4958493130000008
svns_pgi__BmePgi24_41__2,-0.3061719292508348,0.2491086425,0.08223337899999983
svns_pgi__BmePgi24_52__1,0.1563160518431868,0.5760830394999994,0.2600776430000007
svns_pgi__BmePgi24_52__2,-0.0911949438947819,0.3649765414999999,0.11009234900000033
svns_pgi__PaePgi2_34__1,2.024912097998586,1.1018777875000003,0.9464174330000006
svns_pgi__PaePgi2_34__2,1.854493190991676,1.0181104285,0.980365153000001
svns_pgi__PaePgi2_63__1,1.6283988204763475,1.0853601144999994,0.998691483
svns_pgi__PaePgi2_63__2,1.157025063555533,1.1276976545000004,0.974959343
svns_pgi__PaePgi24_54__1,1.264261715368975,1.4217472825000002,0.8303385730000006
svns_pgi__PaePgi24_54__2,1.4304635057200057,1.0658905265000005,0.9265034130000008
svns_pgi__PaePgi24_90__1,0.9358663761957684,0.9729917135,0.809689723
svns_pgi__PaePgi24_90__2,0.3929516384671455,1.0849426695000002,0.9991721830000008
abx_media__m9_ctrl__1,-0.5762408122128371,0.3243480805000001,-0.21908725299999965
abx_media__m9_ctrl__2,-0.431118575038883,0.39363745849999976,0.06872792999999966
abx_media__rpmi_ctrl__1,-2.5142102622448896,-1.8597763085,0.1818832429999997
abx_media__rpmi_ctrl__2,-1.76199067259631,-1.6507012615,0.4604582229999998
abx_media__camhb_ctrl__1,-2.3795188318844485,-2.7717785305000002,-1.4667156490000008
abx_media__camhb_ctrl__2,-1.7313573747320392,-1.7677584815,-1.5642143070000003
abx_media__m9_mero__1,-2.1794190001915315,0.11693420450000015,0.10006032100000084
abx_media__m9_mero__2,-0.8733164738032412,-0.048241625499999774,-0.24440689100000054
abx_media__rpmi_mero__1,-1.656087001596591,-2.2696996905,-0.15585906599999966
abx_media__rpmi_mero__2,-2.096166633267934,-1.6141616735,0.12222331400000107
abx_media__camhb_mero__1,-0.4684328186763278,-2.6532432615,-2.568928611
abx_media__camhb_mero__2,-0.879681744862389,-2.5799988675,-2.3720532899999998
abx_media__m9_trisulf__1,-0.5463886571478791,0.12620519250000006,-0.13952741599999996
abx_media__m9_trisulf__2,-0.9268862592277132,-0.04309981450000011,-0.12156318199999915
abx_media__rpmi_trisulf__1,-1.0413865037696406,-1.3223266414999997,-1.1385435739999998
abx_media__rpmi_trisulf__2,-1.2653958229116329,-1.5504328605000002,-1.1257448149999991
abx_media__camhb_trisulf__1,-1.6917345136149262,-2.0768863625,-0.6163487490000001
abx_media__camhb_trisulf__2,-1.8340143917089329,-2.0986778685000003,-0.6510849729999997
abx_media__m9_cef__1,-0.5738570806517255,-0.02393976749999993,-0.4245596339999995
abx_media__m9_cef__2,-0.6887300120011388,-0.8518602314999999,-0.35219075799999894
abx_media__rpmi_cef__1,-1.8910510646014176,-1.9665244205,0.17718560299999986
abx_media__rpmi_cef__2,-1.7766283750467622,-1.4305088054999997,0.25364192300000177
abx_media__camhb_cef__1,-1.7578930926665672,-1.5638948734999998,-0.8382274849999991
abx_media__camhb_cef__2,-1.5698075769131383,-1.5246833805000002,-0.9034556939999998
abx_media__m9_cipro__1,-0.3942056020980662,-0.44131319049999984,-0.29610201100000033
abx_media__m9_cipro__2,-0.5238033638946441,-0.3053622374999998,-0.23094071100000055
abx_media__rpmi_cipro__1,-1.8273172667839888,-1.7978417144999999,-0.7087974589999995
abx_media__rpmi_cipro__2,-1.5030210199115022,-2.1544094155,-0.9681077109999999
abx_media__camhb_cipro__1,-1.439759114191692,-2.4554545245,-1.3565894469999993
abx_media__camhb_cipro__2,-1.279412677876003,-2.0157224475,-1.1236836730000004
hot_tale__42c_ale3_30c__1,-1.3407760750170752,-0.17104716749999982,0.06220796800000095
hot_tale__42c_ale3_30c__2,-0.2429565534182684,-0.35873065949999994,0.017358810000001057
hot_tale__42c_ale3_37c__1,-0.362497848424428,0.009861603500000092,0.4355665230000003
hot_tale__42c_ale3_37c__2,-0.8916344033992122,0.1526863555000002,0.4006368030000012
hot_tale__42c_ale3_44c__1,3.081319103120158,0.8800252315000003,0.3718853430000007
hot_tale__42c_ale3_44c__2,2.9431860516028108,1.1625770085000005,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,0.8183205893908656,0.15299226349999984,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,0.4888016763198736,0.5961767025000002,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,-0.2324943041890346,0.3714770525000004,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,-0.0072714615950998,0.05262054549999995,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,0.4810433746713088,0.7561634785000004,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,0.7410082433839899,0.6306540575000001,-0.002275452999999317
hot_tale__hot_ale3_30c__1,0.8085167582031151,0.4867746835000002,0.5150203330000007
hot_tale__hot_ale3_30c__2,0.1764163277065124,0.010182911499999836,0.5286701730000001
hot_tale__hot_ale3_37c__1,0.1675368761730669,-0.07377671950000009,0.3493771030000001
hot_tale__hot_ale3_37c__2,-0.3352104984592485,-0.06814856249999979,0.3963193829999998
hot_tale__hot_ale3_44c__1,-0.2046387011142809,0.17876510749999985,0.28643448300000074
hot_tale__hot_ale3_44c__2,-0.1079968632787671,0.2993805445,0.30231870300000097
hot_tale__hot_ale4_30c__1,-1.62282094591682,-0.2811129684999996,-0.0598787810000001
hot_tale__hot_ale4_30c__2,-1.0072955383772062,-0.28163541149999993,0.0276806220000001
hot_tale__hot_ale4_37c__1,-0.3550999794860678,-0.30734398149999986,-0.15436083400000022
hot_tale__hot_ale4_37c__2,-0.7691383398580894,0.022207788499999825,-0.04945322999999924
hot_tale__hot_ale4_44c__1,0.5248554594938953,0.6678946505000001,0.16471379300000066
hot_tale__hot_ale4_44c__2,0.5806861181733842,0.4739661095000001,0.0758041020000011
hot_tale__hot_ale8_30c__1,-0.0018823366984638,-0.058787514500000075,-0.056768664999999885
hot_tale__hot_ale8_30c__2,-1.1345148246848022,0.003389372500000043,-0.10699186199999923
hot_tale__hot_ale8_37c__1,-0.4664508211091261,-0.11346764149999974,-0.007091699000000062
hot_tale__hot_ale8_37c__2,-0.62514841686033,-0.004206550500000184,-0.04404757799999892
hot_tale__hot_ale8_44c__1,0.5292351775942584,0.3909795894999997,0.07381628000000083
hot_tale__hot_ale8_44c__2,0.0236537291027406,0.4490960665000001,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,-0.9317525512470256,-0.11513128849999975,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,-1.1681323737231202,-0.09193602449999982,0.10594186400000004
hot_tale__hot_ale9_30c__1,-0.6469893924406434,-0.4881218384999997,0.057352916000001024
hot_tale__hot_ale9_30c__2,-1.3454098335836464,-0.1982390034999999,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,-0.0146532442961838,0.025732305500000045,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,-0.2229055901977902,-0.2089178705000001,0.028525377000001132
hot_tale__hot_ale9_37c__1,-0.0281651863306048,0.03577060749999994,0.032825572000000136
hot_tale__hot_ale9_37c__2,-0.2669773227122557,0.07637145150000002,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,0.5385155124210222,0.5794871935000003,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,1.7446264397573192,0.8368446065000006,0.3056119630000005
hot_tale__hot_ale9_44c__1,0.8226536193839566,0.6400962574999998,-0.02729796100000037
hot_tale__hot_ale9_44c__2,0.9784194255431784,0.4978993804999998,-0.08631352099999923
hot_tale__hot_ale10_30c__1,-0.6420344396066172,-0.15246239149999985,0.23749544300000025
hot_tale__hot_ale10_30c__2,-0.412938812105537,-0.07698167750000008,0.4220348329999997
hot_tale__hot_ale10_37c__1,0.104391893715818,-0.039172969500000036,0.06875389400000033
hot_tale__hot_ale10_37c__2,-0.0105859028651607,-0.1267363494999998,0.12083432100000024
hot_tale__hot_ale10_44c__1,0.287451217225744,0.5649193595000002,-0.03575344399999913
hot_tale__hot_ale10_44c__2,0.6584361777417234,0.5309764604999998,0.11004349699999948
hot_tale__hot_ale16_30c__1,-0.6296150389219671,-0.057058332500000024,0.12930916100000012
hot_tale__hot_ale16_30c__2,-0.7325342396531782,-0.07241428449999976,0.25108644300000016
hot_tale__hot_ale16_37c__1,-0.7935639639595566,-0.2338674575000001,-0.02264786099999938
hot_tale__hot_ale16_37c__2,-0.5972375371142485,-0.10001210649999992,-0.007290675000000134
hot_tale__hot_ale16_44c__1,0.5067131864460522,0.7730941424999997,0.039920518000000633
hot_tale__hot_ale16_44c__2,1.2268019084017685,0.14594136550000014,0.206041613
pdhr_ale__pdhR-13_51__1,-0.3352987585851065,0.8242144915000003,0.42604259299999997
pdhr_ale__pdhR-13_51__2,0.0528167094610356,0.5872304265000006,0.3453698430000003
pdhr_ale__pdhR-14_46__1,-0.1314855645404049,0.6728401785000004,0.4137442230000001
pdhr_ale__pdhR-14_46__2,0.1559236178694436,0.7258676365000003,0.3746890430000001
pdhr_ale__pdhR-15_51__1,0.4215707814444835,0.3618820105000005,0.20815125300000048
pdhr_ale__pdhR-15_51__2,0.7763705677398501,0.5838195815000002,0.29122772299999866
pdhr_ale__pdhR-16_49__1,0.792843367027921,1.0174184884999995,0.3586398129999999
pdhr_ale__pdhR-16_49__2,0.3744523692531751,0.4569787654999997,0.2910247429999995
tcs__del_atoC_LiAcet__1,0.9644540853856756,0.5165188734999999,0.3723211630000005
tcs__del_atoC_LiAcet__2,1.017840634243143,0.30763862349999993,0.5545006830000005
tcs__del_atoC_LiCl__1,0.8603191205273732,0.5831473244999996,0.7297175930000002
tcs__del_atoC_LiCl__2,1.008722482976439,0.4581105415,0.803204053
tcs__del_atoC_m9__1,0.4655154022508852,0.7272324904999996,0.6994936329999994
tcs__del_atoC_m9__2,0.6417644143019965,0.6224870265,0.8078232029999999
tcs__del_baeR_etoh__1,5.049082021672372,2.7026650715,0.725387413
tcs__del_baeR_etoh__2,4.806291820327045,2.9199738025000004,0.8432000029999998
tcs__del_baeR_lb__1,6.7361310530816825,1.8246253125000005,0.452954033000001
tcs__del_baeR_lb__2,6.486025268858102,1.7941486215000015,0.5136486629999997
tcs__del_btsR_01xlb__1,16.466216233572393,4.7882729875,-1.0043266899999992
tcs__del_btsR_01xlb__2,16.446427639755104,4.754615630500001,-1.1325108709999991
tcs__del_btsR_lb__1,1.955989266876188,1.6469009325000004,0.9059306429999996
tcs__del_btsR_lb__2,1.8783586380879504,1.5017351495,0.882795573000001
tcs__del_btsR_pyruvate__1,15.767181475754816,4.430364352500002,-1.2074819320000003
tcs__del_btsR_pyruvate__2,15.700972353712482,4.4268808195,-1.2602474279999996
tcs__del_cpxR_etoh__1,4.8290205987015,2.6185559145,1.209290043000001
tcs__del_cpxR_etoh__2,4.743298162255568,2.8150092634999995,1.1967784130000003
tcs__del_cpxR_lb__1,5.653508797517674,1.6010967025000005,0.5608460330000007
tcs__del_cpxR_lb__2,5.470565114508112,1.5572541075000004,0.6407895630000002
tcs__del_cusR_CuSO4__1,0.4847450009532678,-0.1752792594999999,1.0462541129999998
tcs__del_cusR_CuSO4__2,1.1615398925379583,0.2937188835000004,1.048489943
tcs__del_cusR_lb__1,1.9457379816350544,1.3953728635000004,0.9952246930000008
tcs__del_cusR_lb__2,1.4942560165114045,1.2644107785000005,1.0406022430000004
tcs__del_kdpE_01-kcl__1,0.7871043161868515,0.5432472305000005,0.08810516099999965
tcs__del_kdpE_01-kcl__2,0.3827485220002874,0.5060262524999999,0.12273579200000027
tcs__del_kdpE_115-kcl__1,0.0780135871842035,0.29551284550000023,0.04519701000000076
tcs__del_kdpE_115-kcl__2,0.6087753429179921,0.5057717884999997,-0.003365354999999681
tcs__del_phoB_m9__1,0.2345927308379862,0.5999571015000003,0.7310639430000005
tcs__del_phoB_m9__2,0.156050180482267,0.6080709584999999,0.7578592129999997
tcs__del_phoB_m9p__1,-0.6080159615376136,-0.7339354495000001,-0.5173016199999996
tcs__del_phoB_m9p__2,-0.6307853711343321,-0.7477687654999999,-0.4868159799999994
tcs__del_rcsB_etoh__1,4.9230840427441205,2.1066436565,0.8584217130000003
tcs__del_rcsB_etoh__2,5.660484888746847,2.2027909355000004,0.921416013
tcs__del_rcsB_lb__1,3.070678983868281,1.0113415395,0.6655188230000011
tcs__del_rcsB_lb__2,1.9996455908781527,1.0757934415,0.7005509330000006
tcs__del_zraR_lb__1,1.832840249930716,1.7397993915,0.5367675730000006
tcs__del_zraR_lb__2,1.9862787248779208,1.6371464944999996,0.5696375729999996
tcs__del_zraR_zncl2__1,0.5977115809464306,1.1040319545000001,0.8338904830000011
tcs__del_zraR_zncl2__2,0.6178878276597226,1.0398846825000003,0.8158754130000005
tcs__wt_01-kcl__1,1.624551133113939,0.2964444525000003,-0.042192379999999474
tcs__wt_01-kcl__2,1.3631061030570184,0.4038339165,-0.04159150899999986
tcs__wt_01xlb__1,16.69568949550157,5.1450040685000005,-1.1868215099999997
tcs__wt_01xlb__2,16.486632936994813,5.115729749499999,-1.1874649749999993
tcs__wt_115-kcl__1,0.4716333352451546,0.27502087349999993,-0.09970663000000002
tcs__wt_115-kcl__2,0.6150633977949009,0.1610464235000002,-0.12142913199999937
tcs__wt_CuSO4__1,2.040176378981897,1.3432117474999998,0.7338502030000011
tcs__wt_CuSO4__2,2.1911213707148818,1.6939813134999993,0.7305206129999995
tcs__wt_etoh__1,6.205461053000103,2.3852872595,0.5754630630000008
tcs__wt_etoh__2,5.953263634889213,2.5301727915,0.5394844130000003
tcs__wt_lb__1,1.719186828347544,0.8556885804999999,0.9893765630000004
tcs__wt_lb__2,1.4598880478765668,0.7463100164999998,1.0922559429999996
tcs__wt_LiAcet__1,0.9206381862683884,0.6610920754999999,0.6491752730000009
tcs__wt_LiAcet__2,0.9048094758707612,0.6749186744999998,0.4062179429999997
tcs__wt_LiCl__1,0.5701036574382329,0.7108843225000001,0.5743156230000004
tcs__wt_LiCl__2,0.3605249450059539,0.6851296915000002,0.6016396030000006
tcs__wt_m9p__1,-1.501702924128154,-0.3265279434999999,-0.39549780799999995
tcs__wt_m9p__2,-1.2046408511300664,-0.6614369825000002,-0.4201194360000001
tcs__wt_pyr__1,17.37235085705002,5.2965228475,-1.287916309
tcs__wt_pyr__2,17.282359584493644,5.3114550715,-1.1631474849999996
tcs__wt_zncl2__1,0.5665444328103066,0.3668506015000004,0.6655301930000004
tcs__wt_zncl2__2,0.6715870310643914,0.3331680635000005,0.6831118230000008
ros_tale__0_0_0pq__1,-0.5293827843024683,-0.2749740964999998,0.3292272530000009
ros_tale__0_0_0pq__2,-0.3160346157539774,-0.2511551105000001,0.30771033300000106
ros_tale__0_0_250pq__1,0.4521072694549861,0.7295716324999999,1.4522597630000007
ros_tale__0_0_250pq__2,0.6465392982156588,0.7696893905,1.4384985730000004
ros_tale__1_mid_250pq__1,-0.2071872622633615,-0.018215328500000183,0.6546866229999999
ros_tale__1_mid_250pq__2,-0.0348032769395035,0.4062964905,0.6257248529999995
ros_tale__1_0_0pq__3,-0.6122956937125702,-0.1402146095000001,0.6079365029999995
ros_tale__1_0_0pq__4,-0.5685497614656828,-0.028176846500000075,0.6228776230000008
ros_tale__1_0_250pq__1,-0.3479649927109546,0.13759566249999988,0.4961959629999999
ros_tale__1_0_250pq__2,0.025730606082852,-0.04366136350000005,0.6021915230000001
ros_tale__1_0_750pq__1,-1.3254374832536,0.2462955185000002,0.6259014130000011
ros_tale__1_0_750pq__2,-1.371851793966366,0.6289860525000002,1.045357503
ros_tale__1_1_0pq__1,-0.2999307438007206,0.41030519350000016,0.7677037930000008
ros_tale__1_1_0pq__2,-0.1609132581949497,0.602336600500001,0.727341753000001
ros_tale__1_1_250pq__1,-0.3850246822698696,0.3155071205000004,0.616797033000001
ros_tale__1_1_250pq__2,-0.4668079425356938,0.24985324749999996,0.8796841830000002
ros_tale__1_1_750pq__1,0.1323825754928984,0.6136525805000002,0.9722065830000002
ros_tale__1_1_750pq__2,-0.1848307718684305,0.8433800735000005,1.0968635530000004
ros_tale__1_2_0pq__1,-0.859978083313512,0.21187358350000007,0.4026113930000008
ros_tale__1_2_0pq__2,-0.6357919092754728,0.2116665515,0.2011867830000007
ros_tale__1_2_250pq__1,-0.7030279801854205,0.17777790849999994,0.6133156930000006
ros_tale__1_2_250pq__2,-0.1503069906176922,0.2492502275000001,0.8060088329999999
ros_tale__1_2_750pq__1,-0.0152159973455938,0.6807005625000002,1.0991647330000005
ros_tale__1_2_750pq__2,0.212996366761659,0.4598317865000006,1.1248291229999996
ros_tale__1_3_0pq__1,0.5735127449564009,0.5149657175,1.6003325529999994
ros_tale__1_3_0pq__2,0.8383614628970836,0.5354516345000002,1.5980901030000003
ros_tale__1_3_250pq__1,-0.0653319964328944,0.16712462949999995,0.982030343
ros_tale__1_3_250pq__2,0.2859682742529452,0.3429058905,1.2771547729999997
ros_tale__1_3_250pq__3,0.3926107148935487,0.5463375065000005,1.2324065130000008
ros_tale__1_3_250pq__4,-0.1407349548825736,0.34947581650000004,0.6953416529999998
ros_tale__1_3_750pq__1,0.6487460704321361,0.7178432345000001,1.0045313030000005
ros_tale__1_3_750pq__2,0.2627352696390347,0.3713695284999998,0.8300577430000011
ros_tale__1_4_0pq__1,-0.1366965413620612,0.2516543685000001,0.9822872229999984
ros_tale__1_4_0pq__2,-0.0995901099355212,0.1793089215000001,0.8874455430000001
ros_tale__1_4_250pq__1,-1.037524928757846,0.4735138335000002,0.5704754429999994
ros_tale__1_4_250pq__2,-0.096464834372912,0.6074106564999999,0.5921552030000008
ros_tale__1_4_750pq__1,-0.2412554156760533,0.3779787455000001,0.3072018029999999
ros_tale__1_4_750pq__2,0.1930982471592498,0.5456755455,0.4223943630000005
ros_tale__1_4_750pq__3,-0.4038453152241278,0.2975783845000004,0.6522730330000002
ros_tale__1_4_750pq__4,-0.2779544517571571,0.4632166985000001,0.2525884729999994
ros_tale__2_mid_250pq__1,0.1340605647035735,0.7042617985000001,0.4665373430000006
ros_tale__2_mid_250pq__2,0.0420654145139425,0.5190366135,0.22496456300000034
ros_tale__2_0_0pq__1,-1.4773431883402992,0.6928034864999999,1.323272493000001
ros_tale__2_0_0pq__2,-1.4100402664026046,0.6147013154999996,1.432955703000001
ros_tale__2_0_250pq__1,-0.8562871219232616,0.05099027550000024,0.4367484630000007
ros_tale__2_0_250pq__2,-1.2241079253477227,0.02934745049999998,0.4668021630000006
ros_tale__2_0_750pq__1,-0.0114915956467193,-0.03257231750000012,0.39065801299999947
ros_tale__2_0_750pq__2,-0.2854078708487598,0.2567423555000001,0.5452427929999999
ros_tale__2_1_0pq__1,0.3504489499798183,0.8487583665000002,0.040594261000000735
ros_tale__2_1_0pq__2,0.2358073290158711,0.19181956350000015,0.21928040300000085
ros_tale__2_1_250pq__1,-0.8964431909187411,0.5454613755000004,1.1107003029999998
ros_tale__2_1_250pq__2,-0.8984210622448027,0.2390767304999999,0.8431179929999999
ros_tale__2_1_750pq__1,-0.3796278376124298,0.42319562549999995,0.9049245530000009
ros_tale__2_1_750pq__2,-0.8714225078339377,0.6475777144999997,1.0484879629999997
ros_tale__2_1_750pq__3,-0.8855813719786312,0.6073582095000001,0.7018120830000001
ros_tale__2_2_0pq__1,-0.8832755629450184,0.08281840549999986,0.07986402600000098
ros_tale__2_2_0pq__2,-0.9297436620570017,0.2918962565000003,0.7592634930000006
ros_tale__2_2_250pq__1,-1.0281993194604846,0.33235572450000017,0.17330999300000016
ros_tale__2_2_250pq__2,-0.4374842569871559,0.34768614850000024,0.4292550130000006
ros_tale__2_2_750pq__1,-0.7420445542645584,0.40460582949999946,0.5576607930000002
ros_tale__2_2_750pq__2,0.0752873736707186,0.7631289875,0.305956793
ros_tale__2_3_0pq__1,-0.0232937196280496,0.06656449550000021,0.860010453000001
ros_tale__2_3_0pq__2,-0.5035330564496021,-0.10450185249999988,0.9657211629999995
ros_tale__2_3_250pq__1,-0.4150834678134688,0.06787572549999997,0.8571940530000006
ros_tale__2_3_250pq__2,-0.8184897796884263,-0.8357325345000001,0.8164901330000003
ros_tale__2_3_750pq__1,-0.5425132965964499,0.2443061315000001,1.0268770230000008
ros_tale__2_3_750pq__2,-0.4861098513266452,0.03661399550000022,0.8530044829999994
ros_tale__3_0_0pq__1,-0.9343665574722496,-0.011810621500000007,-0.037079375999999435
ros_tale__3_0_0pq__2,-1.1937034226703662,0.012355978500000031,-0.11367244899999918
ros_tale__3_0_250pq__1,-0.4728658381597432,0.6042536255000002,0.40781697300000097
ros_tale__3_0_250pq__2,-0.646155441093647,0.8283476495000004,0.32149887299999946
ros_tale__3_0_750pq__1,-0.020822388781061,0.47430387049999995,0.9638811429999999
ros_tale__3_0_750pq__2,-0.2028828815652057,0.4694715205,1.2263716430000002
ros_tale__3_1_0pq__1,-0.4243074103386326,-0.19771911250000015,-0.3878339709999992
ros_tale__3_1_0pq__2,-1.0474222492905496,-0.014839080499999826,-0.1844513249999995
ros_tale__3_1_250pq__1,-1.0243961418254794,-0.19451799949999996,0.006036631000000625
ros_tale__3_1_250pq__2,-1.26423917751898,0.08686450449999983,0.018638845999999987
ros_tale__3_1_750pq__1,-1.521763360541382,0.2661584705000002,0.2312163030000001
ros_tale__3_1_750pq__2,-1.2511409732385357,0.16782462850000002,-0.14456363200000055
ros_tale__3_2_0pq__1,1.031653279671444,0.15906066649999984,0.4066879429999997
ros_tale__3_2_0pq__2,2.028866173652754,0.04349103749999994,0.36532405300000015
ros_tale__3_2_0pq__3,1.901283617579012,0.4587838125000001,0.38919050299999997
ros_tale__3_2_0pq__4,1.3274493881913958,0.7925851835,0.4372882229999995
ros_tale__3_2_250pq__1,-0.5176691052995639,0.007066775500000233,-0.6105627419999989
ros_tale__3_2_250pq__2,-0.7395243006878636,0.021192763500000208,-0.7734190759999997
ros_tale__3_2_750pq__1,-1.4108959858815833,-0.2856508794999999,0.05165385599999972
ros_tale__3_2_750pq__2,-1.855694966247148,-0.6820758914999998,-0.942500268
ros_tale__3_3_0pq__1,-0.4842935350773557,0.5434844605000002,0.7026568829999995
ros_tale__3_3_0pq__2,0.1328886480289787,0.5395112075000004,0.9474771730000012
ros_tale__3_3_0pq__3,-0.4240083259979476,0.3540427424999999,0.7939082030000009
ros_tale__3_3_0pq__4,-0.0471777778782916,0.9311282624999996,1.056964733000001
ros_tale__3_3_250pq__1,-1.214705032417503,0.4387394995000005,-0.2424749009999996
ros_tale__3_3_250pq__2,-1.1347890883877665,0.7102895184999998,-0.20438087800000027
ros_tale__3_3_750pq__1,-0.8981512082108577,0.7624159055000002,0.08859772899999996
ros_tale__3_3_750pq__2,-1.1399899040367698,0.6064753045,0.14973729299999938
ros_tale__3_4_0pq__1,-0.2391199901230853,-0.1803936104999999,-0.77576
ros_tale__3_4_0pq__2,-0.4200855430116734,0.06166629450000016,-0.5738246280000006
ros_tale__3_4_250pq__1,-0.461643141560308,-0.22422836749999986,-0.9101530370000006
ros_tale__3_4_250pq__2,-0.627731041352317,-0.44266561550000016,-0.9544832509999992
ros_tale__3_4_750pq__1,-0.6812911380953344,-0.13157850849999966,-0.5881765019999996
ros_tale__3_4_750pq__2,-0.4739182922783314,-0.30193089949999985,-0.8824148349999987
pcoli__atASMT_325G__1,0.4030807047209837,0.5114306954999996,0.39244801300000104
pcoli__atASMT_325G__2,0.568036769791285,0.5061179654999997,0.3862526830000004
pcoli__bpTDC__1,0.9722491275867472,0.7408282265000006,0.4069758429999997
pcoli__bpTDC__2,0.7911153775781034,0.8136761495,0.4233997630000008
pcoli__BRCA__1,0.4702468923965073,0.2732981964999999,0.1922484830000002
pcoli__BRCA__2,0.5029330715617862,0.5611273575000002,0.13060547899999975
pcoli__BRCActrl__1,0.7087600543884065,1.0792034074999997,0.5297558630000001
pcoli__BRCActrl__2,1.5286288447445684,1.5309693025,0.6039318930000004
pcoli__BRCAswap__1,0.4135493034031223,0.30837614849999984,0.5027589629999998
pcoli__BRCAswap__2,0.5516873075337092,0.3282294994999999,0.5975511529999995
pcoli__btAANAT__1,0.0898088147036147,0.18153372849999985,0.4415692730000007
pcoli__btAANAT__2,0.2621936078825813,0.3967473874999996,0.5931168230000008
pcoli__btASMT__1,0.4259587848651491,-0.16106664550000005,0.5267685130000004
pcoli__btASMT__2,0.5409457337493511,0.04981818750000011,0.4398579030000001
pcoli__CC1__1,0.9501931297669972,0.7582290455000003,0.5250160430000008
pcoli__CC1__2,0.6770084157452035,-0.021979940500000072,0.7535511330000002
pcoli__ccCOMT__1,0.5100633737638223,0.3291317684999999,0.32429840300000023
pcoli__ccCOMT__2,0.3447378177227477,0.3480922995000002,0.3246729930000001
pcoli__ckDDC__1,1.151493129884368,1.2025940444999996,0.4412481530000001
pcoli__ckDDC__2,1.6196519739231203,1.3730729254999998,0.3277997730000006
pcoli__CNTF_belt__1,0.5610808222462433,0.15082197650000007,0.4538994830000007
pcoli__CNTF_belt__2,0.4150631235526748,-0.1753732564999999,0.7698701030000006
pcoli__cobPNMT__1,0.950019915105732,0.15594979249999996,0.31993813300000085
pcoli__cobPNMT__2,0.520786510831505,0.1821250255,0.31512674300000043
pcoli__cvPhhB__1,0.0526904988366819,0.6398234955,0.3107973630000007
pcoli__cvPhhB__2,0.0324972241755143,0.5887630875000003,0.44784689299999947
pcoli__ggAANAT__1,-0.2932555906127038,0.11627464850000012,0.30753451300000023
pcoli__ggAANAT__2,0.214841705262431,0.3217214715000001,0.22264438300000045
pcoli__ggTPH__1,0.3729689543280246,0.2899941665000005,0.34126333300000056
pcoli__ggTPH__2,0.7815631985699748,0.3606224794999999,0.2785746030000009
pcoli__hsAANAT__1,0.9786365012120588,0.6313546744999998,0.7291858229999999
pcoli__hsAANAT__2,0.976581202192907,0.062216185500000076,0.8515544630000011
pcoli__hsASMT__1,0.4309918605107407,0.4716768655000001,0.3583849729999997
pcoli__hsASMT__2,0.4635706860600902,0.5787143255,0.4368300129999998
pcoli__hsPNMT_mb__1,0.4281646511702447,0.4497043315000005,0.30390439299999983
pcoli__hsPNMT_mb__2,0.5932168364183519,0.41645532350000014,0.3157969930000011
pcoli__hsTPH__1,0.4667872197598405,-0.1313442235000002,0.05462641999999995
pcoli__hsTPH__2,0.0543480857989163,0.4603934045000005,0.23617991300000085
pcoli__hsTPH_E2K__1,-0.0873828336056302,0.30696913550000016,0.7089765630000002
pcoli__hsTPH_E2K__2,0.0833061994410932,0.6705499675000004,0.6612184729999999
pcoli__hsTPH_E2K_N91I_P99C__1,0.1991029870999514,-0.12055905850000005,0.18841008300000084
pcoli__hsTPH_E2K_N91I_P99C__2,0.5962916858863565,0.6010646265000004,0.04870661100000007
pcoli__hsTPH_N158trunc__1,0.7854239420539095,1.2222731754999998,0.4504965429999999
pcoli__hsTPH_N158trunc__2,0.7383838534115524,1.3367560574999997,0.3858976930000004
pcoli__hsTPH_N174trunc__1,-0.2425654658995688,0.2562380635000001,0.3836390329999997
pcoli__hsTPH_N174trunc__2,0.3291956419092911,0.7919855985000002,0.6533793929999998
pcoli__hsTPH_Ntermtrunc__1,1.274538076086268,1.6533074925000006,0.5076168729999999
pcoli__hsTPH_Ntermtrunc__2,0.9637255141885092,0.5824961955000001,0.580596903
pcoli__hsTPH1__1,0.5716152755835964,0.1990986625,0.5255677930000004
pcoli__hsTPH1__2,0.9683831086482052,0.1906710825000002,0.5415309229999998
pcoli__MBP__1,1.1663587084834584,0.5790288515000004,-0.3459770999999989
pcoli__MBP__2,0.1638866050278248,0.3201822115000015,0.026489270000000783
pcoli__msCOMT__1,0.9452209890180804,0.8138138315000001,-0.10757294999999978
