,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,8.0353,0.27013587321938537,3.0,0.0,7.7298,1.0,8.2426,2.0,8.1335,,,,,,,,,,
1,LB__LBtran,7.851500000000001,0.14117871652625266,3.0,3.0,7.7064,4.0,7.9884,5.0,7.8597,,,,,,,,,,
2,LB__LBstat,8.199266666666666,0.14098632321375512,3.0,6.0,8.0437,7.0,8.3186,8.0,8.2355,,,,,,,,,,
3,LB__LBGexp,7.9407,0.2331246018763353,3.0,9.0,7.9495000000000005,10.0,7.7033000000000005,11.0,8.1693,,,,,,,,,,
4,LB__LBGtran,8.02115,0.47538788899171586,2.0,12.0,8.3573,13.0,7.6850000000000005,,,,,,,,,,,,
5,LB__LBGstat,7.439699999999999,0.27735159995932945,3.0,14.0,7.3638,15.0,7.2082,16.0,7.7471,,,,,,,,,,
6,Life Cycle__S0,9.632366666666668,0.6798957444589084,3.0,17.0,10.1324,18.0,8.8582,19.0,9.9065,,,,,,,,,,
7,Life Cycle__S1,8.192433333333334,0.6209187493813774,3.0,20.0,8.4481,21.0,8.6447,22.0,7.4845,,,,,,,,,,
8,Life Cycle__S2,8.281233333333333,0.10765599534319166,3.0,23.0,8.2623,24.0,8.1843,25.0,8.3971,,,,,,,,,,
9,Life Cycle__S3,8.5988,0.3815548191282611,2.0,26.0,8.8686,27.0,8.329,,,,,,,,,,,,
10,Life Cycle__S4,8.9797,0.13015832666410593,3.0,28.0,9.1172,29.0,8.9635,30.0,8.8584,,,,,,,,,,
11,Life Cycle__S5,9.136233333333331,0.20055319327633078,3.0,31.0,9.1309,32.0,8.9384,33.0,9.3394,,,,,,,,,,
