sample,new_3266637_3269004
LBexp_1,7.7298
LBexp_2,8.2426
LBexp_3,8.1335
LBtran_1,7.7064
LBtran_2,7.9884
LBtran_3,7.8597
LBstat_1,8.0437
LBstat_2,8.3186
LBstat_3,8.2355
LBGexp_1,7.9495
LBGexp_2,7.7033
LBGexp_3,8.1693
LBGtran_2,8.3573
LBGtran_3,7.685
LBGstat_1,7.3638
LBGstat_2,7.2082
LBGstat_3,7.7471
S0_1,10.1324
S0_2,8.8582
S0_3,9.9065
S1_1,8.4481
S1_2,8.6447
S1_3,7.4845
S2_1,8.2623
S2_2,8.1843
S2_3,8.3971
S3_1,8.8686
S3_2,8.329
S4_1,9.1172
S4_2,8.9635
S4_3,8.8584
S5_1,9.1309
S5_2,8.9384
S5_3,9.3394
S6_1,8.6967
S6_2,8.2705
S6_3,8.8695
S6/t_1,8.9647
S6/t_2,8.1652
S6_4,8.8012
S6_5,8.9397
S6_6,8.9344
S7_4,9.4203
S7_5,9.5684
S7_6,9.8318
S8_4,9.4617
S8_5,9.707
G135_1,8.4652
G135_3,9.0359
G150_1,8.017000000000001
G150_2,8.0487
G150_3,8.3368
G180_1,7.8233
G180_2,7.6435
G180_3,8.6875
C30_1,10.37
C30_2,10.6457
C90_1,9.3921
C90_2,7.7243
BI_1,8.4933
BI_2,9.1728
BC_2,9.9447
BC/t_1,9.5612
BC/t_2,10.6622
BC_1,8.7815
Sw_1,11.8379
Sw_2,12.1952
BT_1,10.4164
BT_2,10.16
B36_1,9.159
B36_2,8.9564
B60_1,9.135
B60_2,10.6303
M9exp_1,8.5856
M9exp_2,8.392000000000001
M9exp_3,7.2035
M9tran_1,7.8834
M9tran_2,7.6504
M9tran_3,8.3849
M9stat_1,8.1074
M9stat_2,8.2033
M9stat_3,8.048
M+G_1,10.0508
M+G_2,8.839
M+G_3,9.1702
Glu_1,9.152
Glu_2,10.3952
Glu_3,9.1306
Fru_1,11.0626
Fru_2,10.8851
Fru_3,7.9817
Mal_1,9.7485
Mal_2,10.2356
Mal_3,10.4059
G+S_2,10.1245
G+S_3,9.1198
Pyr_1,9.2816
Pyr_2,9.5934
Pyr_3,9.7294
Gly_1,10.6084
Gly_2,12.4799
Gly_3,11.3002
Glucon_1,9.3249
Glucon_2,9.1564
Glucon_3,8.7468
aero_1,8.1714
aero_2,8.2139
aero_3,8.714
nit_1,8.4196
nit_2,8.4149
nit_3,7.9141
ferm_1,7.5261
ferm_2,8.0685
ferm_3,8.5489
T-5.40H_1,7.3798
T-4.40H_1,8.0129
T-3.40H_1,7.837999999999999
T-2.40H_1,7.5664
T-1.40H_1,7.834
T-1.10H_1,8.1573
T-0.40H_1,7.4855
T0.0H_1,7.4408
T0.30H_1,8.8385
T1.0H_1,8.1577
T1.30H_1,8.2101
T2.0H_1,8.148
T2.30H_1,7.8594
T3.0H_1,7.7277
T3.30H_1,8.1186
T4.0H_1,7.9916
T5.0H_1,8.0212
HPh_1,8.6803
HPh_2,8.3574
HPh_3,9.5357
LPh_1,9.386
LPh_2,8.1671
LPh_3,8.6377
LPhT_1,9.0156
LPhT_2,9.3751
LPhT_3,9.3147
SMMPr_1,7.9532
SMMPr_2,8.0481
SMMPr_3,7.8155
HiTm_1,11.3242
HiTm_2,9.8162
HiTm_3,9.578
LoTm_1,10.9491
LoTm_2,13.0447
LoTm_3,11.0598
HiOs_1,8.8756
HiOs_2,10.5201
HiOs_3,9.6353
BMM_1,7.9043
BMM_2,8.1033
BMM_3,9.3992
Heat_1,10.248
Heat_2,10.2959
Heat_3,10.5682
Cold_1,7.7184
Cold_2,7.7877
Cold_3,7.8289
Etha_1,11.853
Etha_2,11.6991
Etha_3,11.9734
SMM_1,8.5377
SMM_2,8.6987
SMM_3,8.0676
Salt_1,11.4371
Salt_2,11.9402
Salt_3,11.452
Mt0_1,7.8614
Mt0_3,8.2413
M0t45_1,7.4226
M0t45_2,8.5713
M0t45_3,7.7678
M0t90_1,7.4607
M0t90_2,7.7021
M0t90_3,7.2978
M40t45_1,7.4995
M40t45_2,7.8942
M40t45_3,7.3934
M40t90_1,7.3756
M40t90_2,7.5723
M40t90_3,7.4614
dia0_1,7.3887
dia0_2,7.5437
dia0_3,7.2852
dia5_1,8.0014
dia5_2,8.0053
dia5_3,7.4372
dia15_1,8.0043
dia15_2,8.5914
dia15_3,7.5752
Diami_1,7.9686
Diami_2,8.0317
Diami_3,8.1407
Paraq_1,7.9666
Paraq_2,8.0158
Paraq_3,7.5129
H2O2_1,7.8308
H2O2_2,8.283
H2O2_3,8.0271
Oxctl_1,7.9953
Oxctl_2,8.0606
Oxctl_3,8.405
GM-0.1_1,8.1939
GM-0.2_1,8.0883
GM+5_1,8.2515
GM+15_1,7.8615
GM+25_1,8.102
GM+45_1,8.1553
GM+60_1,8.0494
GM+90_1,7.8421
GM+120_1,7.9273
GM+150_1,7.9842
GM-0.1_2,8.4215
GM-0.2_2,7.8878
GM+5_2,9.0103
GM+10_2,8.3487
GM+15_2,8.8661
GM+25_2,8.3624
GM+45_2,7.9321
GM+60_2,7.9248
GM+90_2,8.1868
GM+150_2,8.02
GM-0.1_3,8.6158
GM-0.2_3,8.0915
GM+5_3,9.041
GM+10_3,8.1925
GM+15_3,8.5529
GM+25_3,8.3623
GM+45_3,8.4141
GM+60_3,8.1561
GM+90_3,7.7693
GM+120_3,8.3478
GM+150_3,7.73
MG-0.1_1,8.1716
MG+5_1,9.1688
MG+10_1,8.3338
MG+15_1,8.1294
MG+25_1,8.0578
MG+45_1,9.3476
MG+120_1,8.4684
MG+150_1,7.2991
MG-0.1_2,7.6291
MG-0.2_2,9.0653
MG+5_2,8.263
MG+10_2,8.6292
MG+15_2,7.8428
MG+25_2,8.4918
MG+45_2,8.0078
MG+60_2,8.4215
MG+90_2,8.1409
MG+120_2,7.7538
MG-0.1_3,8.2611
MG-0.2_3,8.2141
MG+5_3,8.0341
MG+10_3,7.6878
MG+15_3,8.9654
MG+25_3,7.9977
MG+45_3,8.1071
MG+60_3,7.6291
MG+90_3,8.0169
MG+120_3,7.7746
MG+150_3,8.1909
