,PSPTO_0257
SRX1828913,0.21134431880000001
SRX1828914,0.057529149800000005
SRX1828915,0.0447179495
SRX1828916,-0.3849220869
SRX1828917,-0.2560622684
SRX1828918,-0.2852457221
SRX3983989,0.8603352523000001
SRX3983990,0.014261503600000001
SRX3983993,-0.4973172682
SRX3983994,-0.3069873587
SRX3983995,0.7952630075
SRX3983996,0.24858772850000002
SRX3983997,-0.32048709950000004
SRX3983998,0.5301624342
SRX3983999,0.5841500056
SRX3984000,0.795156438
SRX3984001,-0.4938627091
SRX3984002,-0.6419219348
SRX3984003,-0.2715218737
SRX3984004,0.6349146821
SRX3984005,0.5983498117
SRX3984006,-0.18591734740000002
SRX3984007,-0.6237256242
SRX3984008,0.6718498554
SRX3984009,0.4139697859
SRX3984010,-0.3954469886
SRX3984011,0.5381832952
SRX3984012,0.25779058390000004
SRX3984013,0.24358675400000002
SRX3984014,0.9272757945000001
SRX3984015,-0.4153357039
SRX3984016,0.8375496159
SRX3984017,-0.670467165
SRX3984019,0.0251092883
SRX3984020,-0.44076165230000003
SRX3984021,-0.2578235759
SRX3984022,-1.0221968143
SRX3984023,-0.0465244613
SRX3984024,0.7434126452
SRX3984025,0.5661944886
SRX3984026,0.2961035831
SRX3984027,0.671807335
SRX3984028,0.5966596426
SRX3984029,0.6552256252
SRX3984031,-0.1924584104
SRX3984032,-0.2600391467
SRX3984034,0.0535332678
SRX3984035,-0.8289739713000001
SRX3984036,0.0044645723000000005
SRX3984037,0.9974688899
SRX3984038,-0.4390383876
SRX3984039,0.3662677995
SRX3984040,0.7240643342
SRX3984041,-0.3351203103
SRX3984042,-0.0062064508
SRX3984043,-0.36700945970000004
SRX3984045,0.5863242943
SRX3984046,-0.0121135923
SRX3984047,-0.2548755965
SRX3984048,-0.1897081318
SRX3984049,-0.2431810715
SRX3984050,-0.3089487441
SRX3984051,-0.5352112878
SRX3984052,0.4213329585
SRX3984056,-0.5135269166
SRX3984057,-0.6690164598
SRX3984058,-0.5358502415
SRX3984059,0.5971133005
SRX3984061,0.34199447110000003
SRX3984062,0.5184210452
SRX3984063,0.444944316
SRX3984064,0.31917252420000003
SRX3984065,0.7924825364
SRX3984066,0.7641607323
SRX3984067,0.4424505208
SRX3984068,0.6596509658
SRX3984069,-0.2902313426
SRX3984070,-0.7600249719000001
SRX3984071,-0.4956566048
SRX3984073,0.8147417663000001
SRX3984074,0.9404299435000001
SRX3984077,0.1169366141
SRX3984078,0.10246207410000001
SRX3984079,0.4755212025
SRX3984080,0.0051047858
SRX3984082,0.4934047227
SRX3984084,-0.3196362068
SRX6997963,0.2668678149
SRX6997964,-0.2304729274
SRX6997965,-0.3506936363
SRX6997967,-0.26119788990000004
SRX6997968,-0.4217106511
SRX6997969,-0.46184174710000003
SRX6997971,-0.005669925
SRX6997972,0.1169344672
SRX6997973,-0.8323436349000001
SRX3159100,0.1402609766
SRX3159101,-0.0435399738
SRX3159102,0.0239831837
SRX3159103,-0.1207041866
SRX3159000,0.3731803447
SRX3159001,0.6134670896000001
SRX3159002,-0.43272660490000003
SRX3159003,-0.2653576512
SRX3159004,-0.4758522452
SRX3159005,0.4429550303
SRX3159006,0.0875021556
SRX3159007,-0.1672483687
SRX3159008,-0.0072283917000000005
SRX3159009,-0.2548513679
SRX3159010,-0.1919836761
SRX3159012,-0.2026493415
SRX3159013,-0.4699034863
SRX3159014,0.1487851863
SRX3159015,0.30394480090000003
SRX3159016,-0.1502233999
SRX3159017,-1.1350125787
SRX3159018,-0.2951478917
SRX3159019,-1.1747150379
SRX3159020,-0.0573107938
SRX3159021,-0.1733486668
SRX3159022,-0.2470469089
SRX3159023,-0.1913542168
SRX3159024,-1.0227777084
SRX3159025,-0.5632973098
SRX3159026,0.4622520375
SRX3159027,0.2829573513
SRX3159028,0.2109637851
SRX3159029,0.3991990811
SRX3159030,0.34324343090000003
SRX3159034,-0.0206137986
SRX3159036,0.1410704665
SRX3159037,0.35625577540000003
SRX3159041,0.2754026406
SRX3159042,-0.2491254493
SRX3159043,0.2306395444
SRX3159045,-0.0913519846
SRX3159047,0.0445375187
SRX3159048,-0.5628827834
SRX3159049,0.4313141874
SRX3159050,0.022874070700000002
SRX3159051,0.8719656213
SRX3159052,0.3402662978
SRX3159053,0.16445220230000002
SRX3159054,0.4204441842
SRX3159055,0.7390893380000001
SRX3159056,-0.2520029022
SRX3159057,-0.0991591262
SRX3159058,-0.1268068795
SRX3159060,0.2800064591
SRX3159061,0.5762272298000001
SRX3159062,0.6305583747
SRX3159063,-0.3472472008
SRX3159066,0.0803132949
SRX3159069,-0.28945014350000003
SRX3159070,-0.8468736361
SRX3159071,-0.4230993585
SRX3159073,-0.41170007010000004
SRX3159074,-0.4895661846
SRX3159075,0.45207154460000004
SRX3159076,-0.26277426870000004
SRX3159080,0.0167775302
SRX3159082,0.43762784260000004
SRX3159083,0.1415887414
SRX3159086,-1.0532277115
SRX3159087,0.4919116048
SRX3159088,0.8677785605
SRX3159089,0.38694983520000004
SRX3159090,0.6980015356
SRX3159091,-0.0981787117
SRX3159092,0.5658336096000001
SRX3159093,0.8336697406
SRX3159094,0.5549997937
SRX3159095,0.5710271102
SRX3159096,0.7262386163
SRX3159097,1.0338770361
SRX3159098,0.6357990392
SRX3159099,0.847067664
SRX3158988,0.3326703102
SRX3158989,0.55934385
SRX3158990,0.713026809
SRX3158991,1.1660356763
SRX3158992,0.0087515408
SRX3158996,-0.341421851
SRX3644656,0.0695643018
SRX3644657,-0.10915579680000001
SRX3644658,0.039591495000000004
SRX3644659,0.0988481551
SRX3644660,-0.128939996
SRX3644661,-0.4899110815
SRX3644662,-0.8755263725
SRX3644663,-0.17610796010000002
SRX3644664,-0.23047791720000002
SRX3644665,-0.12379964040000001
SRX3644666,0.0394560939
SRX3644667,0.0650999156
SRX3644668,-0.4262100646
SRX3644669,-0.4013766097
SRX3644670,-0.6836961521
SRX3644671,0.1634158511
SRX3644672,0.2293717667
SRX3644673,0.4355118726
