,A,YjfJ
hot_tale__hot_ale10_37c__2,10.363839133198134,3.2713160480000005
hot_tale__hot_ale10_44c__1,8.971347098302106,3.2024818919999998
hot_tale__hot_ale10_44c__2,9.70025575274964,3.511929733
hot_tale__hot_ale16_30c__1,13.568523190473028,4.1089761970000005
hot_tale__hot_ale16_30c__2,13.33876391688202,4.135829149000002
hot_tale__hot_ale16_37c__1,10.812957797857171,3.184812839000001
hot_tale__hot_ale16_37c__2,10.525121196170048,3.0880050670000005
hot_tale__hot_ale16_44c__1,9.041128766914095,3.3265579860000005
hot_tale__hot_ale16_44c__2,8.896059169297043,3.452062747
pdhr_ale__pdhR-13_51__1,3.484426376707992,-0.6879996239999999
pdhr_ale__pdhR-13_51__2,3.725786290971482,-0.6547757689999999
pdhr_ale__pdhR-14_46__1,3.8762424436762974,-0.4642940229999999
pdhr_ale__pdhR-14_46__2,4.192121172652939,0.07538099400000009
pdhr_ale__pdhR-15_51__1,3.914683790036493,-0.19929147099999975
pdhr_ale__pdhR-15_51__2,4.248587485220243,0.4246360280000001
pdhr_ale__pdhR-16_49__1,4.453272002481785,-0.07114128799999975
pdhr_ale__pdhR-16_49__2,4.8865705586703045,-0.12038309399999968
tcs__del_atoC_LiAcet__1,5.675851872079408,-0.2662847129999999
tcs__del_atoC_LiAcet__2,5.512883304405243,-0.09475082199999996
tcs__del_atoC_LiCl__1,5.543051545055572,-0.11247716099999994
tcs__del_atoC_LiCl__2,5.937201800937177,0.08476778499999993
tcs__del_atoC_m9__1,5.160355390454226,-0.13409389599999974
tcs__del_atoC_m9__2,4.962788817465126,-0.7302397979999998
tcs__del_baeR_etoh__1,7.129637276093102,-0.6894839229999998
tcs__del_baeR_etoh__2,6.305369962584438,-0.28795397099999986
tcs__del_baeR_lb__1,3.701945151420283,-1.252528443
tcs__del_baeR_lb__2,4.569835615464603,-0.6360685639999999
tcs__del_btsR_01xlb__1,3.1457962470352814,-0.13681118599999986
tcs__del_btsR_01xlb__2,2.8002728409368056,-0.437242546
tcs__del_btsR_lb__1,2.394775696447128,0.14044194500000007
tcs__del_btsR_lb__2,2.6866319696522813,0.36538816500000015
tcs__del_btsR_pyruvate__1,3.1297567332584246,-0.3176035479999997
tcs__del_btsR_pyruvate__2,2.812242421125253,-0.7034111749999998
tcs__del_cpxR_etoh__1,7.340411298524954,0.3299715140000001
tcs__del_cpxR_etoh__2,6.717992106221735,-0.28542478999999976
tcs__del_cpxR_lb__1,4.898539962044683,-0.6274176789999999
tcs__del_cpxR_lb__2,5.236277078618456,-0.4574047749999999
tcs__del_cusR_CuSO4__1,3.77212312844486,-0.5373919929999998
tcs__del_cusR_CuSO4__2,3.4601474017235425,-0.7686073979999998
tcs__del_cusR_lb__1,4.053270167165116,-0.22283157099999995
tcs__del_cusR_lb__2,3.93295574800582,-0.4694286349999999
tcs__del_kdpE_01-kcl__1,1.6598809032234216,-0.23835987299999986
tcs__del_kdpE_01-kcl__2,1.7997655174969354,-0.5280067599999998
tcs__del_kdpE_115-kcl__1,1.7015506378908352,-0.8148562699999998
tcs__del_kdpE_115-kcl__2,1.696204350994145,-0.4550893389999999
tcs__del_phoB_m9__1,3.3395760449616168,-0.6189941569999998
tcs__del_phoB_m9__2,3.256237000601492,-0.5200338849999999
tcs__del_phoB_m9p__1,7.740399387934565,0.03289363100000031
tcs__del_phoB_m9p__2,7.574732149342158,0.05536177600000025
tcs__del_rcsB_etoh__1,4.892687038307207,-0.8076297439999999
tcs__del_rcsB_etoh__2,4.831189822923732,0.06352527200000012
tcs__del_rcsB_lb__1,3.7514999376896343,-0.44772992599999983
tcs__del_rcsB_lb__2,3.664755926546159,-0.4719494449999999
tcs__del_zraR_lb__1,-0.0446646615030656,0.0700735400000001
tcs__del_zraR_lb__2,0.1436128839733941,-0.13228351399999982
tcs__del_zraR_zncl2__1,2.456650651418665,-0.24271042699999976
tcs__del_zraR_zncl2__2,2.029914016541918,-0.12169045399999967
tcs__wt_01-kcl__1,2.5939591116082035,-0.2800467059999998
tcs__wt_01-kcl__2,3.215498961227623,-0.3677488139999998
tcs__wt_01xlb__1,2.430903275567141,-1.0248733039999998
tcs__wt_01xlb__2,2.317803868242561,-0.8301142559999999
tcs__wt_115-kcl__1,1.2243416450724152,-0.843631081
tcs__wt_115-kcl__2,1.0709135476239946,-0.6326073089999998
tcs__wt_CuSO4__1,2.8651277269844075,-0.3441184919999998
tcs__wt_CuSO4__2,2.945086081058254,-0.38257255099999976
tcs__wt_etoh__1,3.222998549770571,-1.5218537319999998
tcs__wt_etoh__2,4.003041397757831,-0.5666056289999999
tcs__wt_lb__1,2.517103038093392,-0.14282605999999975
tcs__wt_lb__2,2.552777150430848,-1.199680161
tcs__wt_LiAcet__1,5.996846980357093,-0.35222445599999985
tcs__wt_LiAcet__2,5.119031217714583,-0.6384885269999998
tcs__wt_LiCl__1,5.03259855876171,-0.3894774579999998
tcs__wt_LiCl__2,4.623479884575309,-0.4472857559999999
tcs__wt_m9p__1,6.366973961769793,-0.2905286589999998
tcs__wt_m9p__2,6.154354468277111,-0.33886624099999985
tcs__wt_pyr__1,1.8141542000500477,-0.7175538449999999
tcs__wt_pyr__2,2.4148269826004163,-0.7954217839999999
tcs__wt_zncl2__1,1.2123082374742968,0.03718816000000014
tcs__wt_zncl2__2,1.3201714708049783,-0.3710869809999999
ros_tale__0_0_0pq__1,1.367641804372339,-0.3885318689999999
ros_tale__0_0_0pq__2,1.2980898116832622,-0.4802641619999999
ros_tale__0_0_250pq__1,1.794737979295989,-0.5825729169999998
ros_tale__0_0_250pq__2,1.7626232649618288,0.1461702170000001
ros_tale__1_mid_250pq__1,1.7243176474403052,0.564169154
ros_tale__1_mid_250pq__2,1.758765505522092,0.20395719700000026
ros_tale__1_0_0pq__3,1.549466724239559,0.27985276700000017
ros_tale__1_0_0pq__4,1.4614034012038133,-0.17153765799999987
ros_tale__1_0_250pq__1,0.854838555422306,-0.44577326399999984
ros_tale__1_0_250pq__2,1.5391000150016871,0.4245291050000002
ros_tale__1_0_750pq__1,2.5410370137130283,0.29185488500000023
ros_tale__1_0_750pq__2,3.014399503360364,-0.2895462469999999
ros_tale__1_1_0pq__1,2.786429756296338,0.17621532000000004
ros_tale__1_1_0pq__2,2.9765769214198627,0.5095690760000005
ros_tale__1_1_250pq__1,3.9079346797841543,0.8099111740000002
ros_tale__1_1_250pq__2,4.262198418706872,-0.13552210999999992
ros_tale__1_1_750pq__1,4.693134572245604,-0.1629932559999998
ros_tale__1_1_750pq__2,4.424978122838183,-0.6288353210000001
ros_tale__1_2_0pq__1,3.958585072150375,0.7356339970000003
ros_tale__1_2_0pq__2,3.978853415796822,0.1468675720000001
ros_tale__1_2_250pq__1,5.04037730435361,0.42798292400000015
ros_tale__1_2_250pq__2,4.790234476857578,0.9036071260000004
ros_tale__1_2_750pq__1,5.095942441135901,0.4654777430000001
ros_tale__1_2_750pq__2,4.690601662619799,1.068947811
ros_tale__1_3_0pq__1,7.17196342772826,-0.6021581549999998
ros_tale__1_3_0pq__2,7.238781558461749,0.08238887500000014
ros_tale__1_3_250pq__1,7.853786113116189,0.6271894070000004
ros_tale__1_3_250pq__2,7.929921975179578,1.1243142560000003
ros_tale__1_3_250pq__3,7.525203874464968,0.9369201400000002
ros_tale__1_3_250pq__4,6.497108275541011,1.1035674380000002
ros_tale__1_3_750pq__1,7.791533086854503,0.8862370520000002
ros_tale__1_3_750pq__2,7.48529569512323,0.3801508680000001
ros_tale__1_4_0pq__1,5.424664931095346,-1.185703149
ros_tale__1_4_0pq__2,5.625082157083205,-0.061287053999999674
ros_tale__1_4_250pq__1,7.138796555184499,0.42805049500000014
ros_tale__1_4_250pq__2,6.412682829655566,-0.014155468999999643
ros_tale__1_4_750pq__1,5.662292236287941,0.5181961070000001
ros_tale__1_4_750pq__2,7.414225765322049,0.28875967700000005
ros_tale__1_4_750pq__3,4.672690477218318,0.4663579270000002
ros_tale__1_4_750pq__4,7.163993961014444,0.4209756990000002
ros_tale__2_mid_250pq__1,3.470532775694426,0.22057427
ros_tale__2_mid_250pq__2,2.376306003464142,-0.4342028009999999
ros_tale__2_0_0pq__1,1.3964171519874122,-0.8375572539999999
ros_tale__2_0_0pq__2,2.058372242394745,-0.6228656089999999
ros_tale__2_0_250pq__1,0.1632571733540999,-0.8076323959999999
ros_tale__2_0_250pq__2,0.3617175048093581,0.09703585900000022
ros_tale__2_0_750pq__1,5.057533684523256,-0.14622856499999992
ros_tale__2_0_750pq__2,5.386207114137947,-0.04607904600000001
ros_tale__2_1_0pq__1,-0.4602988733571523,-0.5496157139999999
ros_tale__2_1_0pq__2,-0.993958150943186,0.16589249300000009
ros_tale__2_1_250pq__1,0.2125536042768541,-0.5655586999999999
ros_tale__2_1_250pq__2,0.0815257181858783,-0.20353332099999988
ros_tale__2_1_750pq__1,-0.1181799534598541,-0.6530162119999998
ros_tale__2_1_750pq__2,0.99946045310177,-0.7141666299999998
ros_tale__2_1_750pq__3,1.3411560414940988,-0.6700688509999999
ros_tale__2_2_0pq__1,-0.4433741386029459,-0.025555126999999844
ros_tale__2_2_0pq__2,0.8648659241483525,0.12021711200000018
ros_tale__2_2_250pq__1,0.9627119119078807,0.11794611600000038
ros_tale__2_2_250pq__2,2.063199140137239,0.8526074530000001
ros_tale__2_2_750pq__1,1.5991536245461777,0.7594686200000003
ros_tale__2_2_750pq__2,3.633335792103542,0.962319763
ros_tale__2_3_0pq__1,3.562772906742558,1.320398007
ros_tale__2_3_0pq__2,3.99265765771676,1.1531042610000002
ros_tale__2_3_250pq__1,2.996029926814382,0.7686838220000003
ros_tale__2_3_250pq__2,1.7991574191293518,0.6659308580000003
ros_tale__2_3_750pq__1,3.4459850737061632,0.6311394530000003
ros_tale__2_3_750pq__2,3.301130345815245,0.9456186250000004
ros_tale__3_0_0pq__1,4.134050816212256,1.4988741209999998
ros_tale__3_0_0pq__2,3.784185236923696,1.1569534730000002
ros_tale__3_0_250pq__1,2.9931260413054352,0.4688926910000002
ros_tale__3_0_250pq__2,1.890564159288889,0.16821025000000026
ros_tale__3_0_750pq__1,3.965121495839824,-0.3943836279999999
ros_tale__3_0_750pq__2,4.011406959268524,-0.9882696239999998
ros_tale__3_1_0pq__1,2.4677727714979216,1.610812918
ros_tale__3_1_0pq__2,2.579399441084572,0.9034782760000004
ros_tale__3_1_250pq__1,2.976024526783791,0.3336828230000002
ros_tale__3_1_250pq__2,4.359629337375856,0.911133918
ros_tale__3_1_750pq__1,1.4771101905744617,0.705444483
ros_tale__3_1_750pq__2,3.700251096079349,0.9168115610000004
ros_tale__3_2_0pq__1,4.350781932512233,0.68354428
ros_tale__3_2_0pq__2,4.886700486741492,0.6095886530000003
ros_tale__3_2_0pq__3,4.600637458868702,0.873748408
ros_tale__3_2_0pq__4,4.841614961182055,0.5345557750000003
ros_tale__3_2_250pq__1,6.47623236556226,1.483930182
ros_tale__3_2_250pq__2,6.207035757614745,1.737663945
ros_tale__3_2_750pq__1,5.327977035629192,1.1638316680000005
ros_tale__3_2_750pq__2,4.966186720481677,1.3524102830000002
ros_tale__3_3_0pq__1,4.94113800019811,0.1806697510000004
ros_tale__3_3_0pq__2,5.385541572208765,0.23861833600000004
ros_tale__3_3_0pq__3,4.68732462665382,0.2797579990000001
ros_tale__3_3_0pq__4,5.585787439512169,0.4427612940000001
ros_tale__3_3_250pq__1,4.7651842248522085,0.20220086800000026
ros_tale__3_3_250pq__2,4.892610490774973,0.4243053540000001
ros_tale__3_3_750pq__1,4.449925173568795,-0.03922285899999967
ros_tale__3_3_750pq__2,5.21165157798053,-0.5295671719999998
ros_tale__3_4_0pq__1,5.637428318291547,1.4160785760000003
ros_tale__3_4_0pq__2,5.860203355887752,1.2275363970000002
ros_tale__3_4_250pq__1,6.432488141876506,2.1514518970000003
ros_tale__3_4_250pq__2,6.7778023361766495,1.8166807570000003
ros_tale__3_4_750pq__1,6.7246846546369135,1.7906141390000003
ros_tale__3_4_750pq__2,6.2836249462063405,1.898991025
pcoli__atASMT_325G__1,1.541614120000515,0.7175434760000003
pcoli__atASMT_325G__2,1.493546367881127,0.4142670390000001
pcoli__bpTDC__1,1.7614887831761996,0.7183161190000003
pcoli__bpTDC__2,1.932343199220236,0.4848118610000003
pcoli__BRCA__1,0.956851069143119,0.9233150520000004
pcoli__BRCA__2,1.12951125591987,0.7834086010000001
pcoli__BRCActrl__1,1.5481195979382736,0.2316852549999999
pcoli__BRCActrl__2,1.4309075179650743,0.09701217700000032
pcoli__BRCAswap__1,1.7542794920499971,0.5332116450000002
pcoli__BRCAswap__2,2.301877197227029,0.7350851160000005
pcoli__btAANAT__1,1.5204788954293205,0.57649595
pcoli__btAANAT__2,2.203805964436304,0.3663534410000002
pcoli__btASMT__1,1.8619228451674132,0.8638141590000004
pcoli__btASMT__2,1.89415394208921,0.12271695400000016
pcoli__CC1__1,2.3985115070001,0.7406001390000001
pcoli__CC1__2,2.1560397635070183,0.2347718310000002
pcoli__ccCOMT__1,1.5887624605998116,0.720421311
pcoli__ccCOMT__2,1.5187132290375749,0.14238253600000014
pcoli__ckDDC__1,2.66808019975632,0.3282557420000001
pcoli__ckDDC__2,2.6629126972679757,-0.010825335000000049
pcoli__CNTF_belt__1,0.9218751975192072,0.2777710740000001
pcoli__CNTF_belt__2,1.3020355063052946,0.7013818610000002
pcoli__cobPNMT__1,1.641112026592775,0.3774166640000001
pcoli__cobPNMT__2,1.3173048475575395,0.3461920490000001
pcoli__cvPhhB__1,1.731155390312225,0.969097623
pcoli__cvPhhB__2,1.9962867867747616,0.2399265890000002
pcoli__ggAANAT__1,1.6397517651508977,0.7754431980000001
pcoli__ggAANAT__2,1.348344898885739,0.4704679310000002
pcoli__ggTPH__1,1.3782626523026131,0.3092460920000002
pcoli__ggTPH__2,1.6459307878055571,0.8211630129999999
pcoli__hsAANAT__1,2.077268040816905,0.15025428600000024
pcoli__hsAANAT__2,1.2202483395570332,-0.07994574599999993
pcoli__hsASMT__1,1.3258853928089598,0.5103664729999999
pcoli__hsASMT__2,1.2752797988733482,0.670671569
pcoli__hsPNMT_mb__1,1.8587814450806817,0.4497939930000001
pcoli__hsPNMT_mb__2,1.7946627065484628,0.6228568270000001
pcoli__hsTPH__1,1.1566414270115537,0.5492240500000003
pcoli__hsTPH__2,1.0389807849290351,0.7981786800000004
pcoli__hsTPH_E2K__1,1.92815926339448,0.5960823150000003
pcoli__hsTPH_E2K__2,2.053818154406833,0.6550423240000001
pcoli__hsTPH_E2K_N91I_P99C__1,0.9088203820527369,0.6422251080000003
pcoli__hsTPH_E2K_N91I_P99C__2,1.311128520274736,0.3825373860000001
pcoli__hsTPH_N158trunc__1,3.128323471892252,0.6461996490000002
pcoli__hsTPH_N158trunc__2,2.8866434115535085,0.6101638990000002
pcoli__hsTPH_N174trunc__1,1.736990586210984,0.4524945190000002
pcoli__hsTPH_N174trunc__2,2.106168019705925,0.7212604340000001
pcoli__hsTPH_Ntermtrunc__1,2.8551477542510724,0.5248955210000004
pcoli__hsTPH_Ntermtrunc__2,3.2375801420215624,0.7895032930000001
pcoli__hsTPH1__1,1.5576189780641585,0.655881623
pcoli__hsTPH1__2,1.5421590027063057,0.3032725070000002
pcoli__MBP__1,3.3562355780153053,0.37003827300000025
pcoli__MBP__2,3.1884122439507205,0.4645597560000001
pcoli__msCOMT__1,1.3378635481874923,0.40426665100000014
pcoli__msCOMT__2,1.1237196319178278,0.9789287530000004
pcoli__ocAANAT__1,1.3752760819326282,0.4540623700000002
pcoli__ocAANAT__2,1.604920026392702,0.18166852600000016
pcoli__osTDC_K374H__1,1.6871382271794229,0.7308514370000001
pcoli__osTDC_K374H__2,2.64505092589299,0.8761313090000002
pcoli__osTDC_K374L__1,0.7691681502533165,0.2554976280000001
pcoli__osTDC_K374L__2,0.5233364531811896,0.42820372800000017
pcoli__osTDC_K374Q__1,1.5138284758016205,0.09523285700000006
pcoli__osTDC_K374Q__2,1.7209263366249314,0.5242972270000004
pcoli__osTDC_L360V__1,1.648795017179924,0.30690355700000005
pcoli__osTDC_L360V__2,0.9355121594972268,-0.11678984599999985
pcoli__pmTPH__1,0.663304771917535,0.7608722110000001
pcoli__pmTPH__2,0.566866393244173,0.5132415030000002
pcoli__RFC__1,1.7340108692199034,0.5286504440000002
pcoli__RFC__2,2.067940472683356,0.5126404740000003
pcoli__RFCctrl__1,0.7995953636962595,-0.03496943299999988
pcoli__RFCctrl__2,1.3742543548547468,-0.29235848899999994
pcoli__RFCnopause__1,1.7203765876821653,-0.026792823999999937
pcoli__RFCnopause__2,2.132624141986294,-0.3171033509999999
pcoli__RFCpluspause__1,1.5534059245052136,-0.3508011819999999
pcoli__RFCpluspause__2,2.2735363060060707,0.08243746400000007
pcoli__rnCOMT_sol__1,1.770550688772492,0.04462194200000025
pcoli__rnCOMT_sol__2,1.720882915772537,-0.22687673799999986
pcoli__rnPNMT__1,0.9015941728780036,0.3086043070000002
pcoli__rnPNMT__2,0.5436887299792565,0.4453239320000002
pcoli__rnTDC__1,1.204863701730306,0.38201711500000013
pcoli__rnTDC__2,0.9572905309439714,0.70151305
pcoli__rnTDC_trunc__1,2.334973809446361,1.1576640950000003
pcoli__rnTDC_trunc__2,2.1514560264314864,0.8047236940000002
pcoli__saCOMT_T2A__1,1.0543198962415492,0.6641040010000001
pcoli__saCOMT_T2A__2,0.8292194261676122,0.5734821880000003
pcoli__sfCOMT__1,1.1485960870746834,0.2949955150000001
pcoli__sfCOMT__2,1.5350741220262776,0.6955417330000002
pcoli__sgAANAT_D63G__1,1.4181567053960962,0.4905973080000003
pcoli__sgAANAT_D63G__2,1.3836818621431093,0.6906603440000003
pcoli__ssDDC__1,2.0616968949835464,0.7105675480000002
pcoli__ssDDC__2,2.138034876984345,1.006543223
pcoli__TP53B__1,1.763508395619336,0.2909376620000001
pcoli__TP53B__2,2.1542731924295317,1.143415327
pcoli__WT__1,3.665586439542782,1.015076413
pcoli__WT__2,3.1738384063781684,0.8416483290000003
cck__glu_ale4__1,-0.425543939366114,-0.13447908399999964
cck__glu_ale4__2,1.926008482198288,0.18590861000000025
cck__cck_ale1__1,0.8596978777782431,-0.4632127119999998
cck__cck_ale1__2,1.129000557497967,0.4173572240000001
cck__cck_ale2__1,1.0612424733572614,-0.28513681599999985
cck__cck_ale2__2,1.0407576329606365,0.0016045290000001875
cck_pgi__gmos_delpgi__1,1.9722422352055715,-0.5382551869999999
cck_pgi__gmos_delpgi__2,0.926908505313036,0.4797349010000005
cck_pgi__pgi_ale1__1,-0.0045306237630197,0.5423603840000002
cck_pgi__pgi_ale1__2,0.5796540746682354,-0.5680909589999998
cck_pgi__pgi_ale2__2,1.8402492091435532,-0.22373555799999975
cck_pgi__pgi_ale3__1,-1.3854519445247944,-0.4628967949999998
cck_pgi__pgi_ale3__2,0.4191516097932047,-0.489796913
cck_pgi__pgi_ale4__1,-1.6554727388277393,-0.33998444799999983
cck_pgi__pgi_ale4__2,-0.3416376467369724,-0.6604753599999998
cck_pgi__pgi_ale4__3,-0.6523359558034676,-0.9818354269999998
cck_pgi__pgi_ale5__1,-1.0193880707241656,-0.06048555899999975
cck_pgi__pgi_ale5__2,0.3317715661451189,-0.2686478849999998
cck_pgi__pgi_ale6__1,0.0670056366891362,0.37950847200000015
cck_pgi__pgi_ale6__2,0.5739621293764331,-0.24497859999999985
cck_pgi__pgi_ale7__1,-0.341515882490876,-0.06142578199999992
cck_pgi__pgi_ale7__2,0.4887000149815972,0.25376484700000024
cck_pgi__pgi_ale8__1,-0.3082067907299187,-0.4953890679999999
cck_pgi__pgi_ale8__2,0.2835559743207502,-0.393005157
cck_sdh__gmos_delsdhCB__1,1.2562975241311365,-0.3381637439999998
cck_sdh__gmos_delsdhCB__2,1.0429468200395926,-0.30977559499999985
cck_sdh__sdh_ale1__1,1.5114300906248062,-0.6249801989999999
cck_sdh__sdh_ale1__2,0.9863527496207252,0.37871146700000025
cck_sdh__sdh_ale2__1,0.1525857321198179,-0.17503467299999986
cck_sdh__sdh_ale3__2,0.6815763601826529,0.08514183800000019
cck_sdh__sdh_ale3__1,0.8994737539898058,-0.3856538549999999
cck_sdh__sdh_ale3__3,0.750452048753296,-0.4163928779999997
cck_pts__gmos_delptsHIcrr__2,3.3888396190961965,-0.061198525
cck_pts__gmos_delptsHIcrr__1,0.3658073482409467,-1.058431744
cck_pts__pts_ale1__2,-1.224815099171551,-1.2214254059999998
cck_pts__pts_ale1__1,-1.166255790786752,-1.0242170109999995
cck_pts__pts_ale2__2,-1.063687543345963,-0.41583104199999976
cck_pts__pts_ale2__1,-1.0737533972581632,-0.10785605399999976
cck_pts__pts_ale3__2,-1.1962181278990855,-0.5876245809999998
cck_pts__pts_ale3__1,-1.2329404393117995,-0.5501519389999998
cck_pts__pts_ale4__2,-0.5723509104314055,-0.02278733399999977
cck_pts__pts_ale4__1,0.7302330585414841,0.21501564500000026
cck_gnd__gmos_delgnd__1,1.997426861958873,-0.2610917169999998
cck_gnd__gmos_delgnd__2,3.5674397762689414,0.04055095800000008
cck_gnd__gnd_ale1__1,1.1905953341681428,-0.21732103999999985
cck_gnd__gnd_ale1__2,1.4215318313285077,0.3401497580000001
cck_gnd__gnd_ale2__1,0.697948581959499,-0.28761970599999986
cck_gnd__gnd_ale2__2,0.8302792129194231,-0.6068827189999998
cck_gnd__gnd_ale3__1,0.8495140069981723,0.4212206530000002
cck_gnd__gnd_ale3__2,1.2848919677806034,-0.15346145799999975
cck_tpiA__gmos_deltpiA__1,1.859741148375076,-0.8489348719999998
cck_tpiA__gmos_deltpiA__2,5.814578102736649,1.682247325
cck_tpiA__tpiA_ale1__1,-0.378245995209344,-0.3248736369999998
cck_tpiA__tpiA_ale1__2,-0.028668325272278,-1.2405174579999998
cck_tpiA__tpiA_ale2__1,0.7375497588486805,-0.4964205909999999
cck_tpiA__tpiA_ale2__2,2.415904662668354,0.20406710300000008
cck_tpiA__tpiA_ale3__1,1.9419261812562327,0.5363506130000002
cck_tpiA__tpiA_ale3__2,1.514143631616765,0.5844530560000001
cck_tpiA__tpiA_ale4__1,0.6397722444564133,0.0694870030000001
cck_tpiA__tpiA_ale4__2,0.9799007308600526,0.22097814200000032
acid_tale__acid_ale1_pH7__1,0.9806322312082818,-0.2450224059999999
acid_tale__acid_ale1_pH7__2,1.2286533743001604,0.2541602260000002
acid_tale__acid_ale1_pH5__1,2.2908064995284656,-0.22631579299999996
acid_tale__acid_ale1_pH5__2,2.827400959761669,-0.20875148999999985
acid_tale__acid_ale2_pH7__1,1.706778609868269,0.14063455200000008
acid_tale__acid_ale2_pH7__2,1.4317868937485148,0.0412767930000002
acid_tale__acid_ale2_pH5__1,1.3742908941440717,-0.6092236979999999
acid_tale__acid_ale2_pH5__2,1.318124374512642,-0.8042973999999998
acid_tale__low_Mg_ale_pH7__1,1.6719397328214718,0.967773197
acid_tale__low_Mg_ale_pH7__2,1.8616302691949544,0.4070041440000001
acid_tale__low_Mg_ale_pH5__1,0.3245828152881425,-0.5309806109999998
acid_tale__low_Mg_ale_pH5__2,0.4534600603109078,-0.6510048259999999
acid_tale__MES_ale_pH7__1,0.941323153227087,0.2308416980000001
acid_tale__MES_ale_pH7__2,1.3817413692727971,-0.2508581809999999
acid_tale__MES_ale_pH5__1,1.5924689911663297,-0.003466077999999761
acid_tale__MES_ale_pH5__2,1.9055766116763837,-0.034359216999999775
acid_tale__gmos_pH7__1,1.2787318444390785,-0.6917086599999999
acid_tale__gmos_pH7__2,0.6106920207031495,0.13527648100000025
acid_tale__gmos_pH5__1,1.0294136096060893,-0.7722279839999999
acid_tale__gmos_pH5__2,0.912709167518134,0.3408868870000001
adnB__wt_adn__1,1.0777422043094518,-0.5755792249999998
adnB__wt_adn__2,2.8236135701569585,-0.3654990739999999
adnB__delydhB_adn__1,2.7676070811568825,-1.5218537319999998
adnB__delydhB_adn__2,2.849566925016317,0.2944802200000001
ytf2__wt_glc__1,1.7564425280209262,-0.1085628999999999
ytf2__wt_glc__2,1.300177753275416,-0.07576328599999993
ytf2__ybcM_glc__1,1.893572563684614,-0.7018684259999999
ytf2__ybcM_glc__2,2.213545241202665,-0.16242815399999966
ytf2__ydhB_glc__1,2.082311698099871,-0.5095682819999998
ytf2__ydhB_glc__2,1.7057442241013634,0.14453237200000024
ytf2__yfeC_glc__1,2.2980138400668024,-0.5560154119999998
ytf2__yfeC_glc__2,1.9908873155456828,-0.2828345229999998
ytf2__yciT_glc__1,1.6670794579153172,-0.3903932719999999
ytf2__yciT_glc__2,2.1004332235222147,-0.1225559639999998
ytf2__ydiZ_glc__1,1.4141728415654735,0.15442732100000026
ytf2__ydiZ_glc__2,1.176165937272085,-0.2500300649999998
ytf2__ynfL_glc__1,1.300312799771314,-0.5912716049999999
ytf2__ynfL_glc__2,1.2045460588018664,-0.30158746699999983
ytf3__wt_glc2__1,2.5368504864030617,-0.2821913129999998
ytf3__wt_glc2__2,2.0652709756215817,-0.24196861299999986
ytf3__wt_pH7_lactate__1,1.8894811457319405,-0.19069240499999984
ytf3__wt_pH7_lactate__2,2.483417042234882,-0.22735832999999994
ytf3__wt_pH55_lactate__1,2.9110071558931505,-0.6941803209999999
ytf3__wt_pH55_lactate__2,2.6471617800274743,-0.06588393699999995
ytf3__wt_pH55_HCl__1,2.9560574760381777,-0.06871906999999977
ytf3__wt_pH55_HCl__2,2.6293251555893407,-0.4774721009999998
ytf3__dyieP_pH7__1,2.328736597214375,-0.5765644139999998
ytf3__dyieP_pH7__2,2.4941612575291523,0.40564620900000015
ytf3__dyieP_pH55__1,2.539669837006865,0.1625586120000002
ytf3__dyieP_pH55__2,2.86865863491221,-0.31011502599999985
minicoli__aldA_f1c2__1,-5.248311304271881,-1.5218537319999998
minicoli__aldA_minE__1,-5.918666115677785,-1.5218537319999998
minicoli__mg1655_glc__1,0.3027016207625138,-0.3748429976690868
minicoli__mg1655_glc__2,0.1310979768795244,-0.20511298670979805
minicoli__minE_cyt__1,-5.062432577639407,-1.5218537319999998
minicoli__minE_cyt__2,-4.893778239589489,-1.5218537319999998
minicoli__minE_fruc__1,-1.581654502383309,-1.5218537319999998
minicoli__minE_fruc__2,-1.97047501848254,-1.5218537319999998
minicoli__minE_glc__1,-3.054768692848189,-1.5218537319999998
minicoli__minE_glc__2,-3.079970149674739,-1.5218537319999998
minicoli__minE_glyc__1,-1.996682170669398,-1.5218537319999998
minicoli__minE_glyc__2,-1.0088231087855566,-1.5218537319999998
minicoli__minE_Fe_starve__1,-5.1044546240638775,-1.5218537319999998
minicoli__minE_Fe_starve__2,-5.367934852795348,-1.5218537319999998
minicoli__minE_LB__1,-2.913312664326674,-1.5218537319999998
minicoli__minE_LB__2,-3.351925760892033,-1.5218537319999998
minicoli__minE_N_starve__1,-4.920594983977257,-1.5218537319999998
minicoli__minE_N_starve__2,-3.830094006396331,-1.5218537319999998
minicoli__minE_osm__1,-4.750840586978133,-1.5218537319999998
minicoli__minE_osm__2,-4.2567890319550425,-1.5218537319999998
minicoli__minE_ph5__1,-3.643160111297044,-1.5218537319999998
minicoli__minE_ph5__2,-3.430889103438488,-1.5218537319999998
minicoli__minE-pyr__1,-1.3522215431695477,-1.5218537319999998
minicoli__minE-pyr__2,0.1913949173469888,-1.5218537319999998
minicoli__minE_sorb__1,-1.646585184923845,-1.5218537319999998
minicoli__minE_sorb__2,-1.2351709994883326,-1.5218537319999998
minicoli__minE_urid__1,-0.461319240912433,-1.5218537319999998
minicoli__minE_urid__2,-0.6713455493237921,-1.5218537319999998
minicoli__W3110_cyt__1,1.851773992400001,0.2074382330027984
minicoli__W3110_cyt__2,1.199912109462596,-0.7858014588519205
minicoli__W3110_glc__1,3.427536580410316,-0.023794082549041033
