,-0.05252880821499867,-0.039396606161249,-0.026264404107499334,-0.013132202053749667,0.0,0.013132202053749667,0.026264404107499334,0.039396606161249,0.05252880821499867,0.06566101026874833,0.078793212322498,0.09192541437624768,0.10505761642999734,0.11818981848374699,0.13132202053749667,0.14445422259124635,0.157586424644996,0.17071862669874566,0.18385082875249534,0.19698303080624502
thresh,-0.0590949092418735,0.0590949092418735,1,,,,,,,,,,,,,,,,,
unreg,3,9,87,1297,3166,779,117,36,24,12,12,5,10,3,3,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],"['PP_5520' 'PP_5542' 'PP_2256' 'PP_5596' 'PP_1101' 'PP_4856' 'PP_0333'
 'mucB' 'tagX1' 'PP_5661' 'PP_0085' 'PP_5567']","['PP_0886' 'PP_4176' 'mucA' 'PP_4061' 'PP_4855' 'PP_3158' 'PP_4738' 'yegS'
 'PP_1691' 'PP_4096' 'PP_0255' 'PP_5191']",['PP_3016' 'PP_0330' 'PP_1839' 'rpoE' 'PP_1473'],"['PP_2581' 'PP_0092' 'PP_3824' 'PP_3743' 'PP_3930' 'PP_4139' 'PP_5037'
 'PP_1829' 'PP_4614' 'PP_2544']",['PP_2172' 'PP_0216' 'PP_5702'],['ycfJ' 'PP_5038' 'htrG'],[],['PP_3929'],[],[],[]
