,-0.1896157755327756,-0.1264105170218504,-0.06320525851092523,-5.551115123125783e-17,0.06320525851092512,0.1264105170218503,0.18961577553277548,0.25282103404370065,0.31602629255462583,0.379231551065551,0.4424368095764762,0.5056420680874014,0.5688473265983265,0.6320525851092518,0.6952578436201768,0.7584631021311021,0.8216683606420272,0.8848736191529523,0.9480788776638776,1.0112841361748028
thresh,-0.0948078877663878,0.0948078877663878,1,,,,,,,,,,,,,,,,,
unreg,1,0,33,4186,34,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['sgrT'],[],[],[],[],['gsiD' 'rluA'],[],[],[],[],[],[],[],['pgi'],[],[],[],[],[],[]
