sample,new_4035835_4035968_c
LBexp_1,10.0255
LBexp_2,10.3776
LBexp_3,9.8505
LBtran_1,10.974
LBtran_2,10.0947
LBtran_3,9.9574
LBstat_1,11.0653
LBstat_2,11.138
LBstat_3,10.5918
LBGexp_1,8.281
LBGexp_2,8.4603
LBGexp_3,9.5324
LBGtran_2,7.8899
LBGtran_3,8.2502
LBGstat_1,7.4603
LBGstat_2,7.4644
LBGstat_3,7.8843
S0_1,11.0981
S0_2,11.6123
S0_3,11.4597
S1_1,11.976
S1_2,11.7444
S1_3,11.572
S2_1,12.3687
S2_2,11.9788
S2_3,11.9324
S3_1,11.6542
S3_2,11.0891
S4_1,11.1876
S4_2,10.9743
S4_3,10.819
S5_1,10.6915
S5_2,10.7434
S5_3,11.0306
S6_1,9.6339
S6_2,9.1651
S6_3,10.2626
S6/t_1,9.6829
S6/t_2,8.7957
S6_4,10.5934
S6_5,10.6323
S6_6,10.3603
S7_4,11.2116
S7_5,11.0358
S7_6,11.2149
S8_4,10.7723
S8_5,11.0551
G135_1,9.4318
G135_3,8.2644
G150_1,10.377
G150_2,9.8031
G150_3,10.8082
G180_1,8.2794
G180_2,8.4418
G180_3,8.199
C30_1,10.7588
C30_2,10.691
C90_1,10.0476
C90_2,8.9376
BI_1,10.8801
BI_2,10.9758
BC_2,10.6129
BC/t_1,10.7068
BC/t_2,11.0019
BC_1,10.9527
Sw_1,11.6648
Sw_2,11.6674
BT_1,10.6785
BT_2,9.9384
B36_1,10.7347
B36_2,10.0926
B60_1,10.3762
B60_2,9.7006
M9exp_1,9.6154
M9exp_2,9.3238
M9exp_3,8.9975
M9tran_1,10.4476
M9tran_2,10.5638
M9tran_3,10.5412
M9stat_1,10.4635
M9stat_2,10.2134
M9stat_3,9.808
M+G_1,10.9619
M+G_2,9.2097
M+G_3,9.1268
Glu_1,10.4701
Glu_2,10.0642
Glu_3,10.3576
Fru_1,10.1409
Fru_2,11.1217
Fru_3,9.9935
Mal_1,11.2165
Mal_2,11.28
Mal_3,11.0256
G+S_2,11.4525
G+S_3,11.2223
Pyr_1,10.176
Pyr_2,11.1832
Pyr_3,10.9632
Gly_1,9.9983
Gly_2,10.094
Gly_3,10.248
Glucon_1,10.3631
Glucon_2,10.4327
Glucon_3,10.3788
aero_1,9.6096
aero_2,8.6294
aero_3,9.3645
nit_1,10.0945
nit_2,10.5232
nit_3,10.2492
ferm_1,10.7523
ferm_2,9.9552
ferm_3,10.3314
T-5.40H_1,10.7513
T-4.40H_1,10.7037
T-3.40H_1,10.9351
T-2.40H_1,10.6794
T-1.40H_1,10.5238
T-1.10H_1,10.2998
T-0.40H_1,10.3658
T0.0H_1,11.336
T0.30H_1,9.4343
T1.0H_1,10.475
T1.30H_1,10.2929
T2.0H_1,10.5744
T2.30H_1,10.5125
T3.0H_1,10.5829
T3.30H_1,10.5551
T4.0H_1,10.418
T5.0H_1,10.1518
HPh_1,9.9742
HPh_2,9.4251
HPh_3,10.1561
LPh_1,9.2962
LPh_2,9.2634
LPh_3,9.2965
LPhT_1,9.3837
LPhT_2,8.8813
LPhT_3,9.3627
SMMPr_1,9.5949
SMMPr_2,10.2029
SMMPr_3,9.8996
HiTm_1,12.0593
HiTm_2,11.982
HiTm_3,11.7944
LoTm_1,9.8542
LoTm_2,9.3091
LoTm_3,9.3036
HiOs_1,10.1536
HiOs_2,10.3389
HiOs_3,10.4657
BMM_1,9.5549
BMM_2,9.6056
BMM_3,9.4053
Heat_1,11.4035
Heat_2,10.8027
Heat_3,11.0189
Cold_1,8.692
Cold_2,8.5895
Cold_3,8.2783
Etha_1,8.2717
Etha_2,8.2582
Etha_3,8.2795
SMM_1,9.2714
SMM_2,9.6119
SMM_3,9.8728
Salt_1,8.9056
Salt_2,8.8652
Salt_3,8.9786
