locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4723,0.6020722531,ymcF,protein YmcF,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16688
b0990,0.3251741808,cspG,cold shock protein CspG,Transcription,cspG,,https://ecocyc.org/gene?orgid=ECOLI&id=G6511
b1557,0.13996878670000001,cspB,Qin prophage%3B cold shock-like protein CspB,Transcription,cspB,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=EG12203
