,-0.07447334883525482,-0.06454356899055418,-0.054613789145853534,-0.04468400930115289,-0.03475422945645225,-0.024824449611751606,-0.014894669767050964,-0.004964889922350321,0.004964889922350321,0.014894669767050964,0.024824449611751606,0.03475422945645225,0.04468400930115289,0.054613789145853534,0.06454356899055418,0.07447334883525482,0.08440312867995546,0.0943329085246561,0.10426268836935675,0.11419246821405739
thresh,-0.07943823875760514,0.07943823875760514,2,,,,,,,,,,,,,,,,,
unreg,0,1,2,10,36,141,698,2079,1844,500,123,47,30,23,9,6,1,5,2,0
LiuR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_3553'],['dctP' 'bkdAB' 'rbsB' 'PP_3726' 'bkdAA'],['rbsA-I' 'hupA'],[]
LiuR_genes,[],[],[],[],[],[],[],[],['liuR'],[],['mvaB'],[],[],[],[],['mccA'],['liuC' 'mccB' 'ivd'],['PP_4063'],[],[]
