,A,LiuR
Muconate:CJ522_fructose_glucose_gluconate:3.0,-3.2219881621665487,-0.307144142666667
Muconate:CJ522_glucose_gluconate:1.0,0.3879384417999523,-0.7381947396666666
Muconate:CJ522_glucose_gluconate:2.0,0.3434705893654198,-0.3383568116666673
Muconate:CJ522_glucose_gluconate:3.0,2.226469137469077,0.153417714333333
Muconate:CJ522_gluconate:1.0,0.4322051843894678,-0.3086678136666672
Muconate:CJ522_gluconate:2.0,2.9530786096608246,-0.0283499646666669
Muconate:CJ522_gluconate:3.0,1.939783657505413,-0.4989591106666671
Muconate:CJ522_glucose:1.0,4.508044049515444,0.3359976793333334
Muconate:CJ522_glucose:2.0,4.602520731886029,0.3968129683333332
Muconate:CJ522_glucose:3.0,4.736616960095407,0.0267170183333327
Muconate:GB032_fructose:1.0,2.051170097004709,-0.2668287266666667
Muconate:GB032_fructose:2.0,1.265392709327657,0.1672586163333331
Muconate:GB032_fructose:3.0,1.3527807698678382,0.0002159333333331
Muconate:GB032_fructose_glucose:1.0,-3.356330707002918,-0.1230716256666673
Muconate:GB032_fructose_glucose:2.0,-1.178710358985343,-0.2511479016666671
Muconate:GB032_fructose_glucose:3.0,-1.52798920748643,-0.3350069096666672
Muconate:GB032_fructose_glucose_gluconate:1.0,-5.1738075447922265,-1.583495425666667
Muconate:GB032_fructose_glucose_gluconate:2.0,-3.660464125727239,-0.4532511536666668
Muconate:GB032_fructose_glucose_gluconate:3.0,-6.030494233002915,-0.6322040116666665
Muconate:GB032_glucose_gluconate:1.0,0.0319940536555555,-0.3989583996666672
Muconate:GB032_glucose_gluconate:2.0,-3.0219609826534866,-0.6186776156666669
Muconate:GB032_glucose_gluconate:3.0,-1.1817140126879142,-0.152980010666667
Muconate:GB032_gluconate:1.0,2.1657130180626614,-0.4424367936666673
Muconate:GB032_gluconate:2.0,1.3681208633361592,-0.6609942026666671
Muconate:GB032_gluconate:3.0,1.4430673345943772,-0.6191092176666668
Muconate:GB032_glucose:1.0,4.627007596816524,-0.2484333216666669
Muconate:GB032_glucose:2.0,6.027543298878253,0.0217248113333328
Muconate:GB032_glucose:3.0,5.292790718643244,0.1339632633333334
Muconate:GB045_fructose:1.0,4.478880749705859,0.7475303443333328
Muconate:GB045_fructose:2.0,5.057114144554129,0.4934371483333333
Muconate:GB045_fructose:3.0,5.9486470363182224,0.6324916213333331
Muconate:GB045_fructose_glucose:1.0,4.937216696766677,0.3534257053333327
Muconate:GB045_fructose_glucose:2.0,6.048568227106197,1.1597637423333331
Muconate:GB045_fructose_glucose_gluconate:1.0,-1.0215507648401527,0.7676899173333327
Muconate:GB045_fructose_glucose_gluconate:2.0,-1.3181798668003808,0.930705482333333
Muconate:GB045_fructose_glucose_gluconate:3.0,-2.872800891367141,0.8354647603333332
Muconate:GB045_glucose_gluconate:1.0,11.182856572834812,0.8219192053333328
Muconate:GB045_glucose_gluconate:2.0,10.857629402142276,0.5388634153333332
Muconate:GB045_glucose_gluconate:3.0,9.71818684981431,0.8710276073333327
Muconate:GB045_gluconate:1.0,0.8817962228814482,-0.0432714126666669
Muconate:GB045_gluconate:2.0,0.3579244558485561,0.2262103033333327
Muconate:GB045_gluconate:3.0,2.917505888759104,0.4285091283333333
Muconate:GB045_glucose:1.0,11.981454405584447,0.5759571323333335
Muconate:GB045_glucose:2.0,12.227203482332476,0.2832032303333331
Muconate:GB045_glucose:3.0,11.949574895563936,0.4328601013333335
Muconate:GB062_fructose:1.0,1.3707061260100724,-0.8323678556666669
Muconate:GB062_fructose:2.0,0.987300288976777,-0.8052935786666673
Muconate:GB062_fructose:3.0,3.886755232275722,0.0555018933333331
Muconate:GB062_fructose_glucose:1.0,1.9791513652425696,-0.6119272136666671
Muconate:GB062_fructose_glucose:2.0,1.082437505151954,-0.6158804056666671
Muconate:GB062_fructose_glucose:3.0,0.2419028838940596,-0.7452178466666668
Muconate:GB062_fructose_glucose_gluconate:1.0,-3.524384933035641,0.1627499573333333
Muconate:GB062_fructose_glucose_gluconate:2.0,-2.8757985170124845,-0.441572306666667
Muconate:GB062_fructose_glucose_gluconate:3.0,-2.637956974251517,-0.1455167656666667
Muconate:GB062_glucose_gluconate:1.0,1.1910091845686646,-0.1256936186666672
Muconate:GB062_glucose_gluconate:2.0,1.3525587733796476,-0.1148774936666665
Muconate:GB062_glucose_gluconate:3.0,2.765706715811148,0.1174587423333326
Muconate:GB062_gluconate:1.0,2.842639335694031,-0.6887374746666666
Muconate:GB062_gluconate:2.0,4.715735140004995,-0.3873686836666667
Muconate:GB062_gluconate:3.0,0.6765407772800063,-0.502924410666667
Muconate:GB062_glucose:1.0,5.837441537991783,-0.5200620286666666
Muconate:GB062_glucose:2.0,5.495674749325692,-0.1993560546666666
Muconate:GB062_glucose:3.0,5.409559104147483,-0.5925929356666666
Muconate:KT2440_fructose:1.0,7.902041617124975,1.219580815333333
Muconate:KT2440_fructose:2.0,8.227291694882092,0.281102418333333
Muconate:KT2440_fructose:3.0,10.019493803188832,0.0255874043333328
Muconate:KT2440_fructose_glucose:1.0,5.847311594218631,-0.0691411556666672
Muconate:KT2440_fructose_glucose:2.0,6.51495081029539,-0.0546568086666665
Muconate:KT2440_fructose_glucose:3.0,0.9284097950148478,-0.1497831656666672
Muconate:KT2440_fructose_glucose_gluconate:1.0,6.271238382718259,-0.1755524076666672
Muconate:KT2440_fructose_glucose_gluconate:2.0,5.450040201499787,-0.5370367226666666
Muconate:KT2440_fructose_glucose_gluconate:3.0,9.561424471724589,-0.0527308356666669
Muconate:KT2440_glucose_gluconate:1.0,5.697591905742504,-0.2877534696666668
Muconate:KT2440_glucose_gluconate:2.0,3.17427079161679,-0.5379176396666665
Muconate:KT2440_glucose_gluconate:3.0,8.568980027069639,-0.1914405906666667
Muconate:KT2440_gluconate:1.0,0.7715825697753652,0.694033713333333
Muconate:KT2440_gluconate:2.0,1.44662010162954,0.0103145263333335
Muconate:KT2440_gluconate:3.0,0.2550844147466961,0.134993010333333
Muconate:KT2440_glucose:1.0,0.3501395814948845,0.3017887953333327
Muconate:KT2440_glucose:2.0,-0.4104275484060859,-0.2404958816666669
Muconate:KT2440_glucose:3.0,0.0602879678207641,-0.0612929136666666
Multistress:Control:1.0,1.0530635765064953,0.4297253556666671
Multistress:Control:2.0,-1.593654580369257,-0.3293967993333329
Multistress:Control:3.0,0.5405910036323995,-0.1003285563333333
Multistress:NaCl_7min:1.0,-3.637109749146408,-1.2474108633333332
Multistress:NaCl_60min:1.0,-1.6909139179531785,-1.3128767583333332
Multistress:NaCl_7min:2.0,-2.548347532952384,-0.7063713433333332
Multistress:NaCl_60min:2.0,-2.4954764209641387,-0.3343185603333332
Multistress:NaCl_7min:3.0,-1.4403557019952755,-0.9487165763333332
Multistress:NaCl_60min:3.0,-2.438991922016163,-0.1877813073333332
Multistress:Imipenem_7min:1.0,-3.24256884839299,-0.2595966843333332
Multistress:Imipenem_60min:1.0,0.7212133872265666,-0.0947275853333327
Multistress:Imipenem_7min:2.0,-3.4461085483966136,-0.5263053913333331
Multistress:Imipenem_60min:2.0,-1.9478485534984669,0.6244344176666665
Multistress:Imipenem_7min:3.0,-2.3792516269981343,-0.363934689333333
Multistress:Imipenem_60min:3.0,-1.1915724044840057,-1.5744232353333332
Multistress:H2O2_7min:1.0,1.2893112348568805,0.6591665006666672
Multistress:H2O2_60min:1.0,-5.73095459757047,-0.0402107073333333
Multistress:H2O2_7min:2.0,0.955071347337294,0.4571756136666671
Multistress:H2O2_60min:2.0,-6.49267099874404,0.1836827536666669
Multistress:H2O2_7min:3.0,2.2329613169533067,-0.2021594613333333
Multistress:H2O2_60min:3.0,-4.280222660003807,0.2166429946666666
Myristic_acid:Control:1.0,-1.429963509170613,-0.3947244960000002
Myristic_acid:Control:2.0,-1.7785371828638723,0.2893003500000004
Myristic_acid:Control:3.0,3.208500693024823,0.1054241459999998
Myristic_acid:Myristic_acid:1.0,1.2498556990509508,0.1658651530000003
Myristic_acid:Myristic_acid:2.0,1.8456900710602573,0.3682450780000001
Myristic_acid:Myristic_acid:3.0,2.2468658589673693,0.5681553260000003
Phase:WT_Tr:1.0,21.709656503393106,-3.156791958000001
Phase:WT_Tr:2.0,22.28772965559312,-3.829931419000001
Phase:WT_Ex:1.0,0.1400845402196858,-0.171669725000001
Phase:WT_Ex:2.0,-0.1400845398195988,0.1716697249999992
Phase:WT_Tr:3.0,18.26429130388693,0.4377501349999981
Phase:WT_Tr:4.0,21.96474605101396,0.5789576249999993
Phase:WT_St:1.0,23.925045215825083,-0.6433905950000014
Phase:WT_St:2.0,23.72679556344512,-0.3610959330000014
RelA:Control:1.0,1.699620044705339,0.1640839483333334
RelA:Control:2.0,-0.3590253602332205,0.0619787963333333
RelA:Control:3.0,-1.3405946862836473,-0.2260627446666667
RelA:Del_relA:1.0,-0.1377860400629563,0.204352746333333
RelA:Del_relA:2.0,-2.0713882084656925,0.276815972333333
RelA:Del_relA:3.0,5.290322339937445,0.5059403183333329
RelA:Del_relA_lignin:1.0,-6.670672721461761,-1.498869658666667
RelA:Del_relA_lignin:2.0,-6.722453709569689,-1.5984842546666664
RelA:Del_relA_lignin:3.0,-7.361695831154791,-1.6594151626666669
Zn:Zn_ion:1.0,6.458935144900432,0.1906786486666662
Zn:Zn_ion:2.0,6.341488343110956,0.0507343296666658
Zn:Zn_ion:3.0,6.172608549017327,0.3720807846666663
Zn:Control:1.0,-0.0978495367028929,0.1602467156666662
Zn:Control:2.0,0.0236129265133909,0.0204882296666664
Zn:Control:3.0,0.0742366113515892,-0.1807349453333344
ZnO:Control:1.0,-0.9721397916803928,0.5305441819999999
ZnO:Control:2.0,0.9721397918273378,-0.5305441819999999
ZnO:Nano:1.0,-0.742643594356282,0.4457456669999997
ZnO:Nano:2.0,-0.8292095760021964,0.4711276240000002
ZnO:Nano:3.0,-1.098108633220539,0.1067436480000001
ZnO:Zn_ion:1.0,-1.3801099763757985,0.4515536769999997
ZnO:Zn_ion:2.0,-0.9278899766116044,0.5140414369999995
ZnO:Zn_ion:3.0,-1.122885278826901,-0.4261632020000006
